Date,Dividends
1972-08-01,0.01687
1972-11-01,0.01928
1973-01-31,0.01808
1973-05-02,0.01808
1973-08-02,0.02169
1973-11-01,0.02169
1974-01-31,0.02169
1974-05-02,0.02169
1974-08-02,0.02169
1974-10-31,0.02169
1975-01-31,0.02169
1975-05-02,0.02169
1975-08-01,0.02169
1975-10-31,0.02169
1976-02-03,0.02169
1976-05-03,0.02169
1976-08-03,0.02169
1976-11-03,0.0241
1977-02-02,0.0241
1977-05-03,0.0241
1977-08-02,0.0241
1977-11-01,0.0241
1978-02-02,0.02709
1978-05-03,0.02709
1978-08-02,0.02709
1978-11-01,0.02709
1979-02-02,0.02709
1979-05-02,0.02709
1979-08-02,0.03109
1979-11-02,0.03109
1980-02-04,0.03109
1980-05-02,0.03109
1980-08-04,0.03109
1980-10-31,0.03109
1981-02-03,0.03109
1981-05-04,0.03109
1981-08-03,0.03109
1981-11-02,0.03109
1982-02-02,0.03109
1982-05-04,0.03109
1982-08-03,0.03109
1982-11-01,0.03109
1983-02-01,0.01446
1983-05-03,0.01446
1983-08-02,0.01446
1983-11-01,0.01446
1984-01-31,0.01446
1984-05-01,0.02169
1984-07-31,0.02169
1984-10-30,0.02169
1985-01-29,0.02169
1985-04-30,0.02531
1985-07-30,0.02531
1985-10-29,0.02531
1986-01-28,0.2668
1986-04-29,0.2668
1986-07-29,0.2668
1986-10-28,0.2668
1987-02-03,0.2668
1987-04-28,0.3336
1987-07-28,0.3336
1987-11-03,0.3336
1988-02-02,0.3336
1988-05-03,0.3336
1988-08-11,0.5
1988-11-01,0.5
1989-01-31,0.5
1989-05-02,0.5
1989-08-01,0.5
1989-10-31,0.5
1990-01-30,0.5
1990-05-01,0.5
1990-07-31,0.55
1990-10-30,0.55
1991-01-29,0.55
1991-04-30,0.55
1991-07-30,0.55
1991-10-29,0.55
1992-01-28,0.55
1992-04-28,0.55
1992-07-28,0.55
1992-11-03,0.55
1993-02-02,0.55
1993-05-04,0.1332
1993-08-03,0.3
1993-11-02,0.3
1994-02-01,0.3
1994-05-03,0.3
1994-08-02,0.3
1994-11-01,0.3
1995-01-31,0.3
1995-05-02,0.4
1995-08-01,0.4
1995-08-03,0.08677
1995-11-02,0.4
1996-02-01,0.4
1996-05-02,0.4
1996-08-01,0.4
1996-10-31,0.4
1997-01-30,0.4
1997-05-01,0.44
1997-07-31,0.44
1997-10-30,0.44
1998-02-05,0.44
1998-04-30,0.44
1998-07-30,0.44
1998-11-05,0.44
1999-02-04,0.44
1999-05-06,0.44
1999-08-05,0.44
1999-11-04,0.44
2000-02-03,0.44
2000-05-04,0.44
2000-08-03,0.44
2000-11-02,0.44
2001-01-02,2.616
2001-02-01,0.44
2001-05-03,0.44
2001-08-02,0.44
2001-11-01,0.44
2002-01-31,0.44
2002-05-02,0.44
2002-08-01,0.44
2002-10-31,0.44
2003-01-30,0.44
2003-05-01,0.44
2003-07-31,0.48
2003-10-30,0.48
2004-02-05,0.27
2004-05-06,0.27
2004-08-05,0.27
2004-11-04,0.27
2005-02-03,0.31
2005-05-05,0.31
2005-08-04,0.31
2005-11-03,0.31
2006-02-02,0.35
2006-05-04,0.35
2006-08-03,0.39
2006-11-02,0.39
2007-02-01,0.43
2007-05-03,0.43
2007-08-02,0.43
2007-11-01,0.43
2008-01-31,0.5
2008-05-01,0.5
2008-07-31,0.5
2008-10-30,0.5
2009-02-05,0.5
2009-04-30,0.5
2009-07-30,0.5
2009-11-05,0.5
2010-02-04,0.5
2010-05-06,0.5
2010-08-05,0.58
2010-11-04,0.58
2011-02-03,0.68
2011-05-05,0.34
2011-08-04,0.34
2011-11-03,0.34
2012-02-02,0.38
2012-05-03,0.38
2012-08-02,0.38
2012-10-04,0.38
2013-03-07,0.42
2013-05-02,0.42
2013-08-01,0.42
2013-10-31,0.42
2014-03-06,0.49
2014-05-01,0.49
2014-07-31,0.49
2014-11-12,0.49
2015-03-05,0.55
2015-04-30,0.55
2015-07-30,0.55
2015-11-05,0.55
2016-03-03,0.57
2016-05-04,0.57
2016-08-03,0.57
2016-11-03,0.57
2017-03-02,0.6
2017-05-03,0.6
2017-08-02,0.6
2017-11-02,0.6
2018-03-09,0.66
2018-05-03,0.66
2018-08-02,0.66
2018-11-01,0.66
2019-03-07,0.71
2019-05-02,0.71
2019-08-01,0.71
2019-08-15,30.0
2019-10-31,0.71
2020-03-12,0.73
2020-05-13,0.73
2020-08-13,0.73
2020-11-05,0.73
2021-03-15,0.76
2021-05-13,0.76
2021-08-12,0.76
2021-11-10,0.76
