Date,Dividends
1990-06-11,0.04833
1990-08-31,0.04833
1990-12-10,0.04833
1991-03-19,0.04833
1991-06-10,0.04833
1991-09-09,0.04833
1991-12-09,0.04833
1992-03-09,0.04833
1992-06-08,0.05118
1992-09-04,0.05118
1992-12-07,0.05331
1993-03-25,0.05331
1993-06-07,0.05864
1993-09-03,0.05864
1993-12-06,0.05864
1994-03-07,0.06663
1994-06-06,0.0733
1994-09-02,0.0733
1994-12-05,0.0733
1995-03-06,0.0733
1995-06-08,0.07696
1995-09-06,0.07696
1995-12-06,0.07696
1996-03-06,0.07696
1996-06-05,0.08081
1996-09-04,0.08081
1996-12-04,0.08081
1997-03-05,0.08081
1997-06-04,0.09334
1997-09-03,0.09334
1997-12-03,0.09334
1998-03-04,0.09334
1998-06-03,0.10606
1998-09-02,0.10606
1998-12-09,0.10606
1999-03-03,0.10606
1999-06-02,0.11582
1999-09-01,0.11582
1999-12-01,0.11582
2000-03-01,0.11582
2000-05-31,0.12161
2000-09-06,0.12161
2000-12-06,0.12161
2001-03-07,0.12161
2001-06-06,0.13015
2001-09-05,0.13015
2001-12-05,0.13015
2002-03-06,0.13015
2002-06-05,0.13813
2002-09-04,0.13813
2002-12-04,0.13813
2003-03-06,0.13813
2003-06-04,0.14504
2003-09-03,0.14504
2003-12-03,0.14504
2004-03-04,0.14504
2004-06-02,0.15229
2004-09-01,0.15229
2004-12-01,0.15229
2005-03-03,0.15229
2005-05-26,0.15635
2005-08-31,0.15635
2005-11-30,0.15635
2006-03-03,0.15635
2006-06-07,0.16044
2006-09-06,0.16044
2006-12-06,0.16044
2007-03-07,0.16044
2007-06-06,0.16454
2007-09-05,0.16454
2007-12-05,0.16454
2008-03-05,0.16454
2008-06-04,0.16454
2008-09-03,0.16454
2008-12-03,0.16454
2009-03-04,0.16454
2009-06-03,0.16413
2009-09-02,0.16413
2009-11-25,0.16413
2010-03-03,0.16413
2010-06-02,0.16327
2010-09-13,0.16327
2010-12-13,0.16327
2011-03-11,0.16327
2011-06-13,0.16476
2011-09-13,0.16476
2011-12-13,0.16476
2012-03-13,0.16476
2012-06-13,0.163
2012-09-12,0.163
2012-12-12,0.163
2013-03-13,0.163
2013-06-12,0.163
2013-09-11,0.163
2013-12-11,0.11
2014-03-12,0.11
2014-06-11,0.11
2014-09-11,0.11
2014-12-11,0.11
2015-03-11,0.11
2015-06-11,0.11
2015-09-11,0.11
2015-12-11,0.11
2016-03-11,0.11
2016-06-13,0.11
2016-09-13,0.11
2016-12-13,0.11
2017-03-13,0.11
2017-06-13,0.11
2017-09-14,0.11
2017-12-21,0.11
2018-03-14,0.11
2018-06-14,0.11
2018-09-13,0.11
2018-12-13,0.11
2019-03-14,0.11
2019-06-13,0.11
2019-09-12,0.11
2019-12-12,0.11
2020-03-12,0.11
2020-06-12,0.11
2020-09-14,0.11
2020-12-14,0.11
2021-03-12,0.11
2021-06-14,0.11
