Date,Dividends
1985-02-25,0.03938
1985-05-24,0.03938
1985-08-26,0.03938
1985-11-26,0.06038
1986-02-24,0.06038
1986-05-23,0.06038
1986-08-25,0.06038
1986-12-01,0.08925
1987-02-24,0.00123
1987-06-01,0.00123
1987-08-25,0.00123
1987-12-01,0.00184
1988-02-23,0.00184
1988-05-31,0.00184
1988-08-26,0.00184
1988-12-01,0.00272
1989-02-22,0.00272
1989-05-24,0.0034
1989-08-28,0.0034
1989-12-01,0.00442
1990-02-21,0.00442
1990-05-30,0.00442
1990-08-28,0.00442
1990-12-03,0.00681
1991-02-20,0.00681
1991-05-29,0.00681
1991-08-27,0.00681
1991-12-02,0.00851
1992-02-20,0.00851
1992-05-29,0.00851
1992-08-28,0.00851
1992-12-01,0.01021
1993-02-22,0.01021
1993-06-02,0.01021
1993-08-27,0.01021
1993-12-01,0.01191
1994-02-17,0.01191
1994-06-02,0.01191
1994-08-29,0.01191
1994-11-30,0.01259
1995-02-16,0.01259
1995-06-02,0.01259
1995-08-31,0.01259
1995-12-04,0.01362
1996-02-22,0.01362
1996-06-04,0.01362
1996-09-03,0.01362
1996-12-03,0.01498
1997-02-24,0.01498
1997-06-04,0.01498
1997-09-03,0.01498
1997-12-03,0.01668
1998-02-25,0.01668
1998-06-03,0.01668
1998-09-02,0.01668
1998-12-02,0.01787
1999-02-24,0.01787
1999-06-02,0.01787
1999-09-01,0.01787
1999-12-01,0.01906
2000-03-01,0.01906
2000-05-31,0.01906
2000-08-30,0.01906
2000-11-29,0.02085
2001-02-28,0.02085
2001-05-30,0.02085
2001-09-05,0.1749
2001-12-05,0.02383
2002-02-27,0.02383
2002-06-05,0.02383
2002-09-04,0.02383
2002-12-04,0.02978
2003-03-05,0.02978
2003-06-04,0.06076
2003-09-03,0.06076
2003-12-03,0.06076
2004-03-03,0.06076
2004-06-02,0.06791
2004-09-01,0.06791
2004-12-01,0.06791
2005-03-02,0.06791
2005-06-01,0.07863
2005-08-31,0.07863
2005-11-30,0.07863
2006-03-01,0.07863
2006-05-31,0.08935
2006-08-30,0.08935
2006-11-29,0.08935
2007-02-28,0.08935
2011-06-01,0.03574
2011-08-31,0.03574
2011-11-30,0.03574
2012-02-29,0.04467
2012-05-30,0.04467
2012-09-05,0.04467
2012-12-05,0.04467
2013-02-27,0.05361
2013-06-05,0.05361
2013-09-04,0.05361
2013-12-04,0.05361
2014-03-05,0.05361
2019-03-04,0.03
2019-06-06,0.03
2019-09-05,0.03
2019-12-05,0.03
2020-03-05,0.03
2020-06-04,0.03
2020-09-03,0.03
2020-12-03,0.03
2021-03-04,0.03
2021-06-03,0.03
