Date,Dividends
2003-03-06,0.028
2003-06-06,0.028
2003-09-08,0.028
2003-12-08,0.042
2004-03-08,0.052
2004-06-08,0.052
2004-09-08,0.052
2004-12-08,0.052
2005-03-08,0.092
2005-06-08,0.092
2005-09-07,0.092
2005-12-07,0.092
2006-03-08,0.126
2006-06-07,0.126
2006-09-06,0.126
2006-12-06,0.126
2007-03-07,0.172
2007-06-06,0.172
2007-09-06,0.172
2007-12-06,0.172
2008-03-06,0.23
2008-06-06,0.23
2008-09-08,0.23
2008-09-23,1.0
2008-12-08,0.23
2009-03-06,0.23
2009-06-08,0.23
2009-09-08,0.23
2009-12-08,0.23
2010-03-08,0.23
2010-06-08,0.23
2010-09-08,0.23
2010-12-08,0.23
2011-03-08,0.28
2011-06-16,0.28
2011-09-07,0.28
2011-12-15,0.28
2012-03-07,1.046
2012-06-06,0.446
2012-09-06,0.45
2012-12-06,0.45
2012-12-13,1.3
2013-03-06,0.45
2013-06-06,0.45
2013-09-06,0.45
2013-12-06,0.45
2013-12-24,2.6
2014-03-06,0.47
2014-06-06,0.47
2014-09-08,0.47
2014-12-08,0.47
2014-12-24,2.0
2015-03-06,0.5
2015-06-08,0.5
2015-09-08,0.5
2015-12-08,0.5
2015-12-23,2.9
2016-03-08,0.6
2016-06-08,0.6
2016-09-07,0.6
2016-12-07,0.6
2016-12-23,3.25
2017-03-08,0.66
2017-06-07,0.66
2017-09-07,0.66
2017-12-07,0.66
2017-12-27,3.5
2018-03-08,0.7
2018-06-07,0.7
2018-09-07,0.7
2018-12-07,0.7
2018-12-27,1.75
2019-03-07,0.75
2019-06-07,0.75
2019-09-09,0.75
2019-12-09,0.75
2019-12-26,2.5
2020-03-09,0.85
2020-06-09,0.85
2020-09-09,0.85
2020-12-09,0.85
2020-12-24,2.5
2021-03-09,0.9
2021-06-09,0.9
