Date,Dividends
2007-06-15,0.04567
2007-12-21,0.00667
2008-06-20,0.22367
2008-12-19,0.00233
2009-03-20,0.05
2009-12-18,0.00067
2012-12-21,0.06567
2013-03-15,0.01467
2013-06-21,0.01733
2013-09-20,0.029
2013-12-20,0.01267
2014-03-21,0.111
2014-06-20,0.20533
2014-09-19,0.18767
2014-12-19,0.16367
2015-03-20,0.08167
2015-06-19,0.146
2015-09-18,0.05
2015-12-18,0.149
2016-03-18,0.058
2016-06-17,0.046
2016-09-16,0.031
2016-12-16,0.018
2017-03-17,0.02
2017-06-16,0.11
2017-09-15,0.037
2017-12-15,0.035
2018-03-16,0.059
2018-06-15,0.058
2018-09-21,0.073
2018-12-21,0.012
2019-09-20,0.003
2020-06-22,0.017
2020-09-21,0.089
2020-12-21,0.176
2021-03-22,0.04
