,info
exchange,PCX
shortName,ARK Innovation ETF
longName,ARK ETF Trust - ARK Innovation ETF
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,ETF
symbol,ARKK
messageBoardId,finmb_268203659
market,us_market
err,"{'elapsedTime': 13, 'headers': {'server': 'envoy', 'x-envoy-upstream-service-time': '5', 'via': 'https/1.1 media-router-api7044.prod.media.gq1.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'x-request-id': '5b1c6db2-feb4-4659-9de4-ee0c3fa0605e', 'date': 'Sun, 20 Feb 2022 01:04:59 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'expires': '-1', 'y-rid': 'fspmTFbx', 'content-length': '216', 'x-yahoo-request-id': 'fspmTFbx', 'age': '0'}, 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/ARKK?formatted=true&crumb=YBik%2Fn.TJAH&lang=en-US&region=US&modules=defaultKeyStatistics%2CassetProfile%2CtopHoldings%2CfundPerformance%2CfundProfile%2CesgScores&ssl=true', 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""No fundamentals data found for any of the summaryTypes=defaultKeyStatistics,assetProfile,topHoldings,fundPerformance,fundProfile,esgScores""}}}', 'responseXML': None, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found'}"
previousClose,68.18
regularMarketOpen,67.115
twoHundredDayAverage,107.96725
trailingAnnualDividendYield,
payoutRatio,
volume24Hr,
regularMarketDayHigh,67.66
navPrice,
averageDailyVolume10Day,22645790
totalAssets,
regularMarketPreviousClose,68.18
fiftyDayAverage,82.6474
trailingAnnualDividendRate,
open,67.115
toCurrency,
averageVolume10days,22645790
expireDate,
yield,
algorithm,
dividendRate,
exDividendDate,
beta,
circulatingSupply,
startDate,
regularMarketDayLow,63.99
priceHint,2
currency,USD
regularMarketVolume,26537444
lastMarket,
maxSupply,
openInterest,
marketCap,
volumeAllCurrencies,
strikePrice,
averageVolume,19896119
priceToSalesTrailing12Months,
dayLow,63.99
ask,64.07
ytdReturn,
askSize,1000
volume,26537444
fiftyTwoWeekHigh,150.93
forwardPE,
maxAge,1
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,63.99
bid,64.04
tradeable,False
dividendYield,
bidSize,3200
dayHigh,67.66
regularMarketPrice,64.8
preMarketPrice,
logo_url,
