,Open,High,Low,Close,Volume
2022-01-21 04:00:00-05:00,99.78,99.8,99.68,99.68,0
2022-01-21 05:00:00-05:00,99.65,99.65,99.28,99.64,0
2022-01-21 06:00:00-05:00,99.33,99.8,99.31,99.31,0
2022-01-21 07:00:00-05:00,99.51,99.65,98.41,98.85,0
2022-01-21 08:00:00-05:00,98.82,99.11,98.0,98.5,0
2022-01-21 09:00:00-05:00,98.48,99.83,98.0804,98.4,0
2022-01-21 09:30:00-05:00,98.13999938964844,98.50499725341797,96.3499984741211,97.05999755859375,5903462
2022-01-21 10:30:00-05:00,97.05000305175781,99.5,97.0,99.5,3303298
2022-01-21 11:30:00-05:00,99.49500274658203,99.55999755859375,98.5199966430664,98.91670227050781,2484081
2022-01-21 12:30:00-05:00,98.88009643554688,99.29000091552734,98.47309875488281,98.6449966430664,1941061
2022-01-21 13:30:00-05:00,98.62999725341797,99.10900115966797,98.43000030517578,98.66000366210938,1147918
2022-01-21 14:30:00-05:00,98.66500091552734,98.91000366210938,97.76000213623047,97.84500122070312,2068585
2022-01-21 15:30:00-05:00,97.83999633789062,99.1500015258789,97.83000183105469,98.81999969482422,3268785
2022-01-21 16:00:00-05:00,98.89,98.9,98.64,98.85,0
2022-01-21 17:00:00-05:00,98.68,99.59,98.5,98.5,0
2022-01-21 18:00:00-05:00,98.5,98.92,98.29,98.49,0
2022-01-25 14:30:00-05:00,99.45500183105469,99.75,98.66999816894531,98.76000213623047,11764531
2022-01-25 15:30:00-05:00,98.75,99.29000091552734,98.66000366210938,99.08999633789062,747632
2022-01-25 16:00:00-05:00,99.04,99.04,99.04,99.04,0
2022-01-25 17:00:00-05:00,98.39,98.7,97.7,98.7,0
2022-01-25 18:00:00-05:00,98.76,99.48,98.75,99.48,0
2022-01-26 06:00:00-05:00,100.4,100.5,100.4,100.5,0
2022-01-26 07:00:00-05:00,100.39,100.5,100.35,100.4,0
2022-01-26 08:00:00-05:00,100.36,100.74,100.21,100.35,0
2022-01-26 09:00:00-05:00,100.57,100.57,100.0,100.04,0
2022-01-26 09:30:00-05:00,100.23999786376953,101.5,99.66999816894531,100.31999969482422,2944792
2022-01-26 10:30:00-05:00,100.18000030517578,101.30000305175781,99.91999816894531,101.05999755859375,1305616
2022-01-26 11:30:00-05:00,101.0,101.13999938964844,100.66999816894531,101.12999725341797,965807
2022-01-26 12:30:00-05:00,101.13999938964844,101.3499984741211,100.58000183105469,100.75700378417969,790886
2022-01-26 13:30:00-05:00,100.73999786376953,101.72000122070312,100.58000183105469,101.55999755859375,1235274
2022-01-26 14:30:00-05:00,101.2300033569336,101.62999725341797,99.05000305175781,99.58000183105469,2783137
2022-01-26 15:30:00-05:00,100.0999984741211,100.46499633789062,99.8499984741211,100.08999633789062,1806121
2022-01-26 16:00:00-05:00,100.17,100.71,99.72,100.01,0
2022-01-26 17:00:00-05:00,100.01,100.35,100.01,100.0301,0
2022-01-26 18:00:00-05:00,100.24,100.61,99.3501,99.3799,0
2022-01-27 05:00:00-05:00,100.25,100.25,100.25,100.25,0
2022-01-27 06:00:00-05:00,100.26,100.35,100.11,100.22,0
2022-01-27 07:00:00-05:00,100.24,100.94,100.03,100.5,0
2022-01-27 08:00:00-05:00,100.51,101.0,100.0,100.76,0
2022-01-27 09:00:00-05:00,101.0,101.0,100.7,100.9,0
2022-01-27 09:30:00-05:00,101.30999755859375,102.2249984741211,100.12000274658203,100.12000274658203,2012067
2022-01-27 10:30:00-05:00,100.12999725341797,101.38999938964844,99.9000015258789,100.36000061035156,1467274
