Open,High,Low,Close,Volume
33.899575203786505,34.188592060030786,33.138260935208876,33.97006607055664,3722800.0
33.99122332349431,34.62564933794813,32.77876077414662,34.273189544677734,5198100.0
33.95595989453528,34.907602521048815,33.71628992458403,34.5198974609375,3349600.0
34.42827224731445,34.90761777478592,33.8995825645787,34.42827224731445,3915500.0
,,,,
34.59718016742332,35.449677948656536,34.16382697054552,34.66822052001953,9569300.0
34.6326806628594,35.854593545245855,34.043035773331084,35.25074005126953,4081100.0
35.25075372698526,36.31637508387128,34.831609218209486,35.605960845947266,5689200.0
,,,,
35.91518525715357,36.371975733765055,34.47343861366979,35.22999954223633,11866700.0
35.40843791077424,36.43621661140151,34.616190637865444,34.915958404541016,8051200.0
34.46630339359758,35.294236835706435,33.10306808660748,34.344966888427734,17042400.0
,,,,
34.41678574901275,34.69671328232262,33.18223074256668,33.84257507324219,22313000.0
33.59135303007516,34.8546191423743,33.37602438808506,34.15121078491211,17941700.0
34.438330375580286,34.603415834049166,32.65827526133128,32.931026458740234,17049800.0
,,,,
33.55726363159034,34.36351000599892,30.070795294587978,30.2451171875,20496000.0
30.223329133735007,34.25455843373962,29.0103269980642,32.39510726928711,47026000.0
32.453211884951465,35.598295638900964,31.15304898009274,31.9810848236084,21773500.0
,,,,
32.28118435286033,33.924962057596204,29.04499402236344,30.894243240356445,37721000.0
30.901577044793953,30.901577044793953,26.520611715771334,29.397226333618164,50409100.0
29.081680630115958,30.76948889302112,26.784792187483923,27.21041488647461,32474800.0
,,,,
28.029114329639846,30.49916961633482,22.780243972694528,29.166242599487305,72710000.0
29.241546060648634,29.90424188876178,25.415970461211938,25.792503356933594,56161400.0
25.72473372256387,28.92526413267097,23.78182355458852,26.462738037109375,83485900.0
26.922109322597077,28.164669363496767,24.391807119635466,25.928062438964844,74045700.0
25.9506575295043,27.667650218276126,24.324034842528366,24.866243362426758,49393900.0
24.873767652938078,24.881299921234305,19.956247870527193,20.05414581298828,100037500.0
,,,,
19.874337918707617,24.16883100172192,16.443287415518764,22.926685333251953,158091100.0
23.20692239360054,26.569807319764173,22.55555413130453,24.312734603881836,94207600.0
24.78989252745412,40.96808155656371,24.191542671558967,26.887907028198242,173234300.0
,,,,
27.446805336694574,29.401837669449655,19.015733681906116,25.125207901000977,109180300.0
25.02592307547221,26.117991343257433,17.488361943123124,22.65086555480957,73826200.0
22.42939828241623,22.536313569443575,18.87062973057252,22.269023895263672,58607700.0
,,,,
22.797671874761527,22.883465848763983,15.177649016720618,16.175973892211914,66986200.0
15.949791302843746,17.876244706090894,12.814428664869418,14.194924354553223,81577500.0
13.812752343332455,16.425554602587255,11.246747608209393,14.990463256835938,106223500.0
,,,,
15.081694944046172,18.017744823244804,14.672379268826303,16.419841766357422,92769900.0
16.467076346462797,18.852126655012576,14.940014358413094,15.735031127929688,109632100.0
15.971173050963325,16.474945379369867,13.932467345073142,14.357524871826172,111130900.0
,,,,
14.549494426150007,16.594031096168663,13.661942932359636,16.49893569946289,121581100.0
16.64157798545485,18.852531214751927,16.245349938182112,16.80006980895996,95778800.0
16.625727407057994,18.218564233686042,15.785724425317863,16.89516258239746,85547700.0
,,,,
16.948707707733796,17.506230058125563,16.024812138165426,16.20003318786621,121972600.0
16.279671838989994,17.044274072483343,15.49117521602638,16.749584197998047,76877100.0
16.813307539762647,18.119504285662362,16.550475230669893,17.72127342224121,59673200.0
,,,,
17.900977398795856,20.127625125436563,17.565782937318495,19.20983123779297,116216700.0
19.345503700650173,19.960027085378833,17.86107098486934,19.576948165893555,88556800.0
19.576947764415944,21.803595270203527,19.41733079012696,20.925704956054688,66511900.0
,,,,
21.133382100747045,23.84710156160572,20.82118489470188,22.35015296936035,102483800.0
22.582297103283366,23.614951654271295,17.699206626758,20.180776596069336,94451800.0
20.01267160148722,20.40491978165489,18.427668377092395,18.48370361328125,53817200.0
,,,,
18.49672933317956,20.24033937948828,17.829818662890112,19.0993595123291,57817700.0
19.420757089028697,19.7180552437166,16.712938823328056,16.970062255859375,73758000.0
17.25128488387481,18.753842789902986,17.130759209235933,18.408334732055664,44922900.0
,,,,
18.6488615723448,19.37512586736244,18.124335905629803,18.293798446655273,59620600.0
18.309939582139197,19.7947474636746,17.55946584929022,18.17275619506836,56020000.0
18.48746234969421,21.804070033987916,18.463252983979768,21.34410285949707,58886900.0
,,,,
21.724727454869804,22.307942610161827,20.582599835742815,21.165813446044922,68491100.0
21.271129381476477,22.129750310183013,20.922820468843316,21.627538681030273,43681800.0
21.62753973207408,21.983947503957562,20.493510227927466,21.570837020874023,50142400.0
,,,,
21.749638047002183,22.302113215344402,20.904675660208103,21.725263595581055,30837700.0
21.733386690964426,21.79838367328784,20.392822962012566,21.03466796875,40053000.0
20.969666831574692,21.002166091122266,19.36099067556958,20.677181243896484,57209300.0
,,,,
20.735110194679827,21.420298852240098,19.894937980907585,20.213062286376953,44850400.0
20.47408691292255,20.506714130350254,15.881691317839753,17.994356155395508,105986100.0
17.99435547563359,18.181967803101344,15.172032040517948,15.751178741455078,64258600.0
,,,,
15.684536724648146,20.155284812922385,15.020075650968206,19.244728088378906,75857400.0
18.54746500561387,19.950213670926498,17.456437744380036,19.359582901000977,45167600.0
19.277544388245857,20.43419692636955,18.621288183862983,20.024036407470703,51318800.0
,,,,
20.633427833678308,22.053007101921356,20.31980042325687,21.301950454711914,83574600.0
21.40924615637169,22.696771672275933,21.40924615637169,22.193315505981445,56598400.0
22.267598392134936,24.231901907955134,21.351475124765482,23.497350692749023,62834500.0
,,,,
