Open,High,Low,Close,Volume
13.3,13.3,13.3,13.3,0
13.329999923706055,13.329999923706055,13.270000457763672,13.270000457763672,2093
13.369999885559082,13.420000076293945,13.369999885559082,13.420000076293945,701
13.420000076293945,13.539999961853027,13.420000076293945,13.529999732971191,1297
13.529999732971191,13.529999732971191,13.510000228881836,13.510000228881836,463
13.545000076293945,13.545000076293945,13.40999984741211,13.444999694824219,3033
13.420000076293945,13.420000076293945,13.420000076293945,13.420000076293945,452
13.430000305175781,13.430000305175781,13.430000305175781,13.430000305175781,618
13.46500015258789,13.46500015258789,13.46500015258789,13.46500015258789,14
13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,200
13.4399995803833,13.4399995803833,13.40999984741211,13.430000305175781,1623
13.4350004196167,13.4350004196167,13.4350004196167,13.4350004196167,114
13.414999961853027,13.4399995803833,13.414999961853027,13.4399995803833,1101
13.40999984741211,13.40999984741211,13.380000114440918,13.399999618530273,1477
13.369999885559082,13.390000343322754,13.350000381469727,13.390000343322754,2225
13.359999656677246,13.359999656677246,13.350000381469727,13.350000381469727,418
13.369999885559082,13.399999618530273,13.369999885559082,13.390000343322754,943
13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,244
13.40999984741211,13.470000267028809,13.40999984741211,13.470000267028809,1602
13.470000267028809,13.470000267028809,13.449999809265137,13.470000267028809,513
13.454999923706055,13.454999923706055,13.430000305175781,13.430000305175781,3090
13.475000381469727,13.475000381469727,13.475000381469727,13.475000381469727,108
13.460000038146973,13.460000038146973,13.460000038146973,13.460000038146973,1288
13.40999984741211,13.414999961853027,13.399999618530273,13.399999618530273,685
13.40999984741211,13.40999984741211,13.40999984741211,13.40999984741211,600
13.390000343322754,13.390000343322754,13.390000343322754,13.390000343322754,130
13.40999984741211,13.40999984741211,13.40999984741211,13.40999984741211,739
13.420000076293945,13.460000038146973,13.420000076293945,13.460000038146973,1127
13.460000038146973,13.470000267028809,13.454999923706055,13.470000267028809,850
13.470000267028809,13.470000267028809,13.470000267028809,13.470000267028809,253
13.460000038146973,13.460000038146973,13.460000038146973,13.460000038146973,1052
13.460000038146973,13.460000038146973,13.420000076293945,13.420000076293945,1432
