Open,High,Low,Close,Volume
126.0,126.0,126.0,126.0,0
125.8,125.8,125.8,125.8,0
124.45,124.51,124.45,124.51,0
123.86,123.87,123.86,123.86,0
123.7300033569336,123.7300033569336,121.80000305175781,122.57499694824219,16379
122.55000305175781,123.91999816894531,121.76000213623047,123.91999816894531,4352
124.69000244140625,124.69000244140625,123.30999755859375,124.22000122070312,12434
124.69999694824219,125.16000366210938,124.20999908447266,125.16000366210938,3887
125.62999725341797,125.62999725341797,124.47000122070312,124.47000122070312,13224
124.7249984741211,125.0,124.68000030517578,125.0,1679
124.92350006103516,124.9800033569336,124.92350006103516,124.9800033569336,785
125.30000305175781,125.5999984741211,125.30000305175781,125.5999984741211,2230
125.75,125.8499984741211,125.55999755859375,125.57499694824219,8387
125.80999755859375,125.80999755859375,125.44999694824219,125.49500274658203,8044
125.37999725341797,126.11000061035156,125.25,125.9749984741211,6758
125.91500091552734,125.91500091552734,125.6500015258789,125.7699966430664,6818
125.69999694824219,125.94000244140625,125.66999816894531,125.66999816894531,6200
125.70999908447266,126.06680297851562,125.51000213623047,126.01000213623047,3136
125.88999938964844,126.11000061035156,125.7750015258789,126.11000061035156,1999
126.08999633789062,126.08999633789062,125.56999969482422,126.08000183105469,3872
126.08000183105469,126.16999816894531,125.91999816894531,125.91999816894531,3121
125.80999755859375,125.80999755859375,125.6500015258789,125.69000244140625,7231
125.66000366210938,126.08000183105469,125.57499694824219,126.08000183105469,4396
126.125,126.125,124.80999755859375,124.91899871826172,8273
124.98500061035156,125.08999633789062,124.80000305175781,124.86499786376953,1761
125.04000091552734,125.19999694824219,125.04000091552734,125.19999694824219,1614
125.16999816894531,125.16999816894531,125.11000061035156,125.11000061035156,753
125.11000061035156,125.23999786376953,124.94999694824219,125.12999725341797,1581
124.91999816894531,125.44000244140625,124.83999633789062,125.43990325927734,3530
125.44999694824219,125.97000122070312,125.44999694824219,125.97000122070312,1612
125.97000122070312,126.16000366210938,125.83999633789062,126.16000366210938,1608
125.93000030517578,126.41000366210938,125.93000030517578,126.05999755859375,1564
126.2699966430664,126.44989776611328,126.26000213623047,126.44989776611328,532
126.44999694824219,126.5999984741211,126.41000366210938,126.41000366210938,3003
126.55999755859375,126.55999755859375,126.20999908447266,126.20999908447266,1309
126.25990295410156,126.25990295410156,126.16999816894531,126.23999786376953,1995
126.66000366210938,126.77989959716797,126.52510070800781,126.77989959716797,1493
126.58999633789062,126.70999908447266,126.41000366210938,126.70999908447266,1920
126.7698974609375,126.7698974609375,126.5199966430664,126.5199966430664,463
126.5199966430664,126.7499008178711,126.3499984741211,126.3499984741211,1109
126.25,126.25,126.22000122070312,126.22000122070312,1099
126.0199966430664,126.02999877929688,125.87000274658203,125.87000274658203,1774
125.9800033569336,126.3499984741211,125.97989654541016,126.3499984741211,1517
126.64990234375,126.64990234375,126.08000183105469,126.2300033569336,2608
126.22000122070312,126.28990173339844,126.06999969482422,126.08000183105469,989
125.76000213623047,125.9800033569336,125.56999969482422,125.56999969482422,2840
125.52999877929688,125.57990264892578,125.5,125.5,968
125.43000030517578,125.54000091552734,125.40499877929688,125.48999786376953,957
125.48999786376953,125.90989685058594,125.38500213623047,125.90989685058594,5465
125.6500015258789,125.80000305175781,125.6500015258789,125.80000305175781,777
125.72000122070312,125.72000122070312,125.5999984741211,125.6500015258789,1434
125.6500015258789,125.97000122070312,125.6500015258789,125.75,6048
125.68000030517578,125.68000030517578,125.44999694824219,125.55000305175781,1354
125.55000305175781,125.55000305175781,125.2699966430664,125.41000366210938,3252
125.41000366210938,125.43000030517578,125.29669952392578,125.29669952392578,1822
125.54000091552734,125.55000305175781,125.50959777832031,125.50959777832031,1389
125.38269805908203,125.38269805908203,125.38269805908203,125.38269805908203,832
125.58000183105469,125.7699966430664,125.58000183105469,125.7300033569336,1892
125.91000366210938,125.91000366210938,125.80999755859375,125.84500122070312,1155
125.9000015258789,126.08000183105469,125.9000015258789,126.06999969482422,1119
126.06999969482422,126.06999969482422,125.94999694824219,125.94999694824219,1518
126.22000122070312,126.28500366210938,126.22000122070312,126.28500366210938,920
126.11000061035156,126.13999938964844,126.05999755859375,126.05999755859375,1397
125.87999725341797,125.95999908447266,125.87999725341797,125.95999908447266,1034
125.98999786376953,126.12999725341797,125.88999938964844,125.88999938964844,2421
126.2699966430664,126.2699966430664,126.2699966430664,126.2699966430664,366
126.13999938964844,126.31999969482422,126.13999938964844,126.23999786376953,1743
126.38999938964844,126.38999938964844,126.38999938964844,126.38999938964844,441
126.41999816894531,126.44000244140625,126.41999816894531,126.44000244140625,638
126.44000244140625,126.44000244140625,126.37000274658203,126.37999725341797,1462
126.25,126.33000183105469,126.23999786376953,126.25,2980
125.91000366210938,125.93000030517578,125.91000366210938,125.93000030517578,1466
126.0199966430664,126.02999877929688,125.83999633789062,125.9800033569336,1927
125.87000274658203,125.87000274658203,125.45999908447266,125.45999908447266,2341
125.4800033569336,125.4800033569336,125.33999633789062,125.43000030517578,2100
125.45999908447266,125.45999908447266,125.25,125.30999755859375,2643
125.2300033569336,125.2300033569336,125.02999877929688,125.20999908447266,4404
125.02999877929688,125.12000274658203,124.77999877929688,125.02999877929688,3570
125.0,125.01000213623047,124.91000366210938,124.91000366210938,4434
124.91999816894531,125.20999908447266,124.88999938964844,125.20999908447266,7803
125.20999908447266,125.41999816894531,124.91000366210938,125.0,9173
124.9800033569336,125.26000213623047,124.9000015258789,125.0999984741211,29393
125.1,125.1,125.1,125.1,0
125.1,125.1,125.1,125.1,0
125.1,125.1,125.1,125.1,0
