Datetime,Open,High,Low,Close,Volume
2022-01-21 04:45:00-05:00,3.42,3.42,3.42,3.42,0
2022-01-21 05:45:00-05:00,3.46,3.46,3.46,3.46,0
2022-01-21 06:30:00-05:00,3.36,3.36,3.36,3.36,0
2022-01-21 07:00:00-05:00,3.5,3.5,3.5,3.5,0
2022-01-21 07:15:00-05:00,3.47,3.5,3.47,3.5,0
2022-01-21 08:00:00-05:00,3.48,3.48,3.46,3.46,0
2022-01-21 08:15:00-05:00,3.46,3.51,3.46,3.51,0
2022-01-21 08:45:00-05:00,3.4601,3.4601,3.46,3.46,0
2022-01-21 09:00:00-05:00,3.46,3.46,3.46,3.46,0
2022-01-21 09:30:00-05:00,3.390000104904175,3.5199999809265137,3.369999885559082,3.390000104904175,71365
2022-01-21 09:45:00-05:00,3.380000114440918,3.4100000858306885,3.3399999141693115,3.369999885559082,37764
2022-01-21 10:00:00-05:00,3.367500066757202,3.390000104904175,3.259999990463257,3.2699999809265137,37301
2022-01-21 10:15:00-05:00,3.259999990463257,3.2999000549316406,3.2249999046325684,3.2799999713897705,69889
2022-01-21 10:30:00-05:00,3.2699999809265137,3.319999933242798,3.2300000190734863,3.25,96620
2022-01-21 10:45:00-05:00,3.25,3.3099000453948975,3.2300000190734863,3.279900074005127,49684
2022-01-21 11:00:00-05:00,3.2701001167297363,3.319999933242798,3.2511000633239746,3.2699999809265137,46494
2022-01-21 11:15:00-05:00,3.2699999809265137,3.3499999046325684,3.26990008354187,3.3499999046325684,29692
2022-01-21 11:30:00-05:00,3.3399999141693115,3.3499999046325684,3.2899999618530273,3.2985999584198,33567
2022-01-21 11:45:00-05:00,3.291300058364868,3.319999933242798,3.2750000953674316,3.319999933242798,33563
2022-01-21 12:00:00-05:00,3.319999933242798,3.3499999046325684,3.309999942779541,3.319999933242798,14768
2022-01-21 12:15:00-05:00,3.319999933242798,3.319999933242798,3.2799999713897705,3.2799999713897705,20991
2022-01-21 12:30:00-05:00,3.2799999713897705,3.3099000453948975,3.2799999713897705,3.2850000858306885,23633
2022-01-21 12:45:00-05:00,3.289900064468384,3.289900064468384,3.2399001121520996,3.240000009536743,34400
2022-01-21 13:00:00-05:00,3.25,3.259500026702881,3.2100000381469727,3.238800048828125,61190
2022-01-21 13:15:00-05:00,3.240000009536743,3.255000114440918,3.2200000286102295,3.2300000190734863,62905
2022-01-21 13:30:00-05:00,3.2200000286102295,3.259999990463257,3.2100000381469727,3.25,31351
2022-01-21 13:45:00-05:00,3.2300000190734863,3.240000009536743,3.2100000381469727,3.2100000381469727,28804
2022-01-21 14:00:00-05:00,3.2200000286102295,3.240000009536743,3.200000047683716,3.200000047683716,30043
2022-01-21 14:15:00-05:00,3.200000047683716,3.2298998832702637,3.190000057220459,3.190000057220459,46766
2022-01-21 14:30:00-05:00,3.190000057220459,3.228100061416626,3.184999942779541,3.2049999237060547,19465
2022-01-21 14:45:00-05:00,3.2100000381469727,3.2249999046325684,3.1700000762939453,3.1700000762939453,45673
2022-01-21 15:00:00-05:00,3.174999952316284,3.200000047683716,3.1600000858306885,3.180000066757202,50600
2022-01-21 15:15:00-05:00,3.190000057220459,3.2100000381469727,3.180000066757202,3.180000066757202,35260
2022-01-21 15:30:00-05:00,3.184999942779541,3.2300000190734863,3.183300018310547,3.2249999046325684,50474
2022-01-21 15:45:00-05:00,3.2300000190734863,3.2300000190734863,3.180000066757202,3.190000057220459,98339
2022-01-21 16:00:00-05:00,3.19,3.19,3.17,3.18,0
2022-01-21 16:15:00-05:00,3.18,3.18,3.18,3.18,0
2022-01-21 16:30:00-05:00,3.18,3.18,3.18,3.18,0
2022-01-21 16:45:00-05:00,3.18,3.2,3.18,3.18,0
2022-01-21 17:00:00-05:00,3.1801,3.1801,3.1801,3.1801,0
2022-01-21 17:15:00-05:00,3.18,3.24,3.18,3.24,0
2022-01-21 18:00:00-05:00,3.16,3.2,3.16,3.2,0
2022-01-21 18:30:00-05:00,3.16,3.2,3.16,3.2,0
2022-01-25 14:45:00-05:00,3.131500005722046,3.1449999809265137,3.131500005722046,3.140000104904175,551727
2022-01-25 15:00:00-05:00,3.1201999187469482,3.1201999187469482,3.0999999046325684,3.109999895095825,49454
2022-01-25 15:15:00-05:00,3.109999895095825,3.125,3.059999942779541,3.069999933242798,39645
2022-01-25 15:30:00-05:00,3.069999933242798,3.075000047683716,3.0299999713897705,3.055000066757202,130550
2022-01-25 16:00:00-05:00,3.06,3.06,3.06,3.06,174237
2022-01-25 17:15:00-05:00,3.02,3.02,3.02,3.02,0
2022-01-26 07:45:00-05:00,3.25,3.25,3.25,3.25,0
2022-01-26 08:00:00-05:00,3.29,3.2999,3.0,3.0,0
2022-01-26 08:45:00-05:00,3.2,3.2,3.19,3.19,0
2022-01-26 09:00:00-05:00,3.2,3.2,3.2,3.2,0
2022-01-26 09:30:00-05:00,3.240000009536743,3.2899999618530273,3.1700000762939453,3.1700000762939453,96296
2022-01-26 09:45:00-05:00,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,21272
2022-01-26 10:00:00-05:00,3.2300000190734863,3.25,3.2200000286102295,3.2200000286102295,55574
2022-01-26 10:15:00-05:00,3.259999990463257,3.259999990463257,3.25,3.25,15722
2022-01-26 10:30:00-05:00,3.240000009536743,3.244999885559082,3.1700000762939453,3.1700000762939453,49893
2022-01-26 10:45:00-05:00,3.1600000858306885,3.1600000858306885,3.1500000953674316,3.1500000953674316,10623
2022-01-26 11:00:00-05:00,3.1700000762939453,3.180000066757202,3.1600000858306885,3.180000066757202,37737
2022-01-26 11:15:00-05:00,3.194999933242798,3.194999933242798,3.194999933242798,3.194999933242798,8310
2022-01-26 11:30:00-05:00,3.200000047683716,3.2200000286102295,3.190000057220459,3.2200000286102295,315323
2022-01-26 11:45:00-05:00,3.2049999237060547,3.2149999141693115,3.2049999237060547,3.2149999141693115,9741
2022-01-26 12:00:00-05:00,3.234999895095825,3.25,3.2249999046325684,3.240000009536743,359971
2022-01-26 12:15:00-05:00,3.240000009536743,3.240000009536743,3.2100000381469727,3.229300022125244,35314
2022-01-26 12:30:00-05:00,3.2298998832702637,3.240000009536743,3.2200000286102295,3.2300000190734863,12629
2022-01-26 12:45:00-05:00,3.259999990463257,3.2699999809265137,3.255000114440918,3.259999990463257,53538
2022-01-26 13:00:00-05:00,3.25,3.2572999000549316,3.244999885559082,3.255000114440918,13806
2022-01-26 13:15:00-05:00,3.251300096511841,3.259999990463257,3.2414000034332275,3.244999885559082,9756
2022-01-26 13:30:00-05:00,3.244999885559082,3.244999885559082,3.2100000381469727,3.2100000381469727,21879
2022-01-26 13:45:00-05:00,3.2249999046325684,3.234999895095825,3.2149999141693115,3.2300000190734863,16973
2022-01-26 14:00:00-05:00,3.2699999809265137,3.2699999809265137,3.25,3.25,40854
2022-01-26 14:15:00-05:00,3.190000057220459,3.2300000190734863,3.190000057220459,3.2249999046325684,33385
2022-01-26 14:30:00-05:00,3.2100000381469727,3.2100000381469727,3.160399913787842,3.180000066757202,652633
