Date,Open,High,Low,Close,Volume
2005-05-03,16.964289468539597,18.773449834865,16.827920927825435,18.22797393798828,3273400
2005-05-04,19.064374574710712,20.000775125277922,18.40980437667627,19.63712501525879,1263600
2005-05-05,21.319006332249796,21.319006332249796,20.082594362926084,20.582612991333008,865100
2005-05-06,20.964448350333754,21.137182802850532,19.591667667743582,19.63712501525879,460300
2005-05-09,19.728050775421693,19.728050775421693,18.6370980035561,18.8825626373291,220900
2005-05-10,18.63708478506251,19.828039473606648,18.364347652547803,19.273473739624023,244200
2005-05-11,19.437116188401795,20.31896965752149,19.146196099875073,19.86440658569336,169200
2005-05-12,20.000773564879076,20.364423646527346,19.773492047096358,19.909860610961914,124900
2005-05-13,20.318973124873192,20.318973124873192,19.682584022108347,19.964412689208984,96000
2005-05-16,20.218966557364837,20.218966557364837,19.664399018354008,19.982593536376953,73800
2005-05-17,19.882592865076962,20.000778520638857,19.100743695292604,19.364389419555664,227000
2005-05-18,19.009823302325504,20.27350780640872,18.84618035537542,20.064409255981445,272000
2005-05-19,19.155291511113294,20.85535851255428,19.155291511113294,20.591711044311523,230500
2005-05-20,20.49170427876015,21.309917467971452,20.409882786436967,21.00081443786621,379100
2005-05-23,21.31900532168778,21.31900532168778,20.72807203646512,21.209909439086914,122300
2005-05-24,21.500831550021097,21.63720011588187,20.455336899727968,20.964447021484375,168800
2005-05-25,19.782584414168376,20.455337529270828,19.27347427674336,20.1462345123291,240600
2005-05-26,20.000779038789506,20.84626679378167,19.45530290001835,20.464433670043945,102300
2005-05-27,20.76443126876283,20.76443126876283,19.791667040551683,20.028039932250977,25500
2005-05-31,19.709859641117106,20.073509836078124,19.091653442672925,19.955324172973633,108500
2005-06-01,19.755312587634354,21.082637786865234,19.755312587634354,21.082637786865234,124000
2005-06-02,20.609895611453236,22.700885643332814,20.591712667240472,22.26450538635254,191000
2005-06-03,22.3735943508785,23.591823489463167,21.791752455392093,23.44636344909668,166200
2005-06-06,23.382722759970658,24.082750275896366,23.073619746029966,23.85546875,123300
2005-06-07,23.973656627050296,25.673721506049347,23.637279198563277,25.346435546875,276900
2005-06-08,25.491895990427334,25.582807210764873,24.828232637428794,25.228248596191406,426900
2005-06-09,24.910061070798957,25.264621518285885,24.24639926671395,24.891878128051758,112000
2005-06-10,24.910060903195564,25.246438405672034,24.13730318184761,24.45549774169922,88400
2005-06-13,24.728232313160106,25.02824387741885,24.191847738573184,24.428220748901367,87300
2005-06-14,24.773687397349963,25.00096893310547,24.455492900488156,25.00096893310547,37500
2005-06-15,24.62823548334588,26.128293767720326,24.62823548334588,25.62827491760254,213000
2005-06-16,25.782822695896147,26.182837023636843,25.091886492497455,26.001012802124023,59300
2005-06-17,26.237378978028943,26.90104059405026,26.010097460156953,26.0919189453125,154500
2005-06-20,26.13737952499052,26.273748114838508,25.310074781355958,25.46462631225586,58500
2005-06-21,25.71008604047411,25.71917750931194,24.637316993895503,25.228248596191406,154700
2005-06-22,24.819149786447728,24.891879828383757,24.137304993039592,24.537321090698242,86200
2005-06-23,24.2645746518298,25.619172252207203,24.137295826263514,25.1373348236084,40600
2005-06-24,24.86460089072853,25.40098546531545,24.310033376727002,24.428220748901367,368400
2005-06-27,24.23730731707588,24.937334992841933,22.973622299435966,24.6373233795166,94100
2005-06-28,24.54641339631457,25.546452807413075,24.300948846186376,25.51917839050293,41500
2005-06-29,25.519174131761538,26.001011679303577,24.946425344399387,24.955516815185547,64100
2005-06-30,25.200980998329598,25.910100153082517,25.200980998329598,25.59190559387207,39200
2005-07-01,25.719181719378785,25.719181719378785,24.87369405328382,25.27370834350586,31200
2005-07-05,25.08279502131869,26.028285481639493,25.073703550139925,26.001012802124023,64600
2005-07-06,25.855545226508486,26.364655326599898,25.47371221793485,25.83736228942871,33300
2005-07-07,25.410085114606225,26.45558019120621,25.319172122288595,25.819190979003906,21300
2005-07-08,25.855545915666923,26.319200419437554,25.464621428133626,26.17374038696289,49200
2005-07-11,26.282841046820874,26.364662552083487,25.491902141310018,25.873733520507812,61700
2005-07-12,25.719176566157834,25.85554512568372,24.68277169891642,25.69190216064453,40900
2005-07-13,25.619180118851343,25.901008794107497,25.455537102889433,25.88282585144043,16900
2005-07-14,25.62827308134519,25.837371732120154,25.29189555851598,25.546451568603516,65300
2005-07-15,25.35553412753262,25.62827308134519,25.328261445966035,25.546451568603516,66700
2005-07-18,25.63735397173587,25.63735397173587,25.246429513101322,25.473711013793945,43300
2005-07-19,25.610085112810484,25.63735952304667,24.228212873214815,25.264617919921875,70800
2005-07-20,25.00096577498295,25.137334332406073,24.355487127304038,24.71913719177246,32900
2005-07-21,24.800963801147148,24.800963801147148,23.828197293276453,23.84638023376465,25300
2005-07-22,23.7372871197757,24.537317462785225,23.646374147292164,24.519134521484375,75800
2005-07-25,24.610047119569575,24.76459865023414,23.955476848883546,24.555500030517578,37800
2005-07-26,24.764603109124923,25.091889170406457,24.46459146429052,25.037342071533203,37600
2005-07-27,24.855513061292076,25.04642875104475,23.9554782366992,24.51004409790039,50400
2005-07-28,24.355495189176285,24.891878128051758,24.18276070111962,24.891878128051758,32400
2005-07-29,24.72823303272288,25.037336075683463,24.43731119568541,24.664592742919922,22300
2005-08-01,24.582772821118848,25.546446089591466,24.546406941468273,24.910057067871094,99400
2005-08-02,25.100975166615747,25.455533832974144,25.09188369645007,25.164613723754883,42400
2005-08-03,25.25552128502554,25.25552128502554,24.619132381822592,24.81913948059082,32800
2005-08-04,24.700953861777837,25.21915541214754,24.700953861777837,24.81913948059082,15700
