,Open,High,Low,Close,Volume
2022-01-21 04:00:00-05:00,1412.0,1412.0,1403.88,1403.88,0
2022-01-21 05:00:00-05:00,1404.24,1414.0,1404.24,1414.0,0
2022-01-21 07:00:00-05:00,1410.25,1410.25,1408.93,1408.93,0
2022-01-21 08:00:00-05:00,1408.01,1420.0,1400.0,1405.05,0
2022-01-21 09:00:00-05:00,1404.88,1420.0,1400.0,1407.5,0
2022-01-21 09:30:00-05:00,1410.0,1411.25,1383.8800048828125,1391.5799560546875,84979
2022-01-21 10:30:00-05:00,1392.2049560546875,1409.27001953125,1392.125,1402.6400146484375,94451
2022-01-21 11:30:00-05:00,1402.2950439453125,1402.300048828125,1386.3299560546875,1394.6400146484375,40348
2022-01-21 12:30:00-05:00,1394.550048828125,1398.9849853515625,1385.010009765625,1387.43505859375,46156
2022-01-21 13:30:00-05:00,1388.3299560546875,1392.4200439453125,1382.56005859375,1386.22998046875,53367
2022-01-21 14:30:00-05:00,1387.9300537109375,1390.489990234375,1370.0,1374.0400390625,70577
2022-01-21 15:30:00-05:00,1374.2099609375,1382.6800537109375,1369.9200439453125,1377.56005859375,127223
2022-01-21 16:00:00-05:00,1364.0,1380.0,1348.0,1374.26,0
2022-01-21 17:00:00-05:00,1373.0,1380.0,1366.0,1378.4,0
2022-01-21 18:00:00-05:00,1378.4,1378.4,1370.51,1371.0,0
2022-01-25 14:30:00-05:00,1384.510009765625,1389.0,1373.3800048828125,1374.5899658203125,331922
2022-01-25 15:30:00-05:00,1375.8800048828125,1379.8800048828125,1369.5799560546875,1379.1600341796875,24892
2022-01-25 16:00:00-05:00,1368.4,1368.4,1368.4,1368.4,92763
2022-01-25 17:00:00-05:00,1334.495,1366.99,1334.495,1366.99,0
2022-01-25 18:00:00-05:00,1357.0,1372.99,1357.0,1372.99,0
2022-01-26 07:00:00-05:00,1402.04,1405.01,1402.04,1405.01,0
2022-01-26 08:00:00-05:00,1405.01,1415.99,1404.1,1415.99,0
2022-01-26 09:00:00-05:00,1407.93,1422.75,1405.01,1412.0,0
2022-01-26 09:30:00-05:00,1408.4749755859375,1424.6199951171875,1404.0,1420.6199951171875,51791
2022-01-26 10:30:00-05:00,1407.720458984375,1408.0699462890625,1397.0543212890625,1408.0699462890625,33142
2022-01-26 11:30:00-05:00,1411.47998046875,1415.0899658203125,1411.1800537109375,1412.280029296875,25366
2022-01-26 12:30:00-05:00,1404.400146484375,1411.0,1404.400146484375,1407.300048828125,18543
2022-01-26 13:30:00-05:00,1402.3599853515625,1410.0899658203125,1393.3699951171875,1396.3900146484375,27372
2022-01-26 14:30:00-05:00,1384.3699951171875,1389.52001953125,1348.3599853515625,1348.3599853515625,53640
2022-01-26 16:00:00-05:00,1385.42,1385.42,1320.5,1353.8,0
2022-01-26 17:00:00-05:00,1351.0,1379.775,1344.6,1360.01,0
2022-01-26 18:00:00-05:00,1360.01,1379.76,1358.46,1373.99,0
2022-01-27 07:00:00-05:00,1359.0,1359.0,1350.0,1355.0,0
2022-01-27 08:00:00-05:00,1356.0,1364.99,1355.0,1364.99,0
2022-01-27 09:00:00-05:00,1370.0,1390.875,1350.0,1370.0,0
2022-01-27 09:30:00-05:00,1376.8499755859375,1397.0,1368.06005859375,1368.06005859375,47038
2022-01-27 10:30:00-05:00,1366.02001953125,1381.6300048828125,1358.8599853515625,1375.239990234375,19282
2022-01-27 11:30:00-05:00,1377.0,1384.97998046875,1351.31005859375,1357.4100341796875,19976
2022-01-27 12:30:00-05:00,1356.0146484375,1364.0347900390625,1346.25,1346.25,60912
2022-01-27 13:30:00-05:00,1349.010009765625,1364.449951171875,1344.7149658203125,1349.9100341796875,22422
2022-01-27 14:30:00-05:00,1349.8699951171875,1359.3399658203125,1345.0,1345.0,30921
