Date,Firm,To Grade,From Grade,Action
2020-11-04 12:15:11,Citigroup,Buy,,init
2020-11-16 16:21:08,Citigroup,Buy,,main
2020-12-03 12:38:06,UBS,Neutral,Buy,down
2020-12-14 15:28:00,Deutsche bank,Buy,,init
2021-01-04 14:04:21,B of A Securities,Buy,,main
2021-01-19 12:37:47,Jefferies,Hold,,init
2021-01-29 12:59:20,Morgan Stanley,Overweight,,init
2021-03-09 12:09:48,Daiwa Capital,Buy,Sell,up
2021-05-26 10:54:32,Nomura Instinet,Buy,,init
2021-10-28 11:23:57,Bernstein,Outperform,,init
2021-11-24 15:45:34,B of A Securities,Buy,,main
2022-01-12 13:50:29,Macquarie,Outperform,,init
2022-02-08 11:29:47,Barclays,Overweight,,init
