Date,Firm,To Grade,From Grade,Action
2012-03-19 09:40:00,Bank oferica,Buy,,main
2012-04-05 06:53:00,Bank oferica,Buy,,main
2012-04-09 06:24:00,Wedbush,Outperform,,main
2012-04-20 06:15:00,Deutsche Bank,Buy,,main
2012-04-20 07:12:00,Bank oferica,Buy,,main
2012-10-09 06:34:00,Deutsche Bank,Buy,,main
2012-10-10 09:11:00,Goldman Sachs,Neutral,,main
2013-01-03 08:19:54,Deutsche Bank,Hold,Buy,down
2013-02-21 06:38:12,Oppenheimer,Outperform,Perform,up
2013-04-01 10:47:41,Standpoint Research,Buy,Hold,up
2013-04-02 07:26:14,Jefferies,Buy,,main
2013-04-02 07:45:49,Deutsche Bank,Hold,,main
2013-04-02 09:14:59,Raymond James,Strong Buy,Outperform,up
2013-04-05 09:42:30,UBS,Buy,,init
2013-04-09 06:47:03,Credit Suisse,Outperform,,main
2013-04-19 08:17:30,Deutsche Bank,Hold,,main
2013-06-17 14:17:40,Standpoint Research,Hold,Buy,down
2013-07-10 07:29:38,Jefferies,Buy,,main
2013-07-16 08:54:44,Deutsche Bank,Hold,,main
2013-07-16 09:03:32,Monness Crespi Hardt,Buy,,main
2013-07-22 09:36:40,BMO Capital,Outperform,,main
2013-10-08 07:59:46,Deutsche Bank,Hold,,main
2013-10-14 07:54:17,Monness Crespi Hardt,Buy,,main
2013-10-18 07:32:41,Cantor Fitzgerald,Hold,Buy,down
2013-11-05 08:07:22,Monness Crespi Hardt,Neutral,Buy,down
2013-11-13 06:44:01,FBR Capital,Outperform,,init
2013-11-19 10:11:16,Leerink Swann,Market Perform,,init
2013-11-20 07:41:44,JP Morgan,Overweight,,main
2013-11-20 16:38:04,Morgan Stanley,Overweight,,init
2013-11-25 13:36:50,UBS,Buy,,main
2014-01-07 08:42:25,Deutsche Bank,Buy,Hold,up
2014-01-21 09:01:17,Monness Crespi Hardt,Sell,Neutral,down
2014-04-15 00:10:59,Cantor Fitzgerald,Hold,,main
2014-04-16 21:37:53,Citigroup,Hold,Buy,down
2014-04-21 00:24:46,Jefferies,Buy,,main
2014-04-21 21:37:02,Deutsche Bank,Buy,,main
2014-04-22 22:39:11,BMO Capital,Outperform,,main
2014-04-22 23:48:47,Citigroup,Neutral,,main
2014-06-27 06:31:02,Sterne Agee,Underperform,,init
2014-07-10 06:27:34,Jefferies,Hold,Buy,down
2014-07-16 20:56:38,Deutsche Bank,Buy,,main
2014-07-18 20:33:29,Barclays,Overweight,,main
2014-07-18 20:33:30,Credit Suisse,Outperform,,main
2014-07-18 20:51:44,Deutsche Bank,Buy,,main
2014-07-18 22:05:31,FBR Capital,Outperform,,main
2014-07-18 23:30:54,Raymond James,Strong Buy,,main
2014-10-07 17:54:50,PiperJaffray,Overweight,,init
2014-10-17 08:30:00,Barclays,Overweight,,main
2014-10-17 09:00:00,Jefferies,Hold,,main
2014-11-18 04:02:36,Bank of America,Buy,,main
2014-12-03 00:00:00,Cantor Fitzgerald,Hold,,main
2014-12-03 09:00:00,Oppenheimer,Outperform,,main
2015-01-06 09:00:00,Deutsche Bank,Buy,,main
2015-01-07 00:00:00,Goldman Sachs,Neutral,Buy,down
2015-01-08 09:00:00,Barclays,Overweight,,main
2015-01-22 09:00:00,Barclays,Overweight,,main
2015-03-06 09:00:00,Deutsche Bank,Buy,,main
2015-03-20 09:00:00,Barclays,Overweight,,main
2015-03-25 04:38:30,Mizuho,Buy,,init
2015-03-31 09:00:00,Leerink Swann,Outperform,,main
2015-04-13 06:05:57,Jefferies,Buy,Hold,up
2015-04-17 09:00:00,Barclays,Overweight,,main
2015-06-24 16:54:00,RBC Capital,Outperform,,init
2015-06-26 06:34:44,Sterne Agee CRT,Buy,Neutral,up
2015-09-16 07:58:58,JP Morgan,Overweight,,init
2015-12-02 11:43:52,BMO Capital,Outperform,,main
2015-12-16 07:16:42,Credit Suisse,Outperform,,init
2016-01-08 09:44:27,Jefferies,Buy,,main
2016-01-20 11:48:59,Jefferies,Buy,,main
2016-03-03 03:56:34,Credit Suisse,Outperform,,main
2016-03-14 17:30:25,Mizuho,Buy,,main
2016-04-08 10:27:35,Cleveland Research,Buy,,init
2016-06-16 08:49:16,Bernstein,Outperform,,init
2016-07-20 21:20:36,Barclays,Overweight,,main
2016-07-20 21:32:47,Citigroup,Buy,,main
2016-09-23 06:13:45,Evercore ISI Group,Buy,,init
2016-11-09 11:03:20,Mizuho,Neutral,Buy,down
2016-11-30 12:20:55,Mizuho,Buy,Neutral,up
2016-11-30 19:31:37,Jefferies,Buy,,main
2016-11-30 19:31:44,Credit Suisse,Outperform,,main
2016-11-30 19:52:51,JP Morgan,Overweight,,main
2016-11-30 20:22:07,Oppenheimer,Outperform,,main
2016-12-07 13:07:03,Cantor Fitzgerald,Buy,Hold,up
2017-01-04 14:44:20,PiperJaffray,Overweight,,init
2017-02-07 12:38:03,Cantor Fitzgerald,Overweight,,init
2017-04-05 12:50:00,Deutsche Bank,Buy,,init
2017-06-07 12:58:05,Morgan Stanley,Overweight,,init
2017-07-13 16:11:18,Deutsche Bank,Buy,,main
2017-07-14 19:03:31,Bank of America,Buy,,main
2017-07-19 13:15:59,Citigroup,Buy,,main
2017-07-19 16:53:59,Barclays,Overweight,,main
2017-08-17 14:40:52,Morgan Stanley,Overweight,,main
2017-10-13 15:38:33,Jefferies,Buy,,main
2017-10-17 20:00:36,BMO Capital,Outperform,,init
2017-10-18 12:02:59,Morgan Stanley,Overweight,,main
2017-10-18 12:17:52,Citigroup,Buy,,main
2017-10-18 15:31:52,Bank of America,Buy,,main
2017-10-19 16:41:00,Argus,Buy,,main
2017-11-02 22:10:17,Credit Suisse,Outperform,,init
2018-01-03 13:23:58,Goldman Sachs,Buy,,init
2018-03-08 13:30:52,Barclays,Overweight,,init
2018-04-18 12:10:29,Morgan Stanley,Overweight,Overweight,main
2018-04-18 12:53:57,Credit Suisse,Outperform,Outperform,main
2018-05-05 13:32:15,Argus,Buy,Hold,up
2018-06-07 13:20:25,BMO Capital,Outperform,Outperform,main
2018-06-21 11:58:23,BMO Capital,Outperform,Outperform,main
2018-07-18 11:30:03,RBC Capital,Outperform,Outperform,main
2018-07-18 12:09:02,Citigroup,Buy,Buy,main
2018-07-18 12:43:30,Morgan Stanley,Overweight,Overweight,main
2018-09-05 11:25:48,Morgan Stanley,Overweight,Overweight,main
2018-09-10 11:07:04,Citigroup,Neutral,Buy,down
2018-09-17 10:30:59,Cowen & Co.,Outperform,,init
2018-09-24 12:02:38,Raymond James,Strong Buy,Strong Buy,main
2018-10-03 12:26:07,Jefferies,Buy,Buy,main
