Date,Firm,To Grade,From Grade,Action
2016-08-26 07:39:26,Cantor Fitzgerald,Buy,,init
2018-01-26 12:28:18,SunTrust Robinson Humphrey,Buy,Hold,up
2019-08-29 10:14:25,DA Davidson,Neutral,,init
2019-09-20 12:37:08,SunTrust Robinson Humphrey,Buy,,main
2019-10-03 13:10:47,Sidoti & Co.,Neutral,,main
2020-02-07 15:07:57,Sidoti & Co.,Neutral,,main
2020-03-19 13:03:49,Sidoti & Co.,Buy,Neutral,up
2020-05-01 13:45:51,Sidoti & Co.,Neutral,,main
2020-05-13 13:32:35,Sidoti & Co.,Buy,Neutral,up
2020-06-02 13:45:40,Sidoti & Co.,Buy,,main
2021-08-02 13:23:47,Truist Securities,Buy,,main
