Date,Firm,To Grade,From Grade,Action
2020-11-23 11:21:39,HC Wainwright & Co.,Buy,,init
2020-11-25 09:36:15,JP Morgan,Underweight,,main
2020-11-25 09:36:15,Wells Fargo,Outperform,Market Perform,up
2020-11-25 09:36:15,Northland Securities,Outperform,,main
2020-11-25 09:36:15,Roth Capital,Buy,,init
2020-12-14 11:27:48,HC Wainwright & Co.,Buy,,main
2021-02-08 11:31:49,HC Wainwright & Co.,Buy,,main
2021-05-26 10:52:57,B. Riley Securities,Buy,,init
2021-06-21 11:37:09,Compass Point,Buy,,init
2021-09-15 13:24:48,B. Riley Securities,Buy,,main
2021-10-15 09:11:51,DA Davidson,Buy,,init
2022-01-18 11:19:26,BTIG,Buy,,init
2022-01-28 13:59:57,Jefferies,Buy,,init
