Date,Firm,To Grade,From Grade,Action
2012-02-16 12:45:00,UBS,Neutral,,main
2012-04-16 08:56:00,Deutsche Bank,Hold,,main
2012-05-17 06:14:00,Wunderlich,Buy,,init
2012-05-24 07:02:00,Sterne Agee,Neutral,,up
2012-06-29 05:45:00,Citigroup,Buy,,main
2012-07-16 08:40:00,Stephens & Co.,Equal-Weight,Overweight,down
2012-07-26 05:59:00,Wunderlich,Buy,,main
2012-08-21 08:01:00,Stifel Nicolaus,Buy,Hold,up
2012-09-14 05:46:00,Citigroup,Neutral,Buy,down
2012-09-17 06:46:00,JP Morgan,Neutral,,main
2012-09-20 08:27:00,Stifel Nicolaus,Buy,,main
2012-10-01 09:33:00,Avondale Partners,Market Perform,,down
2013-01-07 13:33:05,Barclays,Equal-Weight,,main
2013-01-14 08:20:58,Deutsche Bank,Hold,,main
2013-01-18 07:23:48,Credit Suisse,Underperform,,main
2013-01-24 07:46:59,Bank of America,Buy,Neutral,up
2013-01-31 08:26:11,Stifel Nicolaus,Hold,Buy,down
2013-02-11 07:56:23,KeyBanc,Buy,Hold,up
2013-04-10 07:30:18,Deutsche Bank,Hold,,main
2013-04-15 08:17:02,Raymond James,Strong Buy,Market Perform,up
2013-05-21 12:09:55,Wolfe Research,Outperform,Peer Perform,up
2013-06-06 08:25:28,Longbow Research,Neutral,Buy,down
2013-07-03 07:35:34,BB&T Capital,Hold,Buy,down
2013-11-15 14:45:24,Wolfe Research,,Outperform,down
2013-12-02 06:32:05,JP Morgan,Overweight,Neutral,up
2013-12-16 11:57:44,Deutsche Bank,Hold,,main
2014-01-09 07:38:19,Citigroup,Buy,Neutral,up
2014-02-19 06:31:29,Wunderlich,Hold,Buy,down
2014-03-31 08:00:00,Longbow Research,Buy,Neutral,up
2014-04-11 02:45:26,Deutsche Bank,Hold,,main
2014-04-15 23:54:04,Citigroup,Buy,,main
2014-04-22 23:53:10,Deutsche Bank,Hold,,main
2014-04-24 02:26:43,Deutsche Bank,Hold,,main
2014-06-30 20:33:27,Barclays,Equal-Weight,,main
2014-07-24 20:19:27,Barclays,Equal-Weight,,main
2014-07-24 21:26:40,Deutsche Bank,Hold,,main
2014-09-03 08:10:08,Stephens & Co.,Overweight,Equal-Weight,up
2014-10-01 18:28:38,Wells Fargo,Market Perform,,init
2014-10-02 09:00:00,Citigroup,Buy,,main
2014-10-06 09:00:00,Barclays,Equal-Weight,,main
2014-10-07 09:00:00,Wunderlich,Hold,,main
2014-10-14 09:00:00,Deutsche Bank,Hold,,main
2014-11-24 07:54:23,Bank of America,Buy,,main
2014-12-08 09:00:00,Citigroup,Buy,,main
2015-01-12 00:00:00,Barclays,Overweight,Equal-Weight,up
2015-01-15 09:00:00,Deutsche Bank,Hold,,main
2015-01-26 06:03:40,KeyBanc,Hold,Buy,down
2015-01-29 09:00:00,Credit Suisse,Neutral,,main
2015-02-18 06:46:32,UBS,Buy,,init
2015-04-10 08:37:00,Stifel Nicolaus,Buy,Hold,up
2015-04-23 06:35:14,Raymond James,Outperform,Strong Buy,down
2015-04-23 09:00:00,Citigroup,Buy,,main
2015-04-24 09:16:25,Avondale Partners,Outperform,Market Perform,up
2015-04-27 14:35:16,Wolfe Research,Underperform,Peer Perform,down
2015-05-29 07:18:43,Bank of America,Neutral,Buy,down
2015-07-09 06:56:18,Credit Suisse,Outperform,Neutral,up
2015-07-16 03:58:33,Barclays,Overweight,,main
2015-07-23 11:00:00,Macquarie,Outperform,,main
2015-08-28 06:53:06,Raymond James,Strong Buy,Outperform,up
2015-09-11 05:49:16,Bank of America,Buy,Neutral,up
2015-10-05 11:00:00,Barclays,Overweight,,main
2015-10-22 06:27:46,UBS,Sell,Neutral,down
