Date,Firm,To Grade,From Grade,Action
2012-04-20 08:19:00,Stifel Nicolaus,Buy,,init
2012-06-01 06:04:00,Imperial Capital,Outperform,,init
2012-08-29 14:16:00,DA Davidson,Neutral,,main
2012-08-30 08:42:00,Imperial Capital,Outperform,,main
2012-10-10 13:00:00,DA Davidson,Neutral,,main
2013-01-10 13:11:29,Gilford Securities,Neutral,,main
2013-01-15 08:57:37,Raymond James,Outperform,Strong Buy,down
2013-02-27 12:17:45,Imperial Capital,Outperform,,main
2013-08-28 12:47:17,DA Davidson,Buy,Neutral,up
2013-09-26 09:13:21,FBR Capital,Outperform,,main
2013-10-24 09:29:42,Raymond James,Market Perform,Outperform,down
2013-11-27 07:58:10,Craig-Hallum,Hold,Buy,down
2014-02-11 07:33:23,Stifel Nicolaus,Buy,,main
2014-02-27 08:00:00,Craig-Hallum,Buy,Hold,up
2014-05-22 21:58:42,Stifel Nicolaus,Buy,,main
2014-11-06 05:54:20,Wells Fargo,Market Perform,,init
2014-12-02 00:00:00,Wells Fargo,Outperform,Market Perform,up
2015-01-08 00:00:00,DA Davidson,Neutral,Buy,down
2015-02-25 09:00:00,Stifel Nicolaus,Buy,,main
2015-02-26 09:00:00,Stifel Nicolaus,Buy,,main
2015-04-08 06:03:46,DA Davidson,Buy,Neutral,up
2015-05-15 06:17:00,Raymond James,Underperform,,down
2015-05-22 09:00:00,FBR Capital,Outperform,,main
2015-07-01 15:26:36,DA Davidson,Buy,Neutral,up
2015-08-27 07:16:45,FBR Capital,Outperform,,main
2015-11-06 08:09:06,DA Davidson,Neutral,,down
2015-12-15 08:30:56,DA Davidson,Buy,Neutral,up
2016-03-03 09:08:00,Stifel Nicolaus,Buy,,main
2016-04-11 09:53:44,Stephens & Co.,Overweight,,init
2016-04-11 16:38:08,Canaccord Genuity,Buy,,init
2016-08-25 07:27:03,FBR Capital,Outperform,,main
2017-03-02 12:09:30,DA Davidson,Neutral,Buy,down
2017-08-30 17:26:52,KeyBanc,Overweight,Sector Weight,up
2017-08-31 17:24:59,Canaccord Genuity,Buy,,main
2017-09-26 13:09:07,Deutsche Bank,Buy,,init
2017-11-21 10:10:10,KeyBanc,Overweight,,main
2018-02-09 11:35:25,KeyBanc,Overweight,Overweight,main
2018-02-13 13:51:31,Canaccord Genuity,Buy,Buy,main
2018-05-05 14:00:39,B. Riley FBR,Buy,Buy,main
2018-05-05 14:00:39,B. Riley FBR,Buy,,main
2018-05-23 11:13:59,KeyBanc,Overweight,Overweight,main
2018-05-23 11:16:51,Stifel Nicolaus,Buy,Buy,main
2018-05-23 13:27:51,B. Riley FBR,Buy,Buy,main
2018-08-13 15:56:58,KeyBanc,Sector Weight,Overweight,down
2018-08-14 11:49:35,Wells Fargo,Outperform,Outperform,main
2018-08-14 12:02:29,Canaccord Genuity,Buy,Buy,main
2018-08-14 12:09:58,Deutsche Bank,Buy,Buy,main
2018-08-30 12:02:06,Deutsche Bank,Buy,Buy,main
2018-09-27 14:02:38,B. Riley FBR,Neutral,Neutral,main
2018-11-21 13:33:13,Canaccord Genuity,Buy,Buy,main
2019-02-27 16:48:22,B. Riley FBR,Buy,Neutral,up
2019-02-28 14:01:34,DA Davidson,Neutral,Neutral,main
2019-05-22 11:57:45,Deutsche Bank,Buy,,main
2019-05-22 13:23:13,Wells Fargo,Outperform,,main
2019-05-22 14:36:35,Canaccord Genuity,Buy,,main
2019-06-04 12:38:50,B. Riley,Buy,,main
2019-08-29 14:10:00,B. Riley,Buy,,main
2019-09-17 11:39:29,Wells Fargo,Outperform,,main
2020-02-24 11:07:16,Stephens & Co.,Overweight,,main
2020-02-27 12:14:58,B. Riley FBR,Buy,,main
2020-02-27 15:48:51,Deutsche Bank,Buy,,main
2020-03-05 12:07:27,DA Davidson,Buy,Neutral,up
2020-03-17 11:49:09,Stephens & Co.,Overweight,,main
2020-04-01 12:51:31,B. Riley FBR,Buy,,main
2020-05-01 13:47:06,Wells Fargo,Overweight,,main
2020-05-15 12:45:59,Stifel,Buy,,main
2020-05-20 11:27:25,B. Riley FBR,Buy,,main
2020-05-20 12:29:27,Wells Fargo,Overweight,,main
2020-05-21 15:11:31,Stifel,Buy,,main
2021-01-27 09:58:45,KeyBanc,Overweight,Sector Weight,up
2021-03-04 11:37:51,Wells Fargo,Equal-Weight,Overweight,down
2021-05-26 12:39:41,B. Riley Securities,Buy,,main
2021-08-23 09:31:07,Wells Fargo,Overweight,Equal-Weight,up
2021-11-24 09:32:02,Keybanc,Overweight,,main
2021-11-24 12:38:05,Wells Fargo,Overweight,,main
2021-11-24 15:27:05,B. Riley Securities,Buy,,main
2022-01-27 13:15:43,UBS,Buy,,init
