Date,Firm,To Grade,From Grade,Action
2012-03-14 06:36:00,Sterne Agee,Buy,,main
2012-04-09 07:48:00,Stifel Nicolaus,Buy,,main
2012-04-26 07:45:00,KeyBanc,Hold,,down
2012-07-24 05:45:00,Goldman Sachs,Sell,Neutral,down
2012-10-10 06:08:00,Sterne Agee,Neutral,Buy,down
2012-10-17 08:24:00,Buckingham Research,Neutral,Buy,down
2012-10-17 10:41:00,Buckingham Research,Neutral,Buy,down
2014-04-02 08:00:00,Sterne Agee,Buy,Neutral,up
2014-05-22 21:53:15,KeyBanc,Buy,,main
2015-04-30 06:04:50,Goldman Sachs,Sell,Neutral,down
2015-07-15 06:51:35,CL King,Buy,,init
2015-07-16 11:00:00,KeyBanc,Overweight,,main
2016-06-28 07:09:59,KeyBanc,Sector Perform,Overweight,down
2016-08-09 08:24:17,Seaport Global,Neutral,,init
2016-09-15 07:20:39,Gabelli & Co.,Hold,Buy,down
2016-10-13 14:11:20,Evercore ISI Group,Sell,Hold,down
2017-02-02 13:02:54,Susquehanna,Positive,,init
2017-11-20 19:13:11,Berenberg,Hold,,init
2018-02-09 14:49:51,Bank of America,Buy,Buy,main
2018-03-14 14:09:44,Morgan Stanley,Overweight,Overweight,main
2018-04-17 13:31:37,Guggenheim,Buy,,init
2018-08-15 11:40:46,Morgan Stanley,Overweight,Overweight,main
2018-08-24 12:16:16,SunTrust Robinson Humphrey,Buy,,init
2018-09-21 11:05:09,Guggenheim,Neutral,Buy,down
2018-11-14 13:20:38,Morgan Stanley,Overweight,Overweight,main
2019-02-13 12:07:51,Seaport Global,Buy,,init
2019-02-19 11:59:53,JP Morgan,Neutral,,init
2019-04-16 13:52:34,Morgan Stanley,Overweight,Overweight,main
2019-08-02 15:36:19,Morgan Stanley,Overweight,,main
2019-10-15 11:57:05,Morgan Stanley,Overweight,,main
2019-12-18 13:59:45,JP Morgan,Neutral,,main
2019-12-23 13:24:50,Northcoast Research,Neutral,Buy,down
2020-01-09 12:53:06,Benchmark,Hold,,init
2020-01-22 14:35:34,Morgan Stanley,Overweight,,main
2020-02-05 18:46:56,CFRA,Hold,,main
2020-03-11 15:02:42,JP Morgan,Neutral,,main
2020-03-31 08:16:14,Morgan Stanley,Overweight,,main
2020-03-31 15:57:59,Stephens & Co.,Overweight,,main
2020-04-07 20:10:16,SunTrust Robinson Humphrey,Buy,,main
2020-04-13 14:03:44,Morgan Stanley,Overweight,,main
2020-05-07 16:26:03,SunTrust Robinson Humphrey,Buy,,main
2020-05-18 12:31:41,Morgan Stanley,Overweight,,main
2020-06-23 11:50:02,Benchmark,Buy,Hold,up
2020-07-10 12:42:44,Morgan Stanley,Overweight,,main
2020-10-15 14:41:21,B of A Securities,Buy,,main
2020-10-19 11:06:37,Seaport Global,Buy,,init
2020-10-23 13:30:34,Truist Securities,Buy,,main
2020-11-17 15:28:39,B of A Securities,Buy,,main
2020-12-07 14:03:35,Morgan Stanley,Overweight,,main
2021-02-22 14:35:01,Morgan Stanley,Overweight,,main
2021-05-07 12:31:12,Morgan Stanley,Overweight,,main
2021-07-16 14:37:10,B of A Securities,Buy,,main
2021-07-26 10:55:29,Morgan Stanley,Equal-Weight,Overweight,down
2021-08-05 13:22:11,Morgan Stanley,Equal-Weight,,main
2021-10-07 13:24:26,Truist Securities,Buy,,main
2021-10-28 13:12:45,Stephens & Co.,Overweight,,main
2021-11-17 11:50:37,Morgan Stanley,Underweight,Equal-Weight,down
