Date,Firm,To Grade,From Grade,Action
2012-03-05 09:49:00,Dougherty,Buy,,main
2012-08-10 06:24:00,Benchmark,Hold,Buy,down
2012-08-30 09:17:00,Longbow Research,Neutral,,init
2012-10-19 06:02:00,Wedbush,Neutral,,init
2014-05-15 09:44:01,Merriman Capital,Buy,,init
2014-05-21 07:36:39,Wedbush,Outperform,Neutral,up
2014-07-31 06:20:34,Merriman Capital,Neutral,Buy,down
2014-08-06 06:22:09,Merriman Capital,Buy,Neutral,up
2015-02-27 08:08:44,Merriman Capital,Neutral,Buy,down
2016-11-28 17:39:16,JMP Securities,Market Outperform,,main
2017-03-07 13:47:06,Benchmark,Buy,Hold,up
2018-04-26 11:17:46,DA Davidson,Buy,,init
2019-02-27 13:44:28,Wedbush,Outperform,Outperform,main
2019-05-08 12:52:49,JMP Securities,Market Outperform,,main
2019-11-08 12:51:53,Benchmark,Buy,,reit
2019-11-21 15:08:50,DA Davidson,Buy,,main
2020-01-21 13:14:48,Rosenblatt,Buy,,init
2020-02-03 08:20:27,KeyBanc,Overweight,,init
2020-02-13 08:54:19,KeyBanc,Overweight,,main
2020-02-14 12:38:31,Wedbush,Outperform,,main
2020-04-30 10:21:59,KeyBanc,Overweight,,main
2020-05-26 10:17:30,Goldman Sachs,Buy,,init
2020-06-04 08:46:15,KeyBanc,Overweight,,main
2020-07-07 11:14:14,Barclays,Equal-Weight,,init
2020-07-29 08:46:59,KeyBanc,Overweight,,main
2020-07-29 11:39:30,Rosenblatt,Buy,,main
2020-08-14 16:14:12,JP Morgan,Overweight,,init
2020-08-24 09:24:15,Needham,Buy,,init
2020-08-26 08:48:33,KeyBanc,Overweight,,main
2020-08-26 09:43:42,Needham,Buy,,main
2020-10-09 11:58:33,Barclays,Equal-Weight,,main
2020-10-29 10:53:18,Needham,Buy,,main
2020-11-17 12:00:05,SMBC Nikko,Outperform,,init
2021-02-18 11:16:25,Needham,Buy,,main
2021-02-18 15:42:58,Macquarie,Outperform,,main
2021-02-19 13:17:18,Goldman Sachs,Buy,,main
2021-04-29 10:35:14,Needham,Buy,,main
2021-04-29 10:48:17,JMP Securities,Market Outperform,,main
2021-06-04 13:18:43,Macquarie,Outperform,,main
2021-06-11 10:54:53,RBC Capital,Outperform,,init
2021-06-15 11:23:29,RBC Capital,Outperform,,main
2021-10-28 13:59:24,Barclays,Equal-Weight,,main
2022-01-14 09:47:42,Keybanc,Overweight,,main
2022-02-17 09:32:33,Keybanc,Overweight,,main
2022-02-17 13:22:06,Loop Capital,Hold,Buy,down
2022-02-17 15:36:10,JMP Securities,Market Outperform,,main
2022-02-18 11:49:22,Macquarie,Outperform,,main
