Date,Firm,To Grade,From Grade,Action
2013-05-29 06:16:50,Bank of America,Buy,,init
2013-05-29 06:18:00,Goldman Sachs,Neutral,,init
2013-05-29 06:19:17,JP Morgan,Neutral,,init
2013-05-29 07:48:57,Macquarie,Outperform,,init
2013-05-29 07:49:19,Citigroup,Neutral,,init
2013-05-29 07:49:20,KeyBanc,Buy,,init
2013-05-29 07:51:53,Nomura,Neutral,,init
2013-05-29 07:53:04,Lazard,Neutral,,init
2013-05-31 07:54:13,Barclays,Overweight,,init
2013-06-04 08:11:49,Wells Fargo,Outperform,,init
2013-08-14 08:56:45,Barclays,Overweight,,main
2013-08-15 08:50:41,Citigroup,Neutral,,main
2013-11-12 06:58:22,Citigroup,Buy,Neutral,up
2013-11-27 07:30:33,FBR Capital,Market Perform,,init
2014-05-16 20:03:36,Barclays,Overweight,,main
2014-06-05 06:15:39,Longbow Research,Neutral,,init
2014-07-07 06:14:53,Longbow Research,Buy,Neutral,up
2014-08-14 08:12:17,Wells Fargo,Market Perform,Outperform,down
2014-08-14 08:15:39,Macquarie,Neutral,Outperform,down
2014-08-14 09:00:00,JP Morgan,Neutral,,main
2014-08-14 16:00:00,Barclays,Underweight,Overweight,down
2014-08-18 07:51:28,Credit Suisse,Outperform,,init
2014-08-22 06:24:32,FBR Capital,Outperform,Market Perform,up
2014-09-11 08:08:37,Macquarie,Outperform,Neutral,up
2014-11-13 09:00:00,JP Morgan,Neutral,,main
2014-11-26 09:00:00,Citigroup,Buy,,main
2014-12-15 00:00:00,MoffettNathanson,Neutral,Buy,down
2015-02-27 06:08:50,Longbow Research,Neutral,Buy,down
2015-04-27 04:43:08,Goldman Sachs,Buy,Neutral,up
2015-05-08 09:00:00,JP Morgan,Neutral,,main
2015-05-11 09:00:00,Barclays,Underweight,,main
2015-05-15 16:23:43,Wedbush,Neutral,,init
2015-09-14 11:00:00,Citigroup,Buy,,main
2015-11-06 05:19:33,Goldman Sachs,Neutral,Buy,down
2015-11-12 06:25:30,Bank of America,Underperform,Neutral,down
2015-12-09 08:39:03,Macquarie,Outperform,,init
2016-02-04 05:30:05,Janney Capital,Neutral,,init
2016-02-26 04:09:20,Barclays,Underweight,,main
2016-03-18 08:41:17,Wells Fargo,Outperform,Market Perform,up
2016-04-15 06:08:57,Citigroup,Neutral,Buy,down
2016-05-11 04:20:28,Credit Suisse,Underperform,,down
2016-08-05 06:37:47,Macquarie,Neutral,Outperform,down
2016-08-05 11:38:54,JP Morgan,Neutral,,main
2016-08-08 14:02:11,KeyBanc,Overweight,,main
2016-08-11 04:14:51,Credit Suisse,Neutral,Underperform,up
