Date,Firm,To Grade,From Grade,Action
2013-02-22 09:15:10,JP Morgan,Overweight,Neutral,up
2013-05-24 08:58:29,JP Morgan,Neutral,Overweight,down
2013-10-03 06:42:55,Morgan Stanley,Overweight,Equal-Weight,up
2014-03-14 08:00:00,JP Morgan,Overweight,Neutral,up
2014-07-10 11:00:40,JP Morgan,Neutral,,down
2015-03-02 10:06:51,Itau BBA,Market Perform,Outperform,down
2015-04-16 09:30:13,Bank of America,Neutral,Buy,down
2015-08-10 08:35:27,Goldman Sachs,Buy,,init
2016-02-22 09:43:59,Bank of America,Underperform,Neutral,down
2016-08-04 04:12:42,Credit Suisse,Outperform,Neutral,up
2016-08-18 08:27:04,Morgan Stanley,Overweight,Equal-Weight,up
2016-10-25 11:16:53,Scotiabank,Underperform,Sector Perform,down
2017-09-01 11:21:39,JP Morgan,Overweight,Neutral,up
2018-06-05 12:20:53,Morgan Stanley,Overweight,Equal-Weight,up
2018-09-17 12:34:29,HSBC,Buy,Hold,up
2021-09-09 13:35:45,Credit Suisse,Outperform,Neutral,up
