Date,Firm,To Grade,From Grade,Action
2017-12-12 13:22:07,JP Morgan,Neutral,,init
2017-12-12 13:22:25,Barclays,Equal-Weight,,init
2017-12-12 13:27:13,Stifel Nicolaus,Hold,,init
2017-12-12 13:27:22,PiperJaffray,Overweight,,init
2017-12-12 13:56:35,William Blair,Outperform,,init
2017-12-12 13:58:13,Goldman Sachs,Neutral,,init
2017-12-12 16:43:54,RBC Capital,Outperform,,init
2018-03-13 13:33:50,Stifel Nicolaus,Hold,Hold,main
2018-03-19 17:26:56,Buckingham,Neutral,,init
2018-06-08 11:11:37,Stifel Nicolaus,Hold,Hold,main
2018-07-10 10:15:02,KeyBanc,Overweight,,init
2018-08-02 12:50:58,Wells Fargo,Market Perform,,init
2018-08-10 12:19:07,SunTrust Robinson Humphrey,Buy,,init
2018-09-13 11:47:54,KeyBanc,Overweight,Overweight,main
2018-09-20 10:55:06,PiperJaffray,Neutral,Overweight,down
2018-10-02 10:50:56,KeyBanc,Overweight,Overweight,main
2018-10-02 11:16:55,Stifel Nicolaus,Hold,Hold,main
2018-11-19 15:32:44,Wolfe Research,Peer Perform,,init
2018-12-11 12:06:03,KeyBanc,Overweight,Overweight,main
2018-12-11 16:05:36,Stifel Nicolaus,Hold,Hold,main
2018-12-11 17:28:11,William Blair,Market Perform,Outperform,down
2019-03-12 13:31:31,KeyBanc,Overweight,Overweight,main
2019-03-12 13:55:06,RBC Capital,Outperform,Outperform,main
2019-07-01 11:04:41,Needham,Hold,,init
2019-07-12 11:09:39,Goldman Sachs,Buy,Neutral,up
2019-07-22 10:57:40,Stifel Nicolaus,Buy,Hold,up
2019-09-27 12:14:45,Stifel Nicolaus,Buy,,main
2019-10-02 10:51:31,KeyBanc,Overweight,,main
2019-10-02 11:14:09,Barclays,Equal-Weight,,main
2019-10-02 11:51:25,SunTrust Robinson Humphrey,Buy,,main
2019-10-02 11:56:00,JP Morgan,Neutral,,main
2019-10-02 12:29:19,Wells Fargo,Market Perform,,main
2019-10-02 14:19:52,RBC Capital,Outperform,,main
2019-10-15 10:33:18,Baird,Outperform,,init
2019-10-18 10:25:33,Telsey Advisory Group,Outperform,,init
2019-11-12 13:12:12,Wells Fargo,Market Perform,,main
2019-12-10 11:50:36,Stifel,Buy,,main
2019-12-10 13:49:44,Baird,Outperform,,main
2019-12-10 13:54:27,Stifel Nicolaus,Buy,,main
2019-12-10 14:25:34,SunTrust Robinson Humphrey,Buy,,main
2019-12-10 22:22:25,DA Davidson,Neutral,,init
2019-12-11 11:20:31,DA Davidson,Neutral,,init
2020-01-30 11:49:01,DA Davidson,Buy,Neutral,up
