Date,Firm,To Grade,From Grade,Action
2018-01-09 11:51:40,Keefe Bruyette & Woods,Market Perform,,init
2018-01-09 16:40:38,Bank of America,Buy,,init
2018-01-09 16:40:43,Goldman Sachs,Buy,,init
2018-01-09 18:45:40,Wedbush,Outperform,,init
2018-02-06 14:35:03,Raymond James,Outperform,,init
2018-09-27 12:02:21,Raymond James,Outperform,Outperform,main
2018-10-26 15:21:58,Raymond James,Outperform,Outperform,main
2019-02-28 13:08:32,Wedbush,Outperform,Outperform,main
2019-07-11 12:12:51,Compass Point,Buy,,init
2019-10-18 11:27:52,Bank of America,Buy,,init
2020-02-14 10:14:41,Piper Sandler,Neutral,Overweight,down
2020-02-14 12:32:39,Wedbush,Neutral,Outperform,down
2020-04-14 12:44:17,Piper Sandler,Neutral,,main
2020-05-28 15:39:51,Piper Sandler,Neutral,,main
2020-07-29 14:29:16,Raymond James,Outperform,,main
2020-09-01 12:11:55,Wedbush,Neutral,,main
2021-01-22 14:13:19,Raymond James,Outperform,,main
2021-02-19 13:15:51,Goldman Sachs,Buy,,main
2021-02-19 15:13:06,Piper Sandler,Overweight,Neutral,up
2021-06-15 10:39:15,Wolfe Research,Outperform,,init
2021-08-09 08:53:14,Raymond James,Outperform,,main
2021-11-08 09:08:43,Raymond James,Outperform,,main
