Date,Firm,To Grade,From Grade,Action
2016-06-20 06:08:10,Citigroup,Buy,,init
2016-06-20 06:37:46,Deutsche Bank,Buy,,init
2016-06-20 07:04:06,Credit Suisse,Outperform,,init
2016-06-20 08:09:41,Goldman Sachs,Neutral,,init
2016-06-20 08:10:19,BMO Capital,Market Perform,,init
2016-06-20 08:10:42,JP Morgan,Overweight,,init
2016-06-20 08:11:08,Wells Fargo,Outperform,,init
2016-06-20 08:11:27,Bank of America,Buy,,init
2016-06-21 04:14:08,Morgan Stanley,Equal-Weight,,init
2016-06-21 07:31:33,Guggenheim,Buy,,init
2016-10-10 13:28:06,,Buy,,main
2016-10-11 14:43:13,Citigroup,Buy,,down
2017-01-24 21:37:16,RBC Capital,Outperform,,init
2017-05-16 12:18:56,Loop Capital,Hold,,init
2017-08-28 11:59:43,Barclays,Equal-Weight,,init
2018-01-19 10:47:25,Barclays,Equal-Weight,Overweight,down
2018-02-16 18:02:51,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-03-16 12:13:42,Loop Capital,Hold,Hold,main
2018-03-16 13:24:16,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-03-16 13:57:55,Bank of America,Buy,Buy,main
2018-03-19 11:11:40,BMO Capital,Outperform,Market Perform,up
2018-03-23 11:59:24,JP Morgan,Overweight,Overweight,main
2018-04-18 09:55:01,Credit Suisse,Outperform,,init
2018-05-01 11:38:14,RBC Capital,Sector Perform,Outperform,down
2018-05-15 11:40:47,Morgan Stanley,Overweight,Equal-Weight,up
2018-06-08 16:32:10,Jefferies,Buy,,init
2018-06-21 11:17:16,Citigroup,Buy,Buy,main
2018-07-31 12:57:47,Credit Suisse,Outperform,Outperform,main
2018-07-31 13:50:55,Morgan Stanley,Overweight,Overweight,main
2018-08-17 11:58:28,Citigroup,Buy,Buy,main
2018-10-23 10:55:05,Buckingham,Neutral,,init
2018-11-13 13:21:18,Citigroup,Buy,Buy,main
2019-05-08 12:02:59,Buckingham Research,Buy,Neutral,up
2019-05-08 12:22:41,Buckingham,Buy,Neutral,up
2019-09-12 12:13:32,Barclays,Equal-Weight,,main
2019-09-12 12:19:28,Credit Suisse,Outperform,,main
2019-09-12 12:51:52,Buckingham,Buy,,main
2019-10-03 13:38:47,Bank of America,Buy,,main
2020-02-11 19:30:53,CFRA,Buy,Strong Buy,down
2020-03-12 17:56:55,CFRA,Hold,Buy,down
2020-03-16 13:04:11,Wells Fargo,Overweight,,main
2020-04-23 10:18:45,BMO Capital,Market Perform,Outperform,down
2020-04-27 13:03:42,Credit Suisse,Outperform,,main
2020-05-06 13:06:10,Credit Suisse,Outperform,,main
2020-05-18 14:37:04,Guggenheim,Buy,,main
2020-09-21 13:09:31,Credit Suisse,Outperform,,main
2020-09-23 12:30:38,Wolfe Research,Outperform,,init
2020-09-29 10:02:10,Morgan Stanley,Equal-Weight,,init
2020-11-03 13:47:44,Credit Suisse,Outperform,,main
2020-11-03 14:10:53,Morgan Stanley,Equal-Weight,,main
2020-11-10 12:48:43,BMO Capital,Outperform,Market Perform,up
2021-01-19 15:06:52,Morgan Stanley,Equal-Weight,,main
2021-01-25 13:32:12,JP Morgan,Neutral,Overweight,down
2021-01-27 11:39:01,Wells Fargo,Overweight,,main
2021-02-17 13:07:30,Morgan Stanley,Equal-Weight,,main
2021-04-09 10:19:33,Piper Sandler,Overweight,,init
2021-04-12 15:07:40,Morgan Stanley,Equal-Weight,,main
2021-05-11 14:39:01,Morgan Stanley,Equal-Weight,,main
2021-07-29 10:14:47,UBS,Neutral,,init
2021-08-10 12:28:49,Credit Suisse,Outperform,,main
2021-08-10 12:34:17,Morgan Stanley,Equal-Weight,,main
2021-10-13 15:13:22,Morgan Stanley,Equal-Weight,,main
2021-12-15 13:53:40,Barclays,Equal-Weight,,main
2021-12-17 11:44:32,JP Morgan,Neutral,,main
2022-01-19 10:23:01,Deutsche Bank,Buy,,init
2022-02-01 12:01:55,Truist Securities,Buy,,init
2022-02-18 14:02:26,Credit Suisse,Outperform,,main
