Date,Firm,To Grade,From Grade,Action
2012-02-16 12:46:00,UBS,Neutral,,down
2012-03-12 09:34:00,Williams Financial,Hold,,init
2012-04-26 14:09:00,Guggenheim,Neutral,,main
2012-07-16 10:35:00,MKM Partners,Neutral,Buy,down
2012-07-27 08:10:00,ISI Group,Buy,,main
2012-07-30 06:32:00,Citigroup,Neutral,Buy,down
2012-07-30 07:44:00,Williams Capital,Hold,,main
2012-08-02 12:14:00,UBS,Neutral,,main
2012-08-09 05:43:00,JP Morgan,Overweight,Neutral,up
2012-09-12 08:07:00,Williams Capital,Buy,Hold,up
2012-09-20 07:46:00,Compass Point,Buy,Market Perform,up
2012-09-20 11:00:00,UBS,Neutral,,main
2012-10-26 10:06:00,RBC Capital,Outperform,Sector Perform,up
2012-11-29 09:19:00,Compass Point,Buy,,main
2012-12-07 07:12:36,Topeka,Buy,,init
2013-01-29 06:15:43,Compass Point,Buy,,main
2013-01-30 07:23:37,Credit Suisse,Neutral,,main
2013-02-01 07:56:35,Williams Capital,Hold,Buy,down
2013-02-05 08:33:20,Deutsche Bank,Hold,,main
2013-02-05 10:57:07,Barclays,Equal-Weight,Overweight,down
2013-03-13 15:25:43,Sterne Agee,Buy,,init
2013-04-03 16:48:32,FBN Securities,Sector Perform,Underperform,up
2013-04-23 06:49:43,Barclays,Overweight,Equal-Weight,up
2013-04-26 07:22:46,RBC Capital,Top Pick,,up
2013-04-30 06:26:27,JP Morgan,Neutral,Overweight,down
2013-05-22 08:12:36,KeyBanc,Hold,Buy,down
2013-06-03 09:47:53,Deutsche Bank,Hold,,main
2013-06-26 06:36:35,Bank of America,Neutral,,init
2013-07-24 08:55:27,Compass Point,Neutral,Buy,down
2013-07-26 07:00:00,Barclays,Equal-Weight,Overweight,down
2013-07-26 07:17:54,Credit Suisse,Outperform,Neutral,up
2013-07-26 07:52:51,ISI Group,Neutral,Strong Buy,down
2013-07-30 07:28:54,Williams Financial,Buy,Hold,up
2013-07-30 08:43:54,Raymond James,Market Perform,Outperform,down
2013-07-30 09:14:14,UBS,Buy,Neutral,up
2013-07-31 10:08:28,Compass Point,Neutral,,main
2013-08-15 08:37:07,RBC Capital,Outperform,Top Pick,down
2013-08-19 08:14:23,Wells Fargo,Outperform,Market Perform,up
2013-12-13 08:33:32,Citigroup,Neutral,,main
2013-12-30 16:00:00,FBN Securities,Underperform,Sector Perform,down
2014-01-10 08:30:00,JP Morgan,Underweight,Neutral,down
2014-01-31 08:00:00,Raymond James,Outperform,Market Perform,up
2014-02-03 08:04:05,Compass Point,Neutral,,main
2014-02-03 16:00:00,Susquehanna,Positive,Neutral,up
2014-03-04 08:00:00,KeyBanc,Buy,Hold,up
2014-03-10 08:00:00,UBS,Buy,,main
2014-03-12 07:09:12,Credit Suisse,Neutral,Outperform,down
2014-03-25 08:00:00,Barclays,Underweight,Equal-weight,down
2014-06-30 21:06:03,Barclays,Underweight,,main
2014-09-09 05:37:38,JP Morgan,Neutral,Underweight,up
2014-10-02 05:35:46,Goldman Sachs,Neutral,Sell,up
2014-10-13 08:30:00,Compass Point,Neutral,,main
2014-10-13 09:00:00,Barclays,Underweight,,main
2014-10-20 08:36:52,Buckingham Research,Buy,,init
2014-11-10 08:00:00,Bank of America,Buy,,main
2015-01-12 09:00:00,JP Morgan,Neutral,,main
2015-01-15 00:00:00,Morgan Stanley,Equal-Weight,,init
2015-01-20 04:16:01,Credit Suisse,Underperform,Neutral,down
2015-01-20 09:31:13,Buckingham Research,Neutral,Buy,down
2015-01-30 06:16:10,Wells Fargo,Market Perform,Outperform,down
2015-01-30 09:00:00,Citigroup,Neutral,,main
2015-03-09 08:37:52,Buckingham Research,Buy,Neutral,up
2015-04-09 06:24:19,JP Morgan,Underweight,Neutral,down
2015-04-24 08:41:09,Zelman,Buy,,up
2015-04-24 09:00:00,Barclays,Underweight,,main
2015-05-15 08:46:08,Raymond James,Market Perform,Outperform,down
2015-09-11 06:01:39,JP Morgan,Neutral,,up
2015-10-13 04:22:36,Morgan Stanley,Underweight,Equal-Weight,down
2015-10-13 08:15:25,Barclays,Underperform,,main
2015-10-23 13:38:51,Barclays,Underweight,,main
2015-12-22 07:46:45,Sterne Agee CRT,Neutral,Buy,down
2016-01-08 08:01:52,Raymond James,Outperform,Market Perform,up
2016-01-13 06:34:56,JP Morgan,Overweight,Neutral,up
2016-01-20 11:31:10,Barclays,Underweight,,main
2016-01-29 05:45:15,Credit Suisse,Underperform,,main
2016-03-16 07:45:14,Bank of America,Underperform,Neutral,down
2016-04-04 10:03:00,Zelman,Hold,Buy,down
2016-04-04 12:47:27,KeyBanc,Sector Perform,Overweight,down
2016-04-05 06:00:22,JP Morgan,Neutral,Overweight,down
2016-04-05 08:15:19,JP Morgan,Neutral,,main
2016-04-06 04:32:15,Barclays,Equal-Weight,Underweight,up
2016-04-25 06:51:08,Raymond James,Market Perform,Outperform,down
2016-07-22 09:13:33,JP Morgan,Overweight,Neutral,up
2016-07-25 06:54:08,Deutsche Bank,Buy,Hold,up
2016-09-20 02:28:46,Wedbush,Underperform,,init
2016-09-29 06:33:58,Wells Fargo,Market Perform,,init
2016-11-15 12:33:32,Evercore ISI Group,Hold,,init
2017-01-06 11:01:09,Barclays,Overweight,,init
2017-01-27 12:39:44,Bank of America,Buy,Underperform,up
2017-02-08 12:31:12,BTIG Research,Neutral,,init
