Date,Firm,To Grade,From Grade,Action
2017-01-24 12:45:42,Avondale Partners,Market Perform,Market Outperform,down
2017-06-27 18:30:43,Wells Fargo,Outperform,,init
2017-11-03 16:03:05,Baird,Outperform,,main
2017-11-07 14:05:35,Credit Suisse,Outperform,,init
2017-11-13 15:08:09,BMO Capital,Outperform,,main
2017-11-17 11:41:55,KeyBanc,Overweight,,init
2018-02-01 11:50:45,Jefferies,Buy,,init
2018-03-22 15:12:28,BMO Capital,Outperform,Outperform,main
2018-04-10 14:13:19,Credit Suisse,Outperform,Outperform,main
2018-04-10 14:20:06,BMO Capital,Outperform,Outperform,main
2018-05-04 12:39:18,Baird,Neutral,Outperform,down
2018-11-01 15:00:09,BMO Capital,Outperform,Outperform,main
2019-06-18 12:52:44,BMO Capital,Outperform,,main
2019-12-19 12:42:40,Benchmark,Buy,,main
2020-01-30 13:23:33,Benchmark,Buy,,main
2020-01-30 14:57:39,Sidoti & Co.,Buy,,main
2020-02-14 12:19:30,Benchmark,Buy,,reit
2020-02-14 13:50:46,SunTrust Robinson Humphrey,Buy,,main
2020-03-19 13:07:26,Sidoti & Co.,Neutral,Buy,down
2020-03-26 13:04:58,SunTrust Robinson Humphrey,Hold,Buy,down
2020-03-31 13:19:51,Sidoti & Co.,Buy,Neutral,up
2020-05-12 12:06:46,Credit Suisse,Outperform,,main
2020-05-12 12:42:54,SunTrust Robinson Humphrey,Hold,,main
2020-05-12 13:44:09,Sidoti & Co.,Buy,,main
2020-06-16 13:08:28,Sidoti & Co.,Buy,,main
2020-07-21 12:50:38,SunTrust Robinson Humphrey,Buy,Hold,up
2020-08-07 13:42:13,Credit Suisse,Outperform,,main
2020-10-08 11:20:22,B of A Securities,Buy,,init
2020-11-05 15:42:48,Benchmark,Buy,,main
2020-11-06 16:53:07,Credit Suisse,Outperform,,main
2021-02-22 16:51:09,BMO Capital,Outperform,,main
2021-05-10 11:22:44,BMO Capital,Outperform,,main
2021-06-18 12:13:52,Truist Securities,Buy,,main
2021-08-09 13:38:39,BMO Capital,Outperform,,main
2021-08-10 12:31:59,Credit Suisse,Outperform,,main
2021-08-31 12:17:36,Truist Securities,Buy,,main
2021-11-08 13:50:25,BMO Capital,Outperform,,main
2021-11-17 12:44:38,Credit Suisse,Outperform,,main
2022-02-18 12:18:49,Benchmark,Buy,,main
2022-02-18 12:57:45,Jefferies,Buy,,main
