Date,Firm,To Grade,From Grade,Action
2012-05-30 07:22:00,KeyBanc,Buy,,up
2012-07-10 05:51:00,JP Morgan,Neutral,,main
2013-03-21 15:20:49,Sidoti & Co.,Neutral,Buy,down
2013-05-31 09:34:26,Stephens & Co.,Overweight,Equal-Weight,up
2013-06-18 07:56:56,KeyBanc,Hold,Buy,down
2013-10-21 10:27:49,Stephens & Co.,Equal-Weight,Overweight,down
2014-05-08 06:10:42,Goldman Sachs,Neutral,Buy,down
2014-07-30 09:30:00,CLSA,Underperform,Outperform,down
2014-12-08 09:00:00,JP Morgan,Neutral,,main
2015-04-06 07:10:48,KeyBanc,Underweight,Sector Weight,down
2015-04-24 09:33:12,Cleveland Research,Neutral,,down
2015-05-05 07:33:54,Stephens & Co.,Overweight,Equal-Weight,up
2015-10-19 10:35:08,BMO Capital,Market Perform,,main
2015-12-03 07:59:20,CLSA,Outperform,Underperform,up
2015-12-15 16:28:07,Jefferies,Underperform,,init
2015-12-16 08:52:39,Jefferies,Underperform,,init
2016-01-11 07:18:12,JP Morgan,Overweight,Neutral,up
2016-03-15 03:44:55,Goldman Sachs,Sell,Neutral,down
2016-05-27 03:42:32,JP Morgan,Neutral,Overweight,down
2016-08-18 06:41:51,CLSA,Buy,Outperform,up
2016-10-05 08:36:03,DA Davidson,Neutral,,init
2016-12-02 13:55:38,KeyBanc,Sector Weight,,init
2016-12-05 17:17:36,DA Davidson,Buy,Neutral,up
2017-03-27 17:38:36,KeyBanc,Overweight,,up
2017-06-06 10:48:44,Barclays,Equal-Weight,,init
2017-06-08 19:07:17,Mizuho,Buy,,init
2017-06-12 10:20:14,KeyBanc,Equal-Weight,Overweight,down
2017-08-25 14:01:21,BMO Capital,Market Perform,,main
2017-08-25 16:43:31,Barclays,Equal-Weight,,main
2017-10-02 09:57:30,Mizuho,Neutral,Buy,down
2017-10-06 19:26:03,JP Morgan,Underweight,Neutral,down
2017-10-31 15:19:06,KeyBanc,Sector Weight,,init
2017-11-05 18:42:45,Morgan Stanley,Equal-Weight,,init
2018-02-21 13:09:43,Buckingham,Neutral,,init
2018-02-23 14:19:02,Buckingham,Neutral,Neutral,main
2018-02-23 14:40:02,BMO Capital,Market Perform,Market Perform,main
2018-02-26 16:47:28,Barclays,Equal-Weight,Equal-Weight,main
2018-02-27 15:31:10,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-02-28 13:16:01,Vertical Group,Buy,Hold,up
2018-04-11 12:44:11,Buckingham,Neutral,Neutral,main
2018-05-25 12:31:00,Buckingham,Neutral,Neutral,main
2018-05-25 15:26:35,BMO Capital,Market Perform,Market Perform,main
2018-06-01 12:29:26,JP Morgan,Underweight,Underweight,main
2018-07-25 12:28:36,Buckingham,Neutral,Neutral,main
2018-08-16 12:28:12,Buckingham,Neutral,Neutral,main
2018-08-24 11:59:22,Stephens & Co.,Overweight,Equal-Weight,up
2018-12-18 13:59:09,Barclays,Equal-Weight,Equal-Weight,main
2019-01-28 11:54:10,Mizuho,Buy,Neutral,up
2019-02-27 14:17:37,BMO Capital,Market Perform,Market Perform,main
2019-03-05 12:37:17,Stephens & Co.,Equal-Weight,,init
2019-03-13 11:04:52,JP Morgan,Neutral,Underweight,up
2019-04-11 14:24:27,Buckingham,Neutral,Neutral,main
2019-04-23 11:12:15,Goldman Sachs,Neutral,Sell,up
2019-10-25 11:18:53,Bank of America,Underperform,,init
2019-12-13 12:18:33,Credit Suisse,Outperform,,init
2019-12-20 13:26:07,Buckingham,Neutral,,main
2019-12-20 17:40:47,Barclays,Equal-Weight,,main
2020-01-28 13:09:07,Buckingham,Neutral,,main
2020-01-28 15:54:59,Buckingham Research,Neutral,,main
2020-02-28 11:17:19,Stephens & Co.,Equal-Weight,,reit
2020-02-28 14:59:37,JP Morgan,Neutral,,main
2020-03-20 08:57:23,JP Morgan,Overweight,Neutral,up
2020-03-31 09:08:55,Barclays,Overweight,Equal-Weight,up
2020-04-02 11:50:01,B of A Securities,Neutral,Buy,down
2020-04-02 20:25:22,JP Morgan,Overweight,,main
2020-04-03 20:45:34,Credit Suisse,Outperform,,main
2020-05-29 09:45:44,CFRA,Hold,,main
2020-08-05 12:58:33,Credit Suisse,Neutral,Outperform,down
2020-08-28 12:44:28,Credit Suisse,Neutral,,main
2020-09-08 13:59:11,Seaport Global,Neutral,,init
2020-09-10 10:25:30,Goldman Sachs,Buy,Neutral,up
2020-12-18 12:51:50,Goldman Sachs,Buy,Neutral,down
2021-01-21 11:54:29,BMO Capital,Outperform,Market Perform,up
2021-02-08 14:10:32,Stephens & Co.,Overweight,Equal-Weight,up
2021-02-26 13:28:10,Credit Suisse,Neutral,,main
2021-05-28 12:51:17,BMO Capital,Outperform,,main
2021-06-02 10:28:58,Barclays,Equal-Weight,Overweight,down
2021-06-22 11:40:30,JP Morgan,Overweight,,main
2021-07-09 12:28:23,Stephens & Co.,Equal-Weight,Overweight,down
2021-08-10 10:26:35,BMO Capital,Market Perform,Outperform,down
2021-08-10 14:06:24,JP Morgan,Neutral,Overweight,down
2021-08-18 11:01:50,Credit Suisse,Neutral,,main
2021-08-24 10:33:14,Barclays,Equal-Weight,,main
2021-08-27 10:51:44,Stephens & Co.,Equal-Weight,,main
