Date,Firm,To Grade,From Grade,Action
2016-03-29 06:25:17,FBR Capital,Outperform,,init
2017-02-07 12:41:42,Noble Financial,Buy,,init
2018-05-30 11:17:13,H.C. Wainwright,Buy,,init
2019-06-18 11:38:48,Janney Capital,Buy,,init
2019-07-24 13:28:50,Dawson James,Buy,,init
2020-03-16 11:15:03,H.C. Wainwright,Buy,,init
2020-09-28 12:20:00,Ladenburg Thalmann,Buy,,init
2020-10-21 10:09:18,HC Wainwright & Co.,Buy,,main
2020-12-16 11:11:53,HC Wainwright & Co.,Buy,,main
2021-02-23 21:27:52,Cantor Fitzgerald,Overweight,,reit
2021-06-15 10:09:19,HC Wainwright & Co.,Buy,,main
2021-06-28 10:11:34,HC Wainwright & Co.,Buy,,main
2021-09-23 11:54:31,BTIG,Buy,,init
2022-02-02 11:38:07,HC Wainwright & Co.,Buy,,main
