Date,Firm,To Grade,From Grade,Action
2012-04-02 10:24:00,Imperial Capital,Outperform,,main
2012-09-07 11:38:00,Imperial Capital,Outperform,,main
2012-12-07 10:26:36,Imperial Capital,Outperform,,main
2013-01-22 08:12:44,Credit Suisse,Neutral,,init
2013-03-18 10:28:48,JP Morgan,Overweight,,main
2013-04-01 07:18:18,Deutsche Bank,Buy,,main
2013-04-03 10:31:18,Imperial Capital,Outperform,,init
2013-12-03 16:00:00,CRT Capital,Buy,Fair Value,up
2014-01-16 06:24:48,Imperial Capital,Outperform,,main
2014-01-16 16:00:00,FBR Capital,Outperform,Market Perform,up
2014-04-01 14:33:51,Imperial Capital,Outperform,,main
2014-06-05 06:15:36,Credit Suisse,Outperform,Neutral,up
2014-06-05 20:36:49,JP Morgan,Overweight,,main
2014-06-16 21:01:19,JP Morgan,Overweight,,main
2014-09-03 09:00:00,JP Morgan,Overweight,,main
2014-09-05 08:00:00,Imperial Capital,Outperform,,main
2014-09-26 05:37:28,Goldman Sachs,Buy,,init
2014-11-13 10:39:39,CRT Capital,Fair Value,Buy,down
2014-12-04 04:30:09,Credit Suisse,Outperform,,main
2014-12-04 09:00:00,Deutsche Bank,Buy,,main
2014-12-08 13:52:03,Imperial Capital,Outperform,,main
2015-03-26 09:00:00,Credit Suisse,Outperform,,main
2015-04-28 09:00:00,JP Morgan,Overweight,,main
2015-06-04 09:00:00,JP Morgan,Overweight,,main
2015-09-03 06:10:31,Oppenheimer,Outperform,,main
2015-09-03 06:11:36,FBR Capital,Outperform,,main
2015-09-03 07:09:46,Credit Suisse,Outperform,,main
2015-09-04 13:54:35,RBC Capital,Outperform,,main
2015-12-03 05:32:27,Credit Suisse,Neutral,Outperform,down
2016-03-30 06:46:09,Credit Suisse,Underperform,Neutral,down
2016-03-30 07:08:38,Deutsche Bank,Hold,Buy,down
2016-03-30 07:51:06,JP Morgan,Overweight,,main
2016-09-08 07:23:28,JP Morgan,Overweight,,main
2016-09-08 07:53:12,Deutsche Bank,Hold,,main
2016-09-12 03:32:38,Imperial Capital,Outperform,,main
2017-02-10 14:03:28,Goldman Sachs,Buy,,init
2017-03-31 11:05:49,Imperial Capital,In-Line,Outperform,down
2017-09-07 13:56:53,Deutsche Bank,Hold,,main
2018-05-31 10:07:58,Imperial Capital,Outperform,In-Line,up
2018-10-19 16:10:07,Wedbush,Outperform,,init
2019-01-10 13:40:55,Jefferies,Buy,,init
2019-03-29 10:03:00,Imperial Capital,Outperform,Outperform,main
2019-05-31 13:44:16,Imperial Capital,Outperform,,main
2019-10-23 10:51:07,Needham,Buy,,init
2019-11-12 11:44:51,Goldman Sachs,Buy,,init
2020-01-16 19:33:14,Needham,Buy,,main
2020-04-01 11:09:40,Needham,Buy,,main
2020-04-01 13:26:49,Oppenheimer,Outperform,,main
2020-04-02 07:37:12,RBC Capital,Outperform,,main
2020-06-11 08:53:28,Imperial Capital,Outperform,,main
2020-09-10 09:37:56,Needham,Buy,,main
2020-12-10 10:46:04,Needham,Buy,,main
2020-12-10 13:26:56,Wedbush,Outperform,,main
2021-01-12 13:32:20,Wedbush,Outperform,,main
2021-01-22 11:58:20,Needham,Buy,,main
2021-01-25 11:55:42,Wedbush,Outperform,,main
2021-02-03 11:27:07,Needham,Buy,,main
2021-02-03 16:43:29,Wedbush,Outperform,,main
2021-04-01 17:46:07,RBC Capital,Outperform,,main
2021-06-02 11:52:07,Evercore ISI Group,Outperform,,init
2021-09-01 10:07:07,Cowen & Co.,Outperform,,init
2021-12-03 12:51:37,RBC Capital,Outperform,,main
