Date,Firm,To Grade,From Grade,Action
2012-02-14 06:20:00,Citigroup,Buy,,up
2012-03-01 09:38:00,Jefferies,Buy,,main
2012-03-02 09:32:00,JP Morgan,Neutral,,main
2012-03-19 06:49:00,Citigroup,Buy,,main
2012-03-19 07:29:00,BMO Capital,Outperform,,up
2012-03-26 06:40:00,Jefferies,Buy,,main
2012-03-26 08:52:00,Canaccord Genuity,Sell,,init
2012-03-30 12:30:00,Wedbush,Neutral,,main
2012-04-04 06:02:00,PiperJaffray,Overweight,,up
2012-04-13 06:25:00,Jefferies,Buy,,main
2012-05-03 11:46:00,Canaccord Genuity,Sell,,main
2012-05-21 06:51:00,JP Morgan,Neutral,,main
2012-08-02 09:32:00,Canaccord Genuity,Sell,,main
2012-08-02 13:32:00,Jefferies,Buy,,main
2012-08-02 16:06:00,Wedbush,Neutral,,main
2012-08-03 11:26:00,UBS,Neutral,,main
2012-08-13 07:13:00,PiperJaffray,Overweight,,main
2012-08-16 08:11:00,BMO Capital,Outperform,,main
2012-08-16 08:12:00,Susquehanna,Positive,,main
2012-08-17 08:08:00,Stifel Nicolaus,Buy,,main
2012-08-17 08:22:00,Canaccord Genuity,Sell,,main
2012-08-17 11:39:00,UBS,Neutral,,main
2012-08-20 06:18:00,ISI Group,Hold,Sell,up
2012-08-20 08:40:00,ISI Group,Hold,Hold,main
2012-08-21 12:50:00,Standpoint Research,Sell,Hold,down
2012-08-31 10:22:00,UBS,Neutral,,main
2012-09-13 05:50:00,Citigroup,Neutral,,init
2012-09-21 14:51:00,Jefferies,Buy,,main
2012-09-24 06:36:00,Jefferies,Buy,,main
2012-10-05 06:33:00,PiperJaffray,Overweight,,main
2012-10-05 08:56:00,Caris & Co.,Buy,Above Average,up
2012-10-05 10:41:00,JP Morgan,Neutral,,main
2012-11-16 08:39:00,Canaccord Genuity,Hold,Sell,up
2012-12-05 09:27:18,JP Morgan,Neutral,,main
2012-12-27 10:34:20,Standpoint Research,Hold,Sell,up
2013-02-26 10:22:25,UBS,Neutral,,main
2013-03-04 06:20:33,Sterne Agee,Underperform,,init
2013-03-07 16:02:21,Wedbush,Neutral,,main
2013-03-13 08:17:22,JP Morgan,Neutral,,main
2013-03-18 06:44:33,Jefferies,Buy,,main
2013-04-02 06:36:52,Barclays,Overweight,,init
2013-04-08 09:32:53,Avondale Partners,Market Perform,Underperform,up
