Date,Firm,To Grade,From Grade,Action
2012-08-14 05:59:00,Keefe Bruyette & Woods,Outperform,,main
2012-09-25 09:03:00,Compass Point,Buy,,main
2012-11-28 09:34:00,PiperJaffray,Neutral,,init
2013-03-07 12:32:14,Compass Point,Buy,,main
2013-03-08 08:56:13,Morgan Stanley,Overweight,,main
2013-06-17 06:56:04,Sterne Agee,Neutral,,init
2013-08-09 07:32:30,Compass Point,Buy,,main
2013-10-02 07:17:38,Morgan Stanley,Equal-Weight,,down
2013-10-23 08:55:16,Wells Fargo,Market Perform,,init
2013-11-08 09:43:00,Compass Point,Buy,,main
2014-03-19 06:26:35,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2014-08-07 16:00:00,Keefe Bruyette & Woods,Market Perform,,main
2014-09-16 06:47:11,RBC Capital,Outperform,,init
2014-10-17 09:00:00,Keefe Bruyette & Woods,Market Perform,,main
2014-11-07 08:00:00,Wells Fargo,Outperform,Market Perform,up
2014-11-07 20:52:51,Morgan Stanley,Equal-Weight,,main
2014-11-11 09:00:00,Keefe Bruyette & Woods,Market Perform,,main
2015-03-17 04:50:45,Keefe Bruyette & Woods,Outperform,Market Perform,up
2015-03-18 09:00:00,Keefe Bruyette & Woods,Outperform,,main
2015-04-13 09:00:00,JMP Securities,Market Outperform,,main
2015-05-07 09:00:00,Keefe Bruyette & Woods,Outperform,,main
2015-11-05 05:12:02,Keefe Bruyette & Woods,Market Perform,Outperform,down
2015-11-05 05:17:46,JMP Securities,Market Perform,Market Outperform,down
2016-02-16 07:05:38,Morgan Stanley,Overweight,Equal-Weight,up
2016-05-05 07:34:30,JMP Securities,Market Outperform,Market Perform,up
2016-08-04 13:42:25,JMP Securities,Market Outperform,,main
2016-08-04 14:23:32,Keefe Bruyette & Woods,Market Perform,,main
2016-10-06 10:38:45,Wedbush,Neutral,,init
2017-08-03 15:23:13,JMP Securities,Outperform,Market Outperform,up
2018-05-05 13:32:15,Argus,Buy,Hold,up
2018-11-01 12:06:45,Wedbush,Outperform,Neutral,up
2018-11-01 15:11:22,JMP Securities,Market Outperform,Market Outperform,main
2019-02-21 13:04:09,JMP Securities,Market Outperform,Market Outperform,main
2019-03-14 12:37:17,BTIG Research,Buy,,init
2019-09-06 10:49:50,Keefe Bruyette & Woods,Market Perform,Outperform,down
2020-02-06 11:16:42,Compass Point,Neutral,Buy,down
2020-02-18 10:42:05,JMP Securities,Market Perform,Market Outperform,down
2020-05-07 12:13:41,Keefe Bruyette & Woods,Market Perform,,main
2020-06-09 12:03:59,JMP Securities,Market Outperform,Market Perform,up
2020-08-06 12:11:51,Wedbush,Outperform,,main
2020-11-02 14:13:25,Wedbush,Outperform,,main
2021-02-10 14:21:31,Wedbush,Outperform,,main
2021-06-15 10:47:14,Wolfe Research,Outperform,,init
2021-10-07 10:48:32,JMP Securities,Market Outperform,,main
2021-11-08 13:34:45,Jefferies,Buy,,init
