Date,Firm,To Grade,From Grade,Action
2012-03-14 12:14:00,UBS,Buy,,main
2012-05-15 06:13:00,Credit Suisse,Outperform,,main
2012-06-05 06:21:00,Deutsche Bank,Buy,,main
2012-06-06 05:58:00,Drexel Hamilton,Hold,,init
2012-07-24 07:08:00,Deutsche Bank,Buy,,main
2012-08-01 09:47:00,Bank of America,Buy,,main
2012-08-01 14:05:00,Barclays,Overweight,,main
2012-08-01 14:26:00,Drexel Hamilton,Hold,,main
2012-08-03 07:00:00,Deutsche Bank,Buy,,main
2012-08-03 11:26:00,UBS,Neutral,Buy,down
2012-09-05 07:07:00,Deutsche Bank,Buy,,main
2012-09-05 12:27:00,Deutsche Bank,Buy,,main
2012-09-20 10:58:00,Deutsche Bank,Buy,,main
2012-09-27 08:53:00,SunTrust Robinson Humphrey,Neutral,,init
2012-10-01 08:01:00,FBR Capital,Market Perform,Outperform,down
2012-10-01 12:26:00,Barclays,Overweight,,main
2012-10-12 07:33:00,Citigroup,Neutral,,main
2012-11-01 14:51:00,UBS,Neutral,,main
2012-11-16 07:36:00,Deutsche Bank,,,main
2012-11-16 07:44:00,Deutsche Bank,Buy,,main
2012-11-28 12:43:00,Deutsche Bank,Buy,,main
2012-12-18 08:06:26,Deutsche Bank,Buy,,main
2013-01-03 12:23:36,Barclays,Overweight,,main
2013-03-05 06:59:53,Credit Suisse,Outperform,,main
2013-04-18 13:01:58,Deutsche Bank,Buy,,main
2013-05-03 09:02:48,Goldman Sachs,Buy,,main
2013-06-05 08:21:05,Nomura,Neutral,,init
2013-06-26 07:48:34,Deutsche Bank,Buy,,main
2013-06-26 09:15:42,Deutsche Bank,Buy,,main
2013-07-25 07:00:00,RBC Capital,Outperform,Sector Perform,up
2013-08-01 08:33:04,Nomura,Neutral,,main
2013-08-05 07:12:17,Deutsche Bank,Hold,Buy,down
2013-09-12 07:28:29,Wells Fargo,Outperform,Market Perform,up
2013-09-18 07:00:00,Guggenheim,Buy,,init
2013-09-19 07:28:17,Credit Suisse,Outperform,,main
2013-10-01 16:54:18,Keefe Bruyette & Woods,Outperform,Market Perform,up
2013-10-02 06:19:59,Keefe Bruyette & Woods,Outperform,Market Perform,up
2014-01-16 08:00:00,Raymond James,Strong Buy,,main
2014-02-12 16:00:00,Citigroup,Neutral,,init
2014-03-31 23:24:42,Barclays,Overweight,,main
2014-04-15 23:54:03,Citigroup,Hold,,main
2014-05-07 02:21:54,Citigroup,Hold,,main
2014-05-09 03:01:40,Raymond James,Strong Buy,,main
2014-05-13 20:26:05,Deutsche Bank,Hold,,main
2014-06-30 19:22:38,Barclays,Overweight,,main
2014-07-29 06:17:58,William Blair,Market Perform,Outperform,down
2014-07-31 22:36:49,Nomura,Neutral,,main
2014-08-01 01:44:27,Keefe Bruyette & Woods,Buy,,main
2014-08-12 09:00:00,Deutsche Bank,Hold,,main
2014-08-28 06:13:22,Compass Point,Neutral,,init
2014-10-01 08:00:00,FBR Capital,Market Perform,,main
2014-10-01 09:00:00,FBR Capital,Market Perform,,main
2014-10-02 09:00:00,Barclays,Overweight,,main
2014-10-08 09:00:00,Citigroup,Neutral,,main
2014-10-30 09:00:00,Nomura,Neutral,,main
2014-11-03 09:00:00,Keefe Bruyette & Woods,Outperform,,main
2014-11-17 08:53:41,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2014-12-09 00:00:00,JP Morgan,Overweight,,init
2015-01-08 09:00:00,Barclays,Overweight,,main
2015-02-06 09:00:00,Citigroup,Neutral,,main
2015-02-06 10:25:32,Sandler O'Neill,Hold,Buy,down
2015-02-18 09:00:00,Citigroup,Neutral,,main
2015-02-23 09:00:00,Deutsche Bank,Hold,,main
2015-04-01 17:34:11,Credit Suisse,Outperform,,init
2015-05-06 09:00:00,Credit Suisse,Outperform,,main
2015-05-07 09:00:00,Citigroup,Neutral,,main
2015-06-22 07:42:44,Citigroup,Sell,Neutral,down
2015-07-13 07:28:12,Keefe Bruyette & Woods,Outperform,Market Perform,up
2015-08-04 06:28:32,Goldman Sachs,Neutral,Buy,down
2015-08-04 07:35:06,RBC Capital,Sector Perform,Outperform,down
2015-08-04 14:06:37,Barclays,Overweight,,main
2015-08-05 07:31:45,Macquarie,Neutral,Underperform,up
2015-08-05 17:20:50,Keefe Bruyette & Woods,Outperform,,main
2015-08-10 07:42:05,Deutsche Bank,Buy,Hold,up
2015-09-17 12:35:28,Citigroup,Sell,,main
2015-09-21 10:19:47,Sandler O'Neill,Buy,Hold,up
2015-10-15 09:16:26,PiperJaffray,Overweight,,init
2015-11-04 14:39:44,Keefe Bruyette & Woods,Outperform,,main
2015-12-01 08:13:16,Citigroup,Neutral,Sell,up
2016-01-19 11:01:34,Macquarie,Outperform,Neutral,up
2016-02-04 14:45:52,Nomura,Neutral,,main
2016-02-05 06:20:45,Citigroup,Buy,Neutral,up
2016-04-08 04:58:20,Citigroup,Buy,,main
2016-08-04 12:57:02,Deutsche Bank,Buy,,main
2016-09-30 08:51:53,Barclays,Overweight,,main
2017-01-06 12:45:03,Credit Suisse,Neutral,Outperform,down
2017-01-10 13:34:49,Goldman Sachs,Buy,Neutral,up
2017-03-01 13:46:48,Keefe Bruyette & Woods,Market Perform,Outperform,down
2017-04-19 14:26:10,Macquarie,Neutral,Outperform,down
2017-07-10 21:23:23,Barclays,Overweight,,main
2017-07-13 17:12:49,Citigroup,Buy,,main
2017-08-03 15:17:52,Deutsche Bank,Hold,Buy,down
2017-08-11 12:23:46,Barclays,Overweight,,main
2017-09-19 19:42:00,UBS,Neutral,,main
2017-10-02 19:49:20,Citigroup,Buy,,main
2017-11-02 16:46:43,Credit Suisse,Neutral,,main
2017-11-06 12:46:19,UBS,Neutral,,main
2017-12-04 14:42:45,Goldman Sachs,Neutral,,init
2018-01-02 11:24:51,Keefe Bruyette & Woods,Underperform,Market Perform,down
2018-01-09 18:45:36,Wells Fargo,Market Perform,Outperform,down
2018-02-08 16:23:29,Bank of America,Buy,Buy,main
2018-02-09 13:42:22,Deutsche Bank,Hold,Hold,main
2018-02-16 18:17:41,Citigroup,Buy,Buy,main
2018-02-21 14:32:42,Morgan Stanley,Equal-Weight,,main
2018-03-27 12:39:55,Citigroup,Buy,Buy,main
2018-03-28 12:15:23,Citigroup,Buy,Buy,main
2018-04-02 11:31:43,Keefe Bruyette & Woods,Market Perform,Underperform,up
2018-04-10 12:47:57,Citigroup,Buy,Buy,main
2018-05-04 12:20:03,Citigroup,Buy,Buy,main
2018-05-09 12:51:31,Argus,Buy,Buy,main
2018-07-16 12:29:21,B. Riley FBR,Neutral,Neutral,main
2018-07-18 12:14:51,Buckingham,Neutral,Underperform,up
2018-07-20 11:35:48,Citigroup,Buy,Buy,main
2018-08-07 12:52:12,Credit Suisse,Outperform,,init
2018-08-07 13:06:14,B. Riley FBR,Neutral,Neutral,main
2018-08-28 13:24:31,Credit Suisse,Outperform,Outperform,main
2018-10-12 11:21:58,Citigroup,Buy,Buy,main
2018-11-02 15:31:15,Citigroup,Buy,Buy,main
2018-11-14 12:51:20,Morgan Stanley,Equal-Weight,Equal-Weight,main
2019-01-15 13:49:04,Compass Point,Buy,,init
2019-04-08 10:59:34,Credit Suisse,Neutral,Outperform,down
2019-05-07 13:04:54,UBS,Neutral,Neutral,main
2019-05-21 11:33:51,Morgan Stanley,Equal-Weight,,main
