Date,Firm,To Grade,From Grade,Action
2020-11-24 08:55:54,KeyBanc,Sector Weight,,init
2020-11-24 11:04:05,Goldman Sachs,Buy,,init
2020-11-24 11:05:34,Morgan Stanley,Equal-Weight,,init
2020-11-24 11:06:22,Stifel,Hold,,init
2020-11-24 13:56:06,B of A Securities,Buy,,init
2020-12-11 11:18:52,China Renaissance,Buy,,init
2021-03-26 13:32:39,Bernstein,Underperform,,init
2021-05-13 10:34:37,Macquarie,Outperform,,init
2021-05-14 15:45:43,JP Morgan,Overweight,Neutral,up
2021-08-02 13:07:37,Goldman Sachs,Neutral,Buy,down
2021-08-11 09:01:46,Morgan Stanley,Overweight,Equal-Weight,up
2021-11-02 10:16:10,Bernstein,Market Perform,Underperform,up
