Date,Firm,To Grade,From Grade,Action
2020-11-13 11:47:11,Piper Sandler,Overweight,Neutral,up
2021-01-20 12:08:11,Stephens & Co.,Overweight,,init
2021-01-20 14:46:41,Credit Suisse,Outperform,,main
2021-02-03 16:01:22,DA Davidson,Neutral,Buy,down
2021-03-23 11:23:45,Truist Securities,Hold,,init
2021-08-13 11:06:24,Stephens & Co.,Overweight,,main
2021-08-24 13:48:40,Goldman Sachs,Neutral,,main
2021-11-02 12:05:24,Oppenheimer,Outperform,,main
2021-11-16 13:16:47,Oppenheimer,Outperform,,main
2021-11-19 14:42:04,Citigroup,Buy,,main
2022-01-05 15:39:33,B of A Securities,Neutral,,init
2022-01-14 12:23:51,Credit Suisse,Outperform,,main
2022-01-19 14:25:58,Stephens & Co.,Equal-Weight,Overweight,down
2022-02-08 09:50:39,Oppenheimer,Perform,Outperform,down
