Date,Firm,To Grade,From Grade,Action
2015-07-21 07:29:46,Deutsche Bank,Hold,Buy,down
2016-04-04 07:00:16,Deutsche Bank,Hold,Buy,down
2016-07-19 09:48:04,Raymond James,Outperform,Market Perform,up
2016-08-31 11:49:00,Bank of America,Neutral,Buy,down
2016-09-27 05:26:38,Credit Suisse,Outperform,Neutral,up
2016-10-03 11:23:47,HSBC,Hold,Buy,down
2017-12-08 14:53:05,Berenberg,Hold,Sell,up
2018-09-07 11:52:09,Argus,Buy,Buy,main
2019-09-09 11:12:38,JP Morgan,Neutral,Overweight,down
2019-12-09 14:38:38,Bank of America,Neutral,Buy,down
2020-02-04 11:30:19,Berenberg,Hold,Buy,down
2021-07-07 13:06:54,Citigroup,Neutral,Buy,down
2021-09-08 10:20:57,Bernstein,Market Perform,,init
2022-01-18 14:37:23,Goldman Sachs,Sell,Neutral,down
2022-01-20 14:24:43,Argus Research,Hold,Buy,down
