Date,Firm,To Grade,From Grade,Action
2012-07-24 16:28:00,Imperial Capital,In-Line,,init
2012-08-20 11:07:00,Sidoti & Co.,Buy,,init
2012-09-28 07:22:00,Williams Capital,Buy,,init
2012-10-22 09:06:00,Imperial Capital,In-Line,,main
2012-11-02 15:33:00,Deutsche Bank,Hold,,main
2013-02-25 08:39:48,Imperial Capital,In-Line,,main
2013-07-11 09:12:52,Imperial Capital,Outperform,,init
2013-07-29 10:39:47,Imperial Capital,Outperform,,main
2013-10-28 07:47:23,Imperial Capital,Outperform,,main
2014-02-24 06:51:37,Imperial Capital,In-Line,Outperform,down
2014-03-31 07:59:55,Deutsche Bank,Buy,Hold,up
2014-03-31 23:01:28,Deutsche Bank,Buy,Hold,up
2014-04-21 14:07:35,Gabelli & Co.,Hold,,init
2014-04-28 08:00:00,Gabelli & Co.,Buy,Hold,up
2014-04-28 22:18:43,Deutsche Bank,Buy,,main
2014-05-29 06:11:48,Stifel Nicolaus,Hold,,init
2014-07-28 21:44:34,Deutsche Bank,Buy,,main
2015-04-14 05:56:39,Stifel Nicolaus,Buy,Hold,up
2015-04-15 06:36:54,Sterne Agee,Buy,Neutral,up
2015-05-06 06:17:55,William Blair,Market Perform,Outperform,down
2015-07-31 13:12:48,Stifel Nicolaus,Buy,,main
2015-09-10 06:15:45,Citigroup,Neutral,,init
2015-10-08 04:39:45,Credit Suisse,Neutral,,init
2016-03-07 06:32:34,Deutsche Bank,Buy,,main
2016-04-19 16:55:22,SunTrust Robinson Humphrey,Buy,,init
2016-06-01 04:09:09,FBR Capital,Outperform,,init
2016-08-08 11:05:01,Citigroup,Neutral,,main
2016-09-07 07:00:53,Wedbush,Outperform,,init
2016-11-22 13:48:57,Seaport Global,Buy,,init
2017-01-06 11:07:39,Barclays,Equal-Weight,,init
2017-08-09 14:55:08,Deutsche Bank,Buy,,main
2017-11-10 17:22:18,Barclays,Equal-Weight,,main
2017-11-10 20:12:07,Citigroup,Neutral,,main
2018-05-05 14:00:39,B. Riley FBR,Buy,,main
2018-06-28 12:41:41,Evercore ISI Group,In-Line,,init
2018-06-28 13:03:59,MKM Partners,Neutral,,init
2018-07-17 11:38:35,Wedbush,Outperform,Outperform,main
2018-08-09 11:24:46,Stifel Nicolaus,Buy,Buy,main
2018-08-13 12:36:12,Barclays,Equal-Weight,Equal-Weight,main
2018-08-20 11:15:43,Deutsche Bank,Buy,Buy,main
2018-09-14 10:13:14,DA Davidson,Buy,,init
2018-10-18 16:55:49,Stephens & Co.,Equal-Weight,Overweight,down
2018-11-05 11:15:19,Evercore ISI Group,Underperform,In-Line,down
2018-11-05 16:21:18,Deutsche Bank,Buy,Buy,main
2018-12-12 16:32:23,Barclays,Equal-Weight,Equal-Weight,main
2019-01-10 12:13:56,DA Davidson,Neutral,Buy,down
2019-01-11 11:56:19,RBC Capital,Sector Perform,Outperform,down
2019-01-15 13:51:48,SunTrust Robinson Humphrey,Hold,Buy,down
2019-02-25 14:57:54,Buckingham,Neutral,,init
2019-03-05 13:38:45,B. Riley FBR,Buy,Buy,main
2019-08-05 10:31:41,Evercore ISI Group,In-Line,Underperform,up
2019-08-07 12:00:31,Buckingham Research,Neutral,,main
2019-10-16 12:08:10,Stephens & Co.,Overweight,Equal-Weight,up
2019-11-21 12:05:21,Deutsche Bank,Buy,,init
2020-01-06 11:38:28,Evercore ISI Group,Outperform,In-Line,up
2020-02-05 11:50:13,DA Davidson,Buy,Neutral,up
2020-02-05 12:02:22,Benchmark,Hold,,init
2020-02-24 10:25:39,RBC Capital,Outperform,Sector Perform,up
2020-02-24 11:40:05,Benchmark,Buy,Hold,up
2020-02-24 11:48:26,B. Riley FBR,Buy,,reit
2020-03-02 14:51:52,SunTrust Robinson Humphrey,Buy,Hold,up
2020-03-17 11:45:32,B. Riley FBR,Neutral,Buy,down
2020-03-25 12:45:21,Deutsche Bank,Buy,,main
2020-04-09 15:06:44,DA Davidson,Buy,,reit
2020-04-14 10:25:34,Stephens & Co.,Overweight,,reit
2020-04-16 18:59:35,SunTrust Robinson Humphrey,Buy,,main
2020-05-04 11:11:03,B. Riley FBR,Neutral,,main
2020-05-04 13:14:29,Stifel,Buy,,main
2020-05-04 14:04:08,Barclays,Equal-Weight,,main
2020-05-05 10:50:57,Deutsche Bank,Hold,Buy,down
2020-06-05 10:57:37,Evercore ISI Group,In-Line,Outperform,down
2020-06-18 12:02:54,Benchmark,Buy,,main
2020-08-03 10:59:05,RBC Capital,Outperform,,main
2020-08-03 14:47:11,B. Riley FBR,Buy,Neutral,up
2020-08-25 12:23:05,Truist Securities,Buy,,main
2020-08-28 10:23:09,Barclays,Overweight,Equal-Weight,up
2020-08-28 10:24:12,Deutsche Bank,Buy,Hold,up
2020-10-01 12:07:34,BTIG,Buy,,reit
2020-11-02 14:21:18,Wedbush,Outperform,,main
2020-11-03 12:50:25,BTIG,Buy,,reit
2021-01-14 11:39:14,BMO Capital,Outperform,,init
2021-05-07 13:54:45,BTIG,Buy,,main
2021-06-09 11:04:35,Barclays,Overweight,,main
2021-07-08 12:08:43,Zelman,Sell,,init
2021-08-06 11:49:59,Barclays,Overweight,,main
2021-08-06 14:05:11,RBC Capital,Outperform,,main
2021-11-05 12:04:52,RBC Capital,Outperform,,main
2021-11-05 14:02:07,Barclays,Overweight,,main
2021-12-08 12:24:14,Barclays,Overweight,,main
2021-12-08 14:36:38,BMO Capital,Outperform,,main
2021-12-08 15:15:47,Benchmark,Buy,,main
2021-12-15 12:34:26,Barclays,Overweight,,main
