Date,Firm,To Grade,From Grade,Action
2012-03-20 06:30:00,Deutsche Bank,Buy,,main
2012-04-09 06:22:00,Bank oferica,Buy,,main
2012-04-13 06:56:00,Goldman Sachs,Neutral,,main
2012-04-13 06:57:00,Wedbush,Outperform,,main
2012-04-26 06:19:00,PiperJaffray,Overweight,,main
2012-04-26 07:21:00,Wedbush,Outperform,,main
2012-04-26 07:34:00,Bank oferica,Buy,,main
2012-04-26 08:41:00,Feltl & Co.,Buy,,main
2012-04-26 12:56:00,Goldman Sachs,Neutral,,main
2012-05-02 07:13:00,JP Morgan,Neutral,,main
2012-05-03 09:14:00,Bank oferica,Buy,,main
2012-06-04 06:17:00,Goldman Sachs,Neutral,,main
2012-06-22 08:47:00,Stephens & Co.,Overweight,,init
2012-07-26 05:36:00,JP Morgan,Overweight,Neutral,up
2012-09-27 06:39:00,JP Morgan,Overweight,,main
2013-01-29 08:39:19,Goldman Sachs,Neutral,,main
2013-01-29 08:45:10,PiperJaffray,Overweight,,main
2013-02-01 08:28:58,BMO Capital,Market Perform,,main
2013-02-14 09:20:02,UBS,Buy,,init
2013-03-06 08:14:19,Nomura,Buy,,main
2013-03-07 10:09:33,Feltl & Co.,Hold,Strong Buy,down
2013-05-03 09:06:22,Oppenheimer,Outperform,Perform,up
2013-05-17 09:38:01,Avondale Partners,Market Outperform,,init
2013-06-05 10:24:17,Northcoast Research,Buy,,init
2013-07-02 07:38:42,Nomura,Neutral,Buy,down
2013-07-15 09:12:55,Deutsche Bank,Buy,,main
2013-07-25 06:28:15,PiperJaffray,Neutral,Overweight,down
2013-07-25 07:43:33,Nomura,Neutral,,main
2013-07-26 08:49:58,BMO Capital,Market Perform,,main
2013-10-24 08:44:09,Deutsche Bank,Buy,,main
2014-01-06 07:08:09,Deutsche Bank,Buy,,main
2014-01-30 08:00:00,Deutsche Bank,Hold,Buy,down
2014-02-14 16:00:00,Oppenheimer,Market Perform,Outperform,down
2014-06-24 06:26:46,Morgan Stanley,Equal-Weight,,init
2014-07-10 06:27:34,Credit Suisse,Outperform,Neutral,up
2014-07-10 19:27:35,Barclays,Overweight,,main
2014-07-10 19:27:37,Deutsche Bank,Hold,,main
2014-07-10 20:10:08,UBS,Buy,,main
2014-07-24 06:32:45,William Blair,Market Perform,Outperform,down
2014-10-23 05:44:13,Raymond James,Strong Buy,Market Perform,up
2014-10-23 06:53:50,Morgan Stanley,Equal-Weight,,main
2014-10-23 09:00:00,JP Morgan,Overweight,,main
2014-12-16 00:00:00,Nomura,Buy,,init
2015-01-08 00:00:00,Deutsche Bank,Buy,Hold,up
2015-01-23 09:00:00,Barclays,Overweight,,main
2015-01-26 04:50:45,Morgan Stanley,Equal-Weight,,main
2015-01-26 09:00:00,Credit Suisse,Outperform,,main
2015-01-29 09:00:00,Nomura,Buy,,main
2015-02-19 08:55:42,Oppenheimer,Outperform,Perform,up
2015-04-23 09:00:00,PiperJaffray,Neutral,,main
2015-04-24 09:00:00,BMO Capital,Market Perform,,main
2015-07-17 07:05:49,PiperJaffray,Overweight,Neutral,up
2016-02-12 13:01:56,Oppenheimer,Outperform,,main
2016-02-24 07:16:29,Nomura,Buy,,main
2016-03-30 16:32:13,Barclays,Overweight,,init
2016-04-06 06:45:50,Goldman Sachs,Neutral,,main
2016-04-21 06:06:04,Goldman Sachs,Neutral,,main
2016-04-21 11:13:41,UBS,Buy,,main
2016-06-01 17:25:02,BTIG Research,Buy,,init
2016-06-10 12:36:35,Oppenheimer,Outperform,,main
2016-06-14 06:42:05,Guggenheim,Buy,,init
2016-06-30 04:59:21,JP Morgan,Overweight,,main
2016-06-30 05:08:45,Credit Suisse,Outperform,,main
2016-09-05 23:10:17,Morgan Stanley,Equal-Weight,,main
2016-09-08 04:32:45,Credit Suisse,Neutral,Outperform,down
2016-09-08 04:49:34,PiperJaffray,Neutral,Overweight,down
2016-09-08 04:56:36,Deutsche Bank,Hold,Buy,down
2016-09-08 05:59:22,Raymond James,Market Perform,Strong Buy,down
2016-09-08 05:59:37,RBC Capital,Sector Perform,Outperform,down
2016-09-08 06:01:33,Cowen & Co.,Overweight,,init
2016-09-08 06:05:28,BTIG Research,Neutral,Buy,down
2016-09-08 06:53:31,Wedbush,Neutral,Outperform,down
2016-09-08 07:23:27,Barclays,Overweight,,main
2016-09-08 07:38:40,Nomura,Buy,,main
2016-09-08 07:53:10,UBS,Buy,,main
2016-09-08 07:53:13,SunTrust Robinson Humphrey,Buy,,main
2016-09-12 06:14:59,Goldman Sachs,Neutral,,main
2016-09-30 09:14:27,Deutsche Bank,Hold,,main
2016-09-30 11:16:34,UBS,Buy,,main
2017-01-03 22:03:55,Loop Capital,Hold,,init
2017-01-13 15:25:30,Wedbush,Outperform,Neutral,up
2017-02-03 13:20:54,SunTrust Robinson Humphrey,Hold,Buy,down
2017-04-12 12:38:31,JP Morgan,Neutral,Overweight,down
2017-05-04 12:44:30,Oppenheimer,Perform,Outperform,down
2017-07-28 15:16:36,BMO Capital,Market Perform,,main
2017-09-27 14:25:56,BMO Capital,Market Perform,,main
2017-10-02 11:49:34,UBS,Neutral,Buy,down
2017-10-26 12:38:00,Deutsche Bank,Hold,,main
2017-10-26 18:49:40,Credit Suisse,Neutral,,main
2017-11-16 14:30:01,Morgan Stanley,Equal-Weight,,main
2017-12-04 20:06:11,Moffett Nathanson,Neutral,,init
2018-01-11 12:37:47,Wedbush,Neutral,Outperform,down
2018-01-25 15:53:07,Telsey Advisory Group,Market Perform,Outperform,down
2018-02-02 13:55:07,PiperJaffray,Neutral,Neutral,main
2018-02-02 14:19:24,Bank of America,Underperform,Buy,down
2018-02-21 15:26:38,UBS,Neutral,Neutral,main
2018-02-27 12:27:26,Bernstein,Outperform,,init
2018-04-09 12:57:45,Wedbush,Neutral,Neutral,main
2018-04-16 16:19:01,Goldman Sachs,Buy,Neutral,up
2018-04-17 12:16:26,Deutsche Bank,Hold,Hold,main
2018-04-20 10:15:32,PiperJaffray,Overweight,Neutral,up
2018-04-24 16:10:07,Wells Fargo,Outperform,,init
2018-04-27 11:53:39,Oppenheimer,Outperform,Perform,up
2018-04-27 14:49:00,Wedbush,Neutral,Neutral,main
2018-05-05 13:32:15,Argus,Hold,Buy,down
2018-05-05 13:32:15,Argus,Hold,Buy,down
2018-06-20 12:14:45,Gordon Haskett,Accumulate,,init
2018-06-27 11:37:28,Wells Fargo,Outperform,Outperform,main
2018-07-09 10:24:04,Stephens & Co.,Overweight,Equal-Weight,up
2018-07-16 11:55:21,Baird,Outperform,Outperform,main
2018-07-18 11:07:23,Wedbush,Neutral,Neutral,main
2018-07-27 14:01:14,PiperJaffray,Overweight,Overweight,main
2018-07-27 14:34:47,Wedbush,Neutral,Neutral,main
2018-07-27 15:55:58,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-07-27 16:37:43,Credit Suisse,Neutral,Neutral,main
2018-09-14 12:49:49,Oppenheimer,Outperform,Outperform,main
2018-10-11 14:04:00,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-10-24 13:45:06,JP Morgan,Neutral,Neutral,main
2018-10-26 11:00:06,RBC Capital,Outperform,Sector Perform,up
2018-10-26 13:03:50,Wedbush,Outperform,Neutral,up
2018-10-26 14:21:08,Bank of America,Neutral,Underperform,up
2018-10-26 14:26:34,Wells Fargo,Outperform,Outperform,main
2018-12-03 11:34:16,Oppenheimer,Perform,Outperform,down
2018-12-10 13:12:07,Wedbush,Outperform,Outperform,main
2018-12-13 14:51:09,Deutsche Bank,Buy,Hold,up
2019-02-14 13:52:22,Wells Fargo,Outperform,Outperform,main
2019-03-20 13:53:31,Evercore ISI Group,Outperform,,init
2019-03-21 11:37:35,Gordon Haskett,Buy,Accumulate,up
2019-04-15 15:08:14,Morgan Stanley,Equal-Weight,Equal-Weight,main
2019-04-26 14:57:48,Wedbush,Outperform,Outperform,main
2019-04-26 15:53:12,Morgan Stanley,Equal-Weight,,main
2019-05-16 12:16:59,Barclays,Overweight,,main
2019-07-03 13:15:19,Northcoast,Neutral,Buy,down
2019-07-11 11:40:49,Goldman Sachs,Buy,,init
2019-07-16 12:12:53,Piper Jaffray,Overweight,,main
2019-07-23 12:26:39,Morgan Stanley,Equal-Weight,,main
2019-07-26 12:05:19,Morgan Stanley,Equal-Weight,,main
2019-08-22 12:19:40,Morgan Stanley,Equal-Weight,,main
2019-10-02 12:15:35,Northcoast,Buy,Neutral,up
2019-10-14 13:32:50,Wells Fargo,Outperform,,main
2019-10-25 13:14:59,Wedbush,Outperform,,main
2020-01-06 13:14:38,Gordon Haskett,Accumulate,Buy,down
2020-01-09 12:08:53,Gordon Haskett,Accumulate,Buy,down
2020-01-24 19:09:18,Piper Sandler,Overweight,,main
2020-01-31 12:49:27,B of A Securities,Buy,Neutral,up
2020-01-31 13:28:38,UBS,Neutral,,main
2020-01-31 15:09:06,Baird,Outperform,,main
2020-01-31 15:44:11,Nomura,Neutral,,main
2020-03-17 13:03:14,Morgan Stanley,Overweight,,main
2020-03-19 13:57:40,Nomura,Neutral,,main
2020-03-20 11:10:12,Jefferies,Hold,,init
2020-03-23 18:11:06,Wells Fargo,Overweight,,main
2020-04-01 11:13:22,Stephens & Co.,Overweight,,main
2020-04-01 12:54:40,Oppenheimer,Outperform,Perform,up
2020-04-08 13:50:28,Nomura,Neutral,,main
2020-04-08 15:14:17,UBS,Neutral,,main
2020-04-08 17:47:10,Morgan Stanley,Overweight,,main
2020-04-16 18:58:00,Stephens & Co.,Overweight,,reit
2020-04-24 13:04:40,Nomura,Neutral,,main
2020-04-24 15:55:50,Oppenheimer,Outperform,,main
2020-04-24 16:31:45,Baird,Outperform,,main
2020-05-19 11:58:53,Northcoast Research,Neutral,Buy,down
2020-05-27 11:44:57,Raymond James,Strong Buy,,main
2020-05-27 12:20:50,Nomura Instinet,Neutral,,main
2020-05-27 12:23:29,Piper Sandler,Overweight,,main
2020-05-27 12:29:07,Oppenheimer,Outperform,,main
2020-05-27 14:08:11,UBS,Neutral,,main
2020-05-27 14:14:47,JP Morgan,Neutral,,main
2020-05-27 14:38:35,Stephens & Co.,Overweight,,main
2020-05-27 15:11:17,Guggenheim,Buy,,main
2020-05-28 12:33:21,Morgan Stanley,Overweight,,main
2020-06-02 11:50:33,Goldman Sachs,Neutral,Buy,down
2020-06-24 14:54:37,B of A Securities,Buy,,main
2020-07-08 13:11:43,Morgan Stanley,Overweight,,main
2020-07-20 16:14:22,Baird,Outperform,,main
2020-07-21 09:54:46,Oppenheimer,Perform,Outperform,down
2020-07-24 12:09:03,Raymond James,Strong Buy,,main
2020-07-24 13:29:51,Morgan Stanley,Equal-Weight,Overweight,down
2020-08-14 12:04:18,DA Davidson,Neutral,,init
2020-10-15 11:46:33,Wells Fargo,Overweight,,main
2020-10-16 15:10:06,B of A Securities,Buy,,main
2021-01-29 15:31:24,Morgan Stanley,Equal-Weight,,main
2021-01-29 16:35:42,Raymond James,Strong Buy,,main
2021-02-08 11:09:24,Goldman Sachs,Buy,Neutral,up
2021-02-19 13:18:38,Goldman Sachs,Buy,,main
2021-03-03 14:28:41,Wells Fargo,Overweight,,main
2021-03-09 15:38:01,Citigroup,Neutral,,init
2021-03-29 13:58:43,Wells Fargo,Overweight,,main
2021-04-07 12:38:33,Guggenheim,Buy,,main
2021-04-16 13:41:34,Morgan Stanley,Equal-Weight,,main
2021-04-19 10:57:00,Telsey Advisory Group,Outperform,,main
2021-04-19 13:20:51,Wedbush,Neutral,,main
2021-04-19 14:11:20,Piper Sandler,Overweight,,main
2021-04-23 11:27:30,Telsey Advisory Group,Outperform,,main
2021-04-23 12:12:04,Raymond James,Strong Buy,,main
2021-04-23 12:21:37,Morgan Stanley,Equal-Weight,,main
2021-05-04 14:06:56,Citigroup,Neutral,,main
2021-07-01 11:39:55,Northcoast Research,Buy,Neutral,up
2021-07-15 13:33:50,Piper Sandler,Overweight,,main
2021-07-16 10:12:47,Telsey Advisory Group,Outperform,,main
2021-07-20 09:21:24,Telsey Advisory Group,Outperform,,main
2021-07-20 12:49:16,Credit Suisse,Neutral,,main
2021-07-20 14:38:10,Morgan Stanley,Equal-Weight,,main
2021-08-03 12:02:32,Benchmark,Buy,,init
2021-10-04 13:14:33,B of A Securities,Neutral,Buy,down
2021-10-15 11:42:05,Wells Fargo,Overweight,,main
2021-10-22 09:25:57,Telsey Advisory Group,Outperform,,main
2021-10-22 11:15:00,Stephens & Co.,Overweight,,main
2021-10-22 11:58:01,Raymond James,Strong Buy,,main
2021-10-22 12:22:53,Credit Suisse,Neutral,,main
2021-10-22 14:13:22,Morgan Stanley,Equal-Weight,,main
2021-10-22 14:28:51,Loop Capital,Hold,,main
2021-11-11 15:51:01,Gordon Haskett,Buy,Accumulate,up
2021-12-30 14:17:48,Argus Research,Buy,Hold,up
2021-12-30 14:34:00,DA Davidson,Neutral,,main
2022-01-13 10:03:03,Truist Securities,Buy,,init
2022-01-18 13:36:12,Citigroup,Neutral,,main
2022-01-18 15:46:33,Morgan Stanley,Equal-Weight,,main
2022-01-28 10:22:39,Telsey Advisory Group,Outperform,,main
2022-01-28 14:46:28,Citigroup,Buy,Neutral,up
