Date,Firm,To Grade,From Grade,Action
2020-01-09 12:24:28,Stifel,Buy,,init
2020-01-31 15:15:45,Stifel Nicolaus,Buy,,main
2020-08-06 14:45:16,Stifel,Buy,,main
2021-01-12 14:49:29,BWS Financial,Buy,,init
2021-03-01 14:13:37,BWS Financial,Buy,,main
2021-04-01 10:47:18,Stifel,Hold,Buy,down
2021-05-10 13:30:57,BWS Financial,Buy,,main
2021-09-29 10:09:28,Credit Suisse,Underperform,,init
