Date,Firm,To Grade,From Grade,Action
2012-05-18 07:26:00,Goldman Sachs,Neutral,,main
2012-05-31 06:28:00,JP Morgan,Overweight,,main
2012-11-01 15:19:00,JP Morgan,Overweight,,main
2012-11-16 10:20:00,Mizuho,Buy,,init
2012-11-27 06:26:00,Morgan Stanley,Equal-Weight,,init
2013-01-10 06:46:26,Morgan Stanley,Overweight,Equal-Weight,up
2013-01-15 09:03:42,Citigroup,Buy,,main
2013-01-17 07:09:23,Credit Suisse,Neutral,,init
2013-01-23 10:46:36,MKM Partners,Neutral,Buy,down
2013-01-31 14:13:09,Jefferies,Buy,,main
2013-02-01 06:24:04,Bank of America,Neutral,Buy,down
2013-04-18 10:57:58,Mizuho,Neutral,Buy,down
2013-04-22 07:49:32,Lazard,Neutral,Buy,down
2013-04-26 06:26:54,Bank of America,Underperform,,down
2013-05-24 08:34:31,MKM Partners,Sell,Neutral,down
2013-05-29 08:27:23,Leerink Swann,Outperform,,init
2013-10-01 06:54:16,Morgan Stanley,Equal-Weight,Overweight,down
2013-12-05 16:00:00,UBS,Neutral,Buy,down
2014-01-05 10:52:01,Goldman Sachs,Neutral,,main
2014-04-02 06:49:15,Credit Suisse,Outperform,,init
2014-04-10 07:52:27,Mizuho,Buy,Neutral,up
2014-12-08 09:00:00,Credit Suisse,Outperform,,main
2014-12-17 09:00:00,Citigroup,Buy,,main
2015-01-14 09:00:00,Citigroup,Buy,,main
2015-02-25 09:00:00,Citigroup,Buy,,main
2015-03-10 09:00:00,Jefferies,Buy,,main
2015-03-12 06:22:45,Morgan Stanley,Underweight,Equal-Weight,down
2015-03-27 06:24:57,Citigroup,Neutral,Buy,down
2015-05-21 04:11:47,Barclays,Overweight,,init
2015-09-01 04:05:21,Morgan Stanley,Overweight,Underweight,up
2015-10-07 11:00:00,Barclays,Overweight,,main
2015-10-30 03:31:32,Barclays,Overweight,,main
2015-11-06 15:18:54,Leerink Swann,Outperform,,main
2016-01-21 09:49:58,Cowen & Co.,Market Perform,Outperform,down
2016-01-22 10:28:30,UBS,Neutral,,main
2016-05-26 07:59:37,Evercore ISI Group,Buy,,init
2016-07-13 22:07:12,Barclays,Overweight,,main
2016-07-26 06:13:33,Cowen & Co.,Market Perform,Outperform,up
2016-07-29 10:28:36,Barclays,Overweight,,main
2016-07-29 13:09:41,Jefferies,Buy,,main
2016-09-27 10:57:58,Citigroup,Neutral,,main
2016-10-21 10:01:19,JP Morgan,Overweight,Neutral,up
2016-12-16 13:48:22,Cantor Fitzgerald,Neutral,,init
2017-06-13 13:54:04,Leerink Swann,Market Perform,Outperform,down
2017-10-16 14:15:05,Barclays,Equal-Weight,Overweight,down
2017-10-27 17:01:11,Credit Suisse,Outperform,,main
2017-10-27 19:44:33,UBS,Neutral,,main
2018-02-22 11:32:22,Jefferies,Hold,Buy,down
2018-02-23 15:37:13,Morgan Stanley,Equal-Weight,Overweight,main
2018-05-11 13:12:03,Bank of America,Buy,,init
2018-05-16 11:55:48,Citigroup,Buy,Neutral,up
2018-06-06 14:34:01,B. Riley FBR,Buy,,init
2018-06-21 11:15:17,Morgan Stanley,Underweight,Equal-Weight,down
2018-07-27 14:36:52,Bank of America,Buy,Buy,main
2018-07-27 14:52:06,Credit Suisse,Outperform,Outperform,main
2018-08-07 11:21:32,Stifel Nicolaus,Hold,,init
2018-11-05 11:07:58,PiperJaffray,Neutral,,init
2018-11-06 15:06:35,Cantor Fitzgerald,Neutral,Neutral,main
2018-11-13 13:51:28,Leerink Swann,Market Perform,,init
2018-11-15 14:15:52,Leerink Swann,Market Perform,,init
2018-12-13 13:38:39,Credit Suisse,Underperform,Outperform,down
2018-12-19 11:43:50,Goldman Sachs,Sell,Neutral,down
2019-05-01 11:47:41,Citigroup,Neutral,Buy,down
2019-05-31 11:46:09,H.C. Wainwright,Neutral,,init
2019-07-15 10:28:08,Goldman Sachs,Neutral,Sell,up
2019-09-05 15:06:02,Morgan Stanley,Equal-Weight,Underweight,up
2020-02-06 10:20:26,Mizuho,Neutral,,init
2020-02-14 10:48:15,JP Morgan,Neutral,Overweight,down
2020-02-14 14:29:43,H.C. Wainwright,Neutral,,main
2020-03-23 12:46:41,B of A Securities,Neutral,,main
2020-04-02 18:07:14,Morgan Stanley,Equal-Weight,,main
2020-04-30 11:23:19,HC Wainwright & Co.,Neutral,,reit
2020-09-30 14:55:17,B of A Securities,Neutral,,main
2020-10-15 13:53:59,Mizuho,Buy,Neutral,up
2020-12-11 10:12:07,SVB Leerink,Market Perform,,main
2021-04-29 10:34:47,HC Wainwright & Co.,Neutral,,main
2021-06-02 10:11:04,HC Wainwright & Co.,Neutral,,main
2021-07-29 09:40:16,SVB Leerink,Market Perform,,main
2021-07-29 14:45:28,Mizuho,Buy,,main
2021-09-02 11:09:51,B of A Securities,Underperform,Neutral,down
2021-10-07 14:31:59,Jefferies,Buy,Hold,up
2021-10-28 10:33:01,HC Wainwright & Co.,Neutral,,main
2021-11-09 08:48:10,SVB Leerink,Market Perform,,main
2021-12-01 11:47:11,Citigroup,Neutral,,init
2022-01-27 13:23:14,Cantor Fitzgerald,Overweight,Neutral,up
