Date,Firm,To Grade,From Grade,Action
2019-05-06 10:37:25,Piper Jaffray,Overweight,,init
2019-05-06 10:50:20,Morgan Stanley,Equal-Weight,,init
2019-05-06 10:55:07,KeyBanc,Sector Weight,,init
2019-05-06 11:22:34,BTIG,Neutral,,init
2019-05-06 12:46:07,RBC Capital,Sector Perform,,init
2019-05-06 12:49:33,JP Morgan,Overweight,,init
2019-08-14 12:40:35,RBC Capital,Outperform,Sector Perform,up
2019-08-16 13:35:04,DA Davidson,Neutral,,init
2019-09-06 13:41:54,Morgan Stanley,Equal-Weight,,main
2019-10-03 11:00:31,SunTrust Robinson Humphrey,Hold,,init
2019-10-15 10:27:11,Baird,Outperform,,init
2019-10-16 16:48:11,Morgan Stanley,Equal-Weight,,main
2019-12-06 13:24:26,Morgan Stanley,Equal-Weight,,main
2019-12-06 14:40:40,JP Morgan,Overweight,,main
2020-03-19 13:03:09,Baird,Outperform,,main
2020-03-20 10:36:33,Morgan Stanley,Equal-Weight,,main
2020-06-03 12:59:52,Morgan Stanley,Equal-Weight,,main
2020-07-20 13:15:29,Monness Crespi Hardt,Buy,,init
2020-09-03 12:11:22,Morgan Stanley,Equal-Weight,,main
2020-10-07 13:32:05,Berenberg,Hold,,init
2020-11-17 11:59:13,Credit Suisse,Neutral,,init
2020-11-30 16:58:22,Craig-Hallum,Buy,,init
2020-12-04 13:17:41,Credit Suisse,Neutral,,main
2021-01-15 14:18:37,Credit Suisse,Neutral,,main
2021-03-12 13:53:40,Cowen & Co.,Market Perform,,init
2021-03-15 11:19:05,RBC Capital,Outperform,,main
2021-09-03 11:40:30,Morgan Stanley,Equal-Weight,,main
2021-12-08 15:28:07,Craig-Hallum,Buy,,main
