Date,Firm,To Grade,From Grade,Action
2012-02-21 06:18:00,Wunderlich,Buy,,main
2012-03-01 10:59:00,UBS,Neutral,,main
2012-04-03 08:41:00,The Oxen Group,Hold,,main
2012-05-01 06:07:00,Citigroup,Buy,,up
2012-07-12 06:19:00,PiperJaffray,Overweight,Neutral,up
2012-08-09 06:27:00,Deutsche Bank,Hold,,main
2012-08-09 07:30:00,Jefferies,Hold,,main
2012-08-09 10:19:00,UBS,Neutral,,main
2013-01-03 09:44:27,Lazard,Buy,Neutral,up
2013-01-14 08:39:47,CLSA,Sell,Underperform,down
2013-01-17 08:34:49,Jefferies,Hold,,main
2013-02-06 06:42:21,Citigroup,Buy,,init
2013-02-08 11:04:13,UBS,Neutral,,main
2013-02-28 06:26:19,Citigroup,Buy,,main
2013-03-01 07:00:42,Northland Securities,Outperform,,init
2013-03-06 08:41:21,Raymond James,Market Perform,Underperform,up
2013-04-26 06:52:03,Baird,Outperform,,up
2013-05-03 07:50:03,Jefferies,Hold,,main
2013-05-03 11:08:10,Baird,Outperform,Neutral,up
2013-05-16 11:59:54,Jefferies,Hold,,main
2013-05-16 12:12:15,Cowen & Co.,Outperform,Neutral,up
2013-05-30 06:34:24,Goldman Sachs,Neutral,Sell,up
2013-06-14 07:43:07,Credit Suisse,Neutral,,main
2013-12-12 07:39:33,Citigroup,Buy,,main
2014-01-16 16:00:00,JP Morgan,Overweight,,init
2014-02-13 07:16:53,Bank of America,Underperform,,main
2014-02-19 08:00:00,FBR Capital,Market Perform,,init
2014-04-21 16:43:13,Brean Capital,Buy,,init
2014-04-23 06:53:52,Bank of America,Buy,Underperform,up
2014-04-23 08:00:00,Deutsche Bank,Buy,Hold,up
2014-04-25 01:57:47,JP Morgan,Overweight,,main
2014-04-28 22:06:04,Credit Suisse,Neutral,,main
2014-06-18 06:12:06,JP Morgan,Neutral,Overweight,down
2014-06-23 06:14:36,Brean Capital,Hold,Buy,down
2014-07-02 06:15:24,Canaccord Genuity,Hold,,init
2014-07-10 19:27:37,Deutsche Bank,Buy,,main
2014-07-15 19:53:38,JP Morgan,Neutral,,main
2014-07-31 23:41:25,UBS,Neutral,,main
2014-08-01 06:42:07,Brean Capital,Buy,Hold,up
2014-10-03 09:44:40,JP Morgan,Overweight,Neutral,up
2014-10-13 16:00:00,Raymond James,Outperform,Market Perform,up
2014-10-30 05:44:10,Canaccord Genuity,Buy,,up
2014-11-17 09:00:00,JP Morgan,Overweight,,main
2014-12-16 00:00:00,Morgan Stanley,Overweight,Equal-Weight,up
2015-01-13 08:04:22,Credit Suisse,Outperform,Neutral,up
2015-01-30 05:50:32,RBC Capital,Outperform,Sector Perform,up
2015-09-08 16:21:54,Oppenheimer,Outperform,,init
2015-09-21 11:00:00,JP Morgan,Overweight,,main
2015-11-06 05:13:01,Macquarie,Outperform,,init
2015-11-17 13:34:13,Barclays,Equal-Weight,,main
2016-01-05 06:32:37,Goldman Sachs,Neutral,Buy,down
2016-01-21 06:44:01,Janney Capital,Buy,Neutral,up
2016-01-22 05:17:40,Barclays,Overweight,Equal-Weight,up
2016-02-18 11:37:03,Deutsche Bank,Buy,,main
2016-02-26 08:53:07,Northland Securities,Outperform,,init
2016-03-31 06:33:50,Mizuho,Neutral,,init
2016-04-13 05:41:38,Guggenheim,Neutral,,init
2016-06-02 06:20:57,Wells Fargo,Market Perform,,init
2016-07-06 07:58:12,UBS,Buy,Neutral,up
2016-07-27 07:48:16,Guggenheim,Buy,Neutral,up
2016-08-05 11:38:54,JP Morgan,Overweight,,main
2016-08-10 03:53:34,JP Morgan,Neutral,Overweight,down
2016-08-10 03:53:51,Deutsche Bank,Hold,Buy,down
2016-08-10 07:10:10,Credit Suisse,Neutral,Outperform,down
2016-08-10 07:31:22,Oppenheimer,Perform,Outperform,down
2016-08-10 07:34:02,Janney Capital,Neutral,Buy,down
2016-08-10 10:27:13,UBS,Buy,,main
2016-08-12 04:14:50,Morgan Stanley,Equal-Weight,Overweight,down
2016-09-08 04:55:11,JMP Securities,Market Underperform,,init
2016-09-30 09:33:05,Williams Capital,Hold,,init
2016-10-05 14:00:55,Deutsche Bank,Hold,,main
2016-11-09 12:32:10,Bank of America,Neutral,Buy,down
