Date,Firm,To Grade,From Grade,Action
2015-05-06 06:46:37,Roth Capital,Buy,,init
2016-06-14 08:02:37,Ladenburg Thalmann,Neutral,Buy,down
2016-08-31 06:40:34,Ladenburg Thalmann,Buy,Neutral,up
2016-09-26 07:58:51,Roth Capital,Neutral,Buy,down
2017-03-30 12:51:24,Roth Capital,Buy,Neutral,up
2018-05-05 14:00:36,B. Riley FBR,Buy,,init
2018-05-05 14:00:36,B. Riley FBR,Buy,,main
2018-05-05 14:00:36,B. Riley FBR,Buy,,main
2018-05-05 14:00:39,B. Riley FBR,Buy,,main
2018-05-05 14:00:39,B. Riley FBR,Buy,Buy,main
2019-02-26 18:49:14,B. Riley FBR,Buy,Buy,reit
2019-06-27 12:03:40,Canaccord Genuity,Buy,,init
2019-12-17 13:57:36,National Securities,Buy,,init
2020-03-04 15:38:26,Canaccord Genuity,Buy,,main
2020-03-05 12:09:13,B. Riley FBR,Buy,,main
2020-03-23 10:55:43,B. Riley FBR,Buy,,main
2020-05-27 15:30:00,Canaccord Genuity,Buy,,main
2020-06-25 10:43:26,Oppenheimer,Outperform,,init
2020-07-07 11:57:07,Ladenburg Thalmann,Neutral,Buy,down
2020-08-06 14:28:01,Canaccord Genuity,Buy,,main
2020-10-30 15:13:32,Canaccord Genuity,Buy,,main
2020-12-21 11:30:32,Canaccord Genuity,Hold,Buy,down
2021-01-22 16:02:16,Maxim Group,Buy,,init
2021-02-04 17:08:44,Craig-Hallum,Buy,,main
2021-02-04 17:27:27,Roth Capital,Buy,,main
2021-02-04 17:57:38,B. Riley FBR,Buy,,main
2021-03-01 16:57:05,Roth Capital,Buy,,main
2021-03-23 13:07:09,Roth Capital,Buy,,main
2021-03-23 13:28:12,Craig-Hallum,Buy,,main
2021-03-24 12:46:07,Maxim Group,Buy,,main
2021-05-03 13:00:24,Canaccord Genuity,Hold,,main
2021-06-02 12:34:17,Canaccord Genuity,Hold,,main
2021-06-02 12:36:28,Maxim Group,Buy,,main
2021-08-31 10:06:30,Canaccord Genuity,Buy,Hold,up
2021-08-31 10:46:12,Macquarie,Neutral,,init
2021-11-03 12:14:16,Oppenheimer,Outperform,,main
2021-12-07 12:20:53,Macquarie,Outperform,Neutral,up
2022-02-09 11:48:17,Macquarie,Outperform,,main
