Date,Firm,To Grade,From Grade,Action
2020-11-23 10:54:09,Goldman Sachs,Neutral,,init
2020-11-23 10:55:20,Telsey Advisory Group,Outperform,,init
2020-11-23 10:56:41,Jefferies,Buy,,init
2020-11-23 12:48:18,Morgan Stanley,Equal-Weight,,init
2020-11-23 12:57:29,B of A Securities,Neutral,,init
2020-11-23 13:00:46,Guggenheim,Neutral,,init
2020-11-23 13:03:06,Baird,Outperform,,init
2020-11-23 13:32:07,Wolfe Research,Outperform,,init
2020-11-23 13:33:55,Piper Sandler,Overweight,,init
2020-11-23 16:01:53,William Blair,Outperform,,init
2020-12-04 11:31:33,Loop Capital,Buy,,init
2021-01-05 13:25:19,Loop Capital,Hold,Buy,down
2021-01-20 14:58:01,Morgan Stanley,Equal-Weight,,main
2021-02-10 12:26:49,Berenberg,Hold,,init
2021-05-06 12:09:37,Telsey Advisory Group,Outperform,,main
2021-05-07 12:22:58,Morgan Stanley,Equal-Weight,,main
2021-05-07 12:40:18,Goldman Sachs,Neutral,,main
2021-08-06 11:06:52,B of A Securities,Buy,Neutral,up
2021-08-20 11:06:31,Loop Capital,Buy,Hold,up
2021-09-09 11:07:13,Stifel,Buy,,init
2021-09-14 10:35:32,Berenberg,Buy,Hold,up
2021-12-07 14:08:02,Telsey Advisory Group,Outperform,,main
2021-12-10 14:18:17,Piper Sandler,Overweight,,main
