Date,Firm,To Grade,From Grade,Action
2012-02-09 07:08:00,Jefferies,Hold,,main
2012-02-09 08:02:00,Stifel Nicolaus,Buy,,main
2012-02-09 08:16:00,PiperJaffray,Neutral,,main
2012-02-09 10:37:00,DA Davidson,Neutral,,main
2012-03-14 15:26:00,Oxen Group,Hold,,init
2012-04-04 06:16:00,DA Davidson,Buy,,up
2012-04-26 06:49:00,Jefferies,Buy,,up
2012-05-16 05:57:00,Canaccord Genuity,Hold,,main
2012-05-16 06:09:00,Citigroup,Neutral,,up
2012-07-26 06:22:00,Canaccord Genuity,Hold,,main
2012-08-29 06:30:00,Canaccord Genuity,Hold,,main
2012-10-25 05:50:00,Canaccord Genuity,Buy,Hold,up
2012-10-25 05:59:00,Oppenheimer,Outperform,Perform,up
2012-10-25 08:06:00,Jefferies,Buy,,main
2013-02-07 06:35:28,Jefferies,Hold,Buy,down
2013-02-07 13:34:22,Janney Capital,Neutral,Buy,down
2013-02-25 09:22:18,Macquarie,Outperform,Neutral,up
2013-03-01 12:42:17,Oppenheimer,Outperform,,main
2013-03-15 08:14:43,Maxim Group,Buy,,init
2013-03-20 07:05:22,FBN Securities,Outperform,,init
2013-04-25 06:24:44,JP Morgan,Overweight,Neutral,up
2013-04-30 10:49:59,MKM Partners,Buy,,init
2013-05-29 15:04:50,DA Davidson,Neutral,Buy,down
2013-06-03 09:38:40,Jefferies,Hold,,main
2013-10-16 16:21:21,DA Davidson,Buy,Neutral,up
2013-10-24 08:29:06,Jefferies,Hold,,main
2014-02-05 08:00:00,Credit Suisse,Neutral,Underperform,up
2014-02-07 06:31:06,DA Davidson,Buy,,main
2014-05-02 01:52:24,Jefferies,Hold,,main
2014-05-02 02:31:41,JP Morgan,Overweight,,main
2014-05-14 06:22:26,Pacific Crest,Outperform,Sector Perform,up
2014-07-24 07:55:52,Macquarie,Outperform,Neutral,up
2014-07-31 21:27:10,Credit Suisse,Neutral,,main
2014-07-31 21:27:11,JP Morgan,Overweight,,main
2014-08-27 06:35:45,Baird,Outperform,,init
2014-09-05 11:10:10,UBS,Buy,,init
2014-10-30 08:07:32,Credit Suisse,Neutral,,main
