Date,Firm,To Grade,From Grade,Action
2012-07-11 07:26:00,UBS,Neutral,,main
2012-07-12 05:52:00,Citigroup,Buy,,main
2012-09-05 06:54:00,Citigroup,Buy,,main
2012-10-02 07:37:00,Oppenheimer,Perform,,main
2012-10-04 09:43:00,Bernstein,Market Perform,,init
2012-10-09 06:41:00,Credit Suisse,Neutral,,main
2012-10-11 12:45:00,Wedbush,Outperform,,main
2012-11-05 12:00:00,MKM Partners,Buy,Neutral,up
2012-11-20 09:44:00,Baird,Outperform,Neutral,up
2012-11-28 09:22:00,Canaccord Genuity,Hold,,main
2012-11-28 09:27:00,Pentair,Buy,,main
2012-11-29 06:00:00,Bernstein,Outperform,Market Perform,up
2013-01-30 07:39:31,Jefferies,Buy,,main
2013-01-30 10:05:46,Oppenheimer,Perform,,main
2013-01-30 10:59:55,Wedbush,,,main
2013-03-18 06:34:05,Citigroup,Buy,,main
2013-06-19 07:27:16,Oppenheimer,Perform,,main
2013-08-05 06:43:45,JP Morgan,Overweight,,init
2013-10-16 06:19:18,Bank of America,Buy,,init
2013-10-23 08:24:48,Jefferies,Buy,,main
2013-11-14 08:34:39,Jefferies,Buy,,main
2013-11-15 07:27:41,KeyBanc,Buy,Hold,up
2013-11-20 08:11:10,Stifel Nicolaus,Buy,,init
2013-12-05 16:00:00,BB&T Capital,Buy,,init
2013-12-16 07:23:32,Nomura,Buy,,init
2013-12-18 07:38:14,Stifel Nicolaus,Buy,,main
2014-04-23 08:00:00,Wedbush,Neutral,Outperform,down
2014-05-15 07:16:20,Cowen & Co.,Market Perform,,init
2014-06-27 07:18:36,Goldman Sachs,Neutral,,init
2014-07-31 13:49:52,Bank of America,Underperform,Neutral,down
2014-08-01 21:51:29,Jefferies,Buy,,main
2014-09-05 06:24:23,Buckingham Research,Neutral,,init
2014-10-09 09:00:00,Buckingham Research,Neutral,,main
2014-11-25 00:00:00,RBC Capital,Outperform,,init
2014-12-05 00:00:00,Northland Securities,Neutral,Buy,down
2014-12-10 09:00:00,Jefferies,Buy,,main
2015-01-15 09:00:00,JP Morgan,Overweight,,main
2015-01-22 06:15:15,Baird,Neutral,Outperform,down
2015-02-04 05:49:04,KeyBanc,Hold,Buy,down
2015-02-04 05:49:26,Bernstein,Market Perform,Outperform,down
2015-02-04 09:00:00,Nomura,Neutral,,main
2015-02-13 06:13:50,JP Morgan,Neutral,Overweight,down
2015-04-08 09:00:00,JP Morgan,Neutral,,main
2015-04-09 09:00:00,Canaccord Genuity,Hold,,main
2015-04-13 06:05:58,BB&T Capital,Hold,Buy,down
2015-04-22 06:18:54,Longbow Research,Neutral,Buy,down
2015-04-22 09:00:00,Jefferies,Buy,,main
2015-06-04 09:22:21,Gabelli & Co.,Hold,,init
2015-07-22 05:53:14,Jefferies,Hold,Buy,down
2015-07-22 07:12:12,William Blair,Market Perform,Outperform,down
2015-07-22 11:00:00,Stifel Nicolaus,Buy,,main
2015-10-15 04:16:07,Morgan Stanley,Equal-Weight,,init
2015-10-16 07:49:04,Stifel Nicolaus,,Buy,down
2016-01-11 09:20:49,Morgan Stanley,Overweight,Equal-Weight,up
2016-02-03 14:55:54,Baird,Neutral,,main
2016-02-04 04:31:11,Jefferies,Hold,,main
2016-04-05 06:23:47,BMO Capital,Market Perform,,init
2016-04-27 06:22:33,UBS,Buy,Neutral,up
2016-04-27 06:55:49,Bernstein,Outperform,Market Perform,up
2016-04-27 08:36:02,Susquehanna,Positive,,main
2016-06-10 07:37:31,Seaport Global,Buy,Neutral,up
2016-08-22 08:25:00,BMO Capital,Market Perform,,main
2016-09-01 06:16:39,Cowen & Co.,Underperform,Market Perform,down
2016-09-26 06:17:21,Credit Suisse,Neutral,,init
2016-11-07 11:57:35,Susquehanna,Neutral,Positive,down
2017-01-13 14:54:39,JP Morgan,Overweight,Neutral,up
2017-01-23 13:27:57,Vertical Research,Buy,Hold,up
2017-05-18 13:47:48,KeyBanc,Overweight,Hold,up
2017-07-11 10:36:45,Morgan Stanley,Overweight,,main
2017-07-11 13:04:05,Wolfe Research,Peer Perform,,init
2017-07-26 20:34:36,Morgan Stanley,Overweight,,main
2017-10-02 16:37:07,Morgan Stanley,Overweight,,main
2017-10-25 11:47:03,Stifel Nicolaus,Hold,,main
2017-10-25 13:03:04,Baird,Neutral,,main
2017-10-25 18:43:06,BMO Capital,Market Perform,,main
2018-01-23 14:38:49,UBS,Sell,,init
2018-01-31 11:00:58,KeyBanc,Overweight,Overweight,main
2018-02-14 14:30:58,BMO Capital,Market Perform,Market Perform,main
2018-02-15 13:23:48,Barclays,Underweight,,init
2018-04-02 15:53:55,UBS,Neutral,Sell,up
2018-04-16 11:16:55,Stifel Nicolaus,Hold,Hold,main
2018-04-20 11:44:13,Stifel Nicolaus,Hold,Hold,main
2018-05-01 13:36:10,JP Morgan,Overweight,Overweight,main
2018-05-01 13:50:55,Baird,Neutral,Neutral,main
2018-05-02 11:47:31,Stifel Nicolaus,Hold,Hold,main
2018-05-03 11:22:22,RBC Capital,Sector Perform,Outperform,down
2018-05-14 18:07:26,Barclays,Underweight,Underweight,main
2018-05-15 10:55:11,Cowen & Co.,Outperform,Underperform,up
2018-05-17 10:00:14,KeyBanc,Sector Weight,Overweight,down
2018-10-08 11:48:13,Stifel Nicolaus,Hold,Hold,main
2018-10-24 12:50:42,Stifel Nicolaus,Buy,Hold,up
2018-11-02 16:51:06,JP Morgan,Overweight,Overweight,main
2019-04-10 15:44:02,BMO Capital,Market Perform,Market Perform,main
2019-07-10 13:36:07,Morgan Stanley,Equal-Weight,,main
2019-09-20 14:56:50,Jefferies,Hold,,init
2019-12-09 10:50:32,KeyBanc,Overweight,Sector Weight,up
2019-12-17 11:51:11,Stifel Nicolaus,Hold,Buy,down
2019-12-17 12:17:23,Citigroup,Neutral,,init
2020-01-16 11:46:27,Goldman Sachs,Buy,Neutral,up
2020-01-17 11:45:04,Rosenblatt,Buy,,init
2020-03-17 14:26:11,Morgan Stanley,Equal-Weight,,main
2020-03-23 10:17:48,Morgan Stanley,Overweight,Equal-Weight,up
2020-03-27 09:40:35,Oppenheimer,Outperform,Perform,up
2020-04-02 09:05:23,Citigroup,Neutral,,main
2020-04-15 14:41:14,Morgan Stanley,Overweight,,main
2020-04-21 16:27:30,Stifel,Hold,,main
2020-05-01 10:16:52,KeyBanc,Overweight,,main
2020-05-01 12:34:01,Morgan Stanley,Overweight,,main
2020-05-01 12:50:17,Stifel,Hold,,main
2020-05-01 12:53:52,Oppenheimer,Outperform,,main
2020-05-01 16:29:59,Citigroup,Neutral,,main
2020-05-04 11:03:46,Rosenblatt,Buy,,main
2020-06-05 11:08:28,Rosenblatt,Buy,,main
2020-07-09 11:49:17,B of A Securities,Buy,Underperform,up
2020-07-24 08:45:30,KeyBanc,Overweight,,main
2020-07-24 11:29:26,Rosenblatt,Buy,,main
2020-07-24 13:09:38,Morgan Stanley,Overweight,,main
2020-07-24 15:16:18,Stifel,Hold,,main
2020-07-27 12:34:20,Jefferies,Hold,,main
2020-09-14 11:49:02,Citigroup,Buy,Neutral,up
2020-10-14 08:41:41,KeyBanc,Sector Weight,Overweight,down
2020-10-21 11:20:19,Rosenblatt,Buy,,main
2020-10-21 12:02:22,Morgan Stanley,Overweight,,main
2020-11-11 12:37:43,B of A Securities,Underperform,Buy,down
2020-11-17 12:30:31,Vertical Research,Hold,Buy,down
2020-12-03 12:16:06,Morgan Stanley,Equal-Weight,Overweight,down
2021-01-20 16:08:54,Morgan Stanley,Equal-Weight,,main
2021-04-12 14:37:13,Morgan Stanley,Equal-Weight,,main
2021-04-23 12:05:10,Morgan Stanley,Equal-Weight,,main
2021-06-04 10:56:39,Morgan Stanley,Underweight,Equal-Weight,down
2021-06-11 10:59:27,RBC Capital,Sector Perform,,main
2021-06-11 12:49:46,Citigroup,Buy,,main
2021-06-17 12:45:44,Cowen & Co.,Outperform,,main
2021-07-13 15:47:59,Boenning & Scattergood,Outperform,,init
2021-07-28 11:33:04,Rosenblatt,Buy,,main
2021-07-28 11:59:49,Oppenheimer,Outperform,,main
2021-07-28 13:27:33,Morgan Stanley,Underweight,,main
2021-08-26 10:11:50,JP Morgan,Underweight,Overweight,down
2021-09-22 11:22:41,Oppenheimer,Outperform,,main
