Date,Firm,To Grade,From Grade,Action
2012-02-23 12:03:00,Wunderlich,Buy,,up
2012-02-24 06:19:00,Guggenheim,Neutral,,down
2012-03-16 06:18:00,Deutsche Bank,Buy,,main
2012-04-03 06:14:00,Deutsche Bank,Buy,,main
2012-05-08 06:13:00,Guggenheim,Neutral,,main
2012-05-08 06:27:00,Wunderlich,Buy,,main
2012-05-09 07:00:00,Jefferies,Hold,,main
2012-07-23 06:38:00,Morgan Stanley,Equal-Weight,,main
2012-08-02 16:06:00,Sterne Agee,Buy,,main
2012-08-03 06:02:00,Wunderlich,Buy,,main
2012-08-03 14:14:00,Barclays,Equal-Weight,,main
2012-09-17 06:10:00,Wunderlich,Buy,,main
2012-11-01 12:31:00,Barclays,Equal-Weight,,main
2012-11-06 08:43:00,Stifel Nicolaus,Buy,,main
2012-11-16 10:08:00,Wells Fargo,Outperform,Market Perform,up
2013-01-08 08:32:26,Jefferies,Hold,,main
2013-01-23 08:51:54,Bank of America,Buy,Neutral,up
2013-02-06 13:27:08,Ladenburg Thalmann,Neutral,Buy,down
2013-04-04 11:06:31,UBS,Buy,,main
2013-05-07 08:29:14,Ladenburg Thalmann,Buy,Neutral,up
2013-05-13 06:57:05,UBS,Neutral,Buy,down
2013-07-11 08:31:27,Bank of America,Neutral,Buy,down
2013-08-02 06:49:07,Wells Fargo,Hold,,main
2013-10-02 08:54:44,Morgan Stanley,Equal-Weight,Overweight,down
2014-02-24 06:25:22,Wunderlich,Buy,Hold,up
2014-05-05 14:38:56,Wunderlich,Buy,,main
2014-05-06 00:41:27,Jefferies,Hold,,main
2014-07-30 01:39:38,Credit Suisse,Outperform,,main
2014-08-01 00:04:37,JP Morgan,Overweight,,main
2014-09-26 08:52:56,Bank of America,Buy,Neutral,up
2014-10-01 09:00:00,JP Morgan,Overweight,,main
2014-11-06 00:00:00,Wunderlich,Buy,,main
2014-11-06 09:00:00,Keefe Bruyette & Woods,Market Perform,,main
2015-01-30 05:54:20,Nomura,Neutral,,init
2015-02-25 09:00:00,Keefe Bruyette & Woods,Market Perform,,main
2015-05-08 09:00:00,Keefe Bruyette & Woods,Outperform,,main
2015-05-08 17:01:47,Keefe Bruyette & Woods,Outperform,Market Perform,up
2015-08-11 07:18:55,Bank of America,Neutral,Buy,down
2015-08-19 06:27:29,Barclays,Equal-Weight,,main
2015-08-19 08:36:40,FBR Capital,Market Perform,,main
2015-08-19 10:50:57,Keefe Bruyette & Woods,Outperform,,main
2015-08-19 11:00:00,Barclays,Equal-Weight,,main
2016-01-15 11:03:34,Wells Fargo,Market Perform,Outperform,down
2016-02-24 07:17:03,Nomura,Neutral,,main
2016-04-11 09:57:29,Wells Fargo,Market Perform,Outperform,down
2016-05-11 06:12:43,Wells Fargo,Market Perform,,up
2016-05-18 07:02:09,Nomura,Buy,Neutral,up
2016-08-09 09:08:58,Keefe Bruyette & Woods,Outperform,,main
2016-08-09 21:39:22,Barclays,Equal-Weight,,main
2017-02-24 15:41:17,Nomura,Neutral,Buy,down
2017-07-17 13:05:03,Keefe Bruyette & Woods,Outperform,Market Perform,up
2018-01-25 16:08:39,Credit Suisse,Neutral,Outperform,down
2018-08-10 10:15:40,Keefe Bruyette & Woods,Market Perform,Outperform,down
2020-02-24 12:39:32,JonesTrading,Buy,,reit
2020-04-29 15:12:23,Barclays,Equal-Weight,,main
2020-05-26 11:27:08,Credit Suisse,Underperform,Neutral,down
2020-05-27 10:10:31,Barclays,Underweight,Equal-Weight,down
2020-06-30 11:57:42,B of A Securities,Underperform,,init
2020-11-25 16:58:57,B of A Securities,Underperform,,main
