Date,Firm,To Grade,From Grade,Action
2012-10-22 08:57:00,Barrington Research,Outperform,,init
2013-01-29 06:11:46,Barrington Research,Outperform,,main
2013-03-19 16:06:37,Jefferies,Buy,,main
2013-03-20 06:41:05,Jefferies,Buy,,main
2014-03-14 08:00:00,Oppenheimer,Outperform,,init
2014-05-12 22:53:02,Oppenheimer,Outperform,,main
2014-08-13 09:00:00,Jefferies,Buy,,main
2015-03-03 07:17:54,Oppenheimer,Perform,Outperform,down
2015-08-12 14:17:33,Laidlaw & Co.,Buy,,init
2015-10-16 09:05:40,JP Morgan,Overweight,,init
2016-03-31 07:50:40,Barrington Research,Outperform,,main
2016-06-03 10:06:49,Standpoint Research,Buy,,init
2016-06-16 12:31:19,Deutsche Bank,Hold,,main
2016-12-30 16:23:03,Standpoint Research,Buy,Buy,reit
2017-03-14 13:28:06,Guggenheim,Buy,,init
2017-08-18 11:57:39,Cantor Fitzgerald,Overweight,,init
2017-09-14 17:33:41,JP Morgan,Neutral,Overweight,down
2018-03-02 12:55:59,JP Morgan,Underweight,Neutral,down
2019-11-25 11:35:57,Piper Jaffray,Overweight,,init
2021-06-21 11:21:36,Ladenburg Thalmann,Buy,,init
2022-01-24 13:30:55,Barrington Research,Market Perform,Outperform,down
