Date,Firm,To Grade,From Grade,Action
2021-02-01 17:25:16,JP Morgan,Neutral,,init
2021-02-02 12:38:38,Citigroup,Buy,,init
2021-03-09 12:42:15,Credit Suisse,Neutral,,init
2021-05-17 15:59:20,B of A Securities,Neutral,Buy,down
2021-05-19 13:29:52,Credit Suisse,Neutral,,main
2021-06-10 10:47:51,B of A Securities,Underperform,Neutral,down
2021-07-12 11:28:00,JP Morgan,Underweight,Neutral,down
2021-09-10 08:53:56,Cowen & Co.,Underperform,,init
2021-11-15 13:06:48,Credit Suisse,Neutral,,main
2022-01-07 16:28:02,Credit Suisse,Underperform,Neutral,down
2022-01-19 12:04:00,SVB Leerink,Market Perform,,init
2022-02-02 11:31:47,Cowen & Co.,Market Perform,Underperform,up
2022-02-02 12:21:44,Canaccord Genuity,Buy,,init
