Date,Firm,To Grade,From Grade,Action
2012-04-13 06:42:00,JP Morgan,Overweight,,main
2012-04-16 06:53:00,JP Morgan,Overweight,,main
2013-02-06 06:38:40,JP Morgan,Neutral,Overweight,down
2013-03-19 09:16:27,First Analysis,Equal-Weight,Overweight,down
2013-07-29 09:21:26,CJS Securities,Market Outperform,Market Perform,up
2013-08-27 08:51:33,KeyBanc,Hold,,init
2014-03-20 08:16:27,First Analysis,Overweight,Equal-Weight,up
2014-10-31 09:35:10,First Analysis,Equal-Weight,Overweight,down
2015-02-02 09:00:00,JP Morgan,Overweight,,main
2015-10-13 10:35:02,KeyBanc,Overweight,,up
2015-12-29 06:32:47,Wedbush,Outperform,,main
2016-05-12 07:23:22,Wedbush,Neutral,Outperform,down
2016-09-19 06:11:06,KeyBanc,Sector Weight,Overweight,down
2016-12-02 13:38:27,JP Morgan,Neutral,Overweight,down
2019-05-01 10:22:55,JP Morgan,Neutral,Overweight,down
2020-06-01 15:26:46,JP Morgan,Neutral,,main
2020-08-03 09:30:50,JP Morgan,Overweight,Neutral,up
2020-09-21 11:11:51,Seaport Global,Buy,,init
2020-12-18 12:32:23,JP Morgan,Neutral,Overweight,down
