Date,Firm,To Grade,From Grade,Action
2021-12-06 11:08:38,RBC Capital,Outperform,,init
2021-12-06 11:08:50,Wedbush,Outperform,,init
2021-12-06 11:09:04,Piper Sandler,Overweight,,init
2021-12-06 11:11:19,Deutsche Bank,Buy,,init
2021-12-06 11:11:41,Goldman Sachs,Neutral,,init
2021-12-06 11:12:43,JP Morgan,Neutral,,init
2021-12-06 11:15:12,Baird,Outperform,,init
2021-12-06 11:19:38,Mizuho,Buy,,init
2021-12-06 11:51:09,B of A Securities,Buy,,init
2021-12-06 12:03:04,Wells Fargo,Equal-Weight,,init
2021-12-06 13:26:01,Wolfe Research,Outperform,,init
2021-12-06 13:42:07,Morgan Stanley,Overweight,,init
2021-12-17 12:31:02,Barclays,Equal-Weight,,main
2022-01-11 15:24:03,Redburn Partners,Buy,,init
