Date,Firm,To Grade,From Grade,Action
2012-05-31 12:11:00,Barclays,Overweight,,main
2012-10-04 09:39:00,Wells Fargo,Underperform,Market Perform,down
2012-11-01 12:25:00,Barclays,Overweight,,main
2013-09-24 06:29:37,Morgan Stanley,Equal-Weight,,init
2014-01-13 08:30:00,Citigroup,Neutral,,init
2014-02-06 06:51:26,Bank of America,Buy,Neutral,up
2014-02-20 08:00:00,JP Morgan,Overweight,,init
2014-04-09 23:05:57,Citigroup,Neutral,,main
2014-05-22 06:15:57,Stifel,Buy,Hold,up
2014-05-22 21:24:21,JP Morgan,Overweight,,main
2014-05-23 20:27:36,Citigroup,Buy,,main
2014-06-05 06:15:41,Cowen & Co.,Market Perform,,init
2014-06-17 08:33:52,Bank of America,Underperform,Buy,down
2014-07-31 06:20:32,Credit Suisse,Outperform,Neutral,up
2014-07-31 21:40:58,JP Morgan,Overweight,,main
2014-09-15 11:30:01,Cowen & Co.,Outperform,Market Perform,up
2014-10-30 09:00:00,Barclays,Overweight,,main
2014-11-26 07:44:17,Stifel Nicolaus,Buy,,main
2014-12-12 09:00:00,Citigroup,Neutral,,main
2015-01-09 00:00:00,Bank of America,Buy,Neutral,up
2015-01-29 09:00:00,JP Morgan,Overweight,,main
2015-05-22 06:33:54,Raymond James,Outperform,Market Perform,up
2015-05-22 09:00:00,Barclays,Overweight,,main
2015-05-26 09:00:00,Citigroup,Neutral,,main
2015-07-28 07:35:08,BB&T Capital,Buy,,init
2015-09-11 04:11:18,Morgan Stanley,Underweight,Equal-Weight,down
2015-11-02 06:50:24,Bank of America,Neutral,Buy,down
2015-12-22 07:39:08,William Blair,Outperform,Market Perform,up
2016-01-07 07:58:55,Wells Fargo,Outperform,Market Perform,up
2016-01-20 07:35:52,Jefferies,Buy,,init
2016-04-12 07:43:22,Raymond James,Market Perform,Outperform,down
2016-08-01 15:45:29,Jefferies,Buy,,main
2016-10-06 11:07:08,Raymond James,Outperform,Market Perform,up
2016-11-18 13:31:30,Bank of America,Buy,Neutral,up
2017-03-17 15:27:28,Vertical Research,Buy,,init
2017-04-06 17:55:35,Evercore ISI Group,In-Line,,init
2017-05-01 13:24:10,Barclays,Equal-Weight,Overweight,down
2017-06-16 10:18:45,Vertical Research,Hold,Buy,down
2017-06-16 11:24:42,Raymond James,Market Perform,Outperform,down
2017-06-16 11:26:51,Drexel Hamilton,Hold,Buy,down
2017-07-17 13:25:40,Jefferies,Hold,Buy,down
2017-10-03 11:41:29,Vertical Research,Buy,Hold,up
2017-10-25 13:24:47,Wells Fargo,Outperform,,main
2017-11-07 12:49:04,Jefferies,Buy,Hold,up
2017-12-01 14:31:31,SunTrust Robinson Humphrey,Buy,,init
2018-04-10 12:52:09,Citigroup,Neutral,Neutral,main
2018-05-30 12:45:49,SunTrust Robinson Humphrey,Buy,Buy,main
2018-05-30 13:03:31,Credit Suisse,Outperform,Outperform,main
2018-06-07 12:38:33,Wells Fargo,Outperform,Outperform,main
2018-06-08 12:16:46,Bank of America,Neutral,Neutral,main
2018-06-12 11:34:29,Citigroup,Neutral,Neutral,main
2018-07-09 11:32:58,Vertical Research,Hold,Buy,down
2018-07-31 11:40:20,Raymond James,Outperform,Market Perform,up
2018-10-30 13:39:01,Citigroup,Neutral,Neutral,main
2018-10-30 14:22:56,Wells Fargo,Outperform,Outperform,main
2018-10-30 14:40:22,Credit Suisse,Outperform,Outperform,main
2019-05-09 12:04:50,Goldman Sachs,Buy,,init
2019-06-03 11:46:11,Morgan Stanley,Overweight,,init
2019-07-30 10:24:15,Wells Fargo,Market Perform,Outperform,down
2019-07-30 11:37:48,Citigroup,Neutral,,main
2019-08-21 11:47:02,Morgan Stanley,Overweight,,main
2019-09-20 10:49:32,Barclays,Equal-Weight,,init
2019-09-24 10:49:07,JP Morgan,Neutral,,init
2019-09-26 12:43:07,Cowen & Co.,Outperform,,main
2019-10-10 12:10:02,Morgan Stanley,Overweight,,main
2020-01-29 13:20:47,Wells Fargo,Equal-Weight,,main
2020-03-03 10:54:31,Wells Fargo,Overweight,Equal-Weight,up
2020-04-02 09:24:22,Stifel,Hold,Buy,down
2020-04-02 13:12:28,Wells Fargo,Overweight,,main
2020-04-14 14:23:36,Morgan Stanley,Overweight,,main
2020-04-14 15:04:06,SunTrust Robinson Humphrey,Buy,,main
2020-04-20 09:36:19,Goldman Sachs,Neutral,Buy,down
2020-05-19 12:28:27,Wells Fargo,Overweight,,main
2020-05-27 13:42:26,JP Morgan,Neutral,,main
2020-07-08 10:20:48,Raymond James,Market Perform,Outperform,down
2020-08-03 13:01:41,Morgan Stanley,Overweight,,main
2020-11-02 15:16:19,Credit Suisse,Outperform,,main
2020-12-04 14:46:09,Morgan Stanley,Overweight,,main
2021-02-19 14:17:57,Morgan Stanley,Overweight,,main
2021-02-22 13:45:38,Morgan Stanley,Overweight,,main
2021-05-12 14:02:09,Barclays,Equal-Weight,,main
2021-05-13 11:03:55,Wells Fargo,Overweight,,init
2021-06-09 11:41:04,Morgan Stanley,Overweight,,main
2021-06-18 12:10:41,Morgan Stanley,Overweight,,main
2021-08-02 13:34:18,Truist Securities,Hold,,main
2021-09-16 13:17:38,Cowen & Co.,Outperform,,main
2021-11-01 11:19:06,Wells Fargo,Overweight,,main
2021-11-02 12:43:59,Morgan Stanley,Overweight,,main
2022-01-24 11:28:56,Barclays,Overweight,Equal-Weight,up
2022-01-31 10:30:16,Raymond James,Outperform,Market Perform,up
2022-01-31 18:11:12,B of A Securities,Underperform,Buy,down
2022-02-01 13:39:40,Morgan Stanley,Overweight,,main
