Date,Firm,To Grade,From Grade,Action
2012-07-09 15:34:00,Deutsche Bank,Hold,Buy,down
2013-01-24 06:37:11,Barclays,Equal-weight,Underweight,up
2013-03-12 06:28:52,Charles Stanley,Hold,Accumulate,down
2013-10-15 12:06:07,Societe Generale,Hold,Sell,up
2013-10-18 07:20:12,Kepler Cheuvreux,Hold,Reduce,up
2014-01-27 08:00:00,JP Morgan,Neutral,Overweight,down
2014-04-04 08:00:00,Jefferies,Buy,Hold,up
2015-03-02 08:18:48,Nomura,Neutral,Reduce,up
2015-04-13 07:07:09,Jefferies,Underperform,Buy,down
2015-07-08 07:32:20,Berenberg,Sell,Hold,down
2015-10-22 05:37:09,JP Morgan,Neutral,Overweight,down
2015-10-22 05:41:28,Bank of America,Neutral,,down
2015-10-23 06:52:24,Exane BNP Paribas,Neutral,Outperform,down
2015-11-02 06:38:07,Charles Stanley,Hold,,down
2016-01-21 08:14:52,Jefferies,Buy,Underperform,up
2016-03-02 06:53:54,Goldman Sachs,Sell,Neutral,down
2016-09-22 07:33:17,Exane BNP Paribas,Neutral,Outperform,down
2016-10-27 09:44:26,Morgan Stanley,Equal-Weight,Overweight,down
2018-08-01 12:23:26,Citigroup,Neutral,Buy,down
2019-03-07 13:15:03,UBS,Neutral,,init
2020-03-17 10:41:16,Goldman Sachs,Neutral,Sell,up
2020-05-27 08:54:33,Berenberg,Sell,Hold,down
2021-08-23 12:40:26,JP Morgan,Overweight,Neutral,up
2021-09-30 13:27:04,Kepler Cheuvreux,Hold,Reduce,up
2021-10-19 10:29:14,Berenberg,Hold,Sell,up
