contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
TREX220218C00090000,90.0,USD,39.25,0.0,0.0,5,35.7,39.4,REGULAR,2022-02-18,2021-12-21 20:35:32,6.5810564611816424,True,
TREX220218C00110000,110.0,USD,26.74,0.0,0.0,15,17.8,20.4,REGULAR,2022-02-18,2021-12-28 16:15:29,4.304692119140624,False,
TREX220218C00115000,115.0,USD,17.55,-2.9500008,-14.390248,1,13.2,16.4,REGULAR,2022-02-18,2022-01-05 18:24:46,3.7966313677978523,False,1.0
TREX220218C00120000,120.0,USD,17.99,0.0,0.0,10,9.2,10.8,REGULAR,2022-02-18,2021-12-28 16:15:29,3.174074330444336,False,
TREX220218C00125000,125.0,USD,15.3,0.0,0.0,6,6.4,8.1,REGULAR,2022-02-18,2021-12-27 20:49:39,2.8566923114013667,False,7.0
TREX220218C00130000,130.0,USD,5.52,-3.4599996,-38.530064,44,4.0,5.2,REGULAR,2022-02-18,2022-01-05 19:52:28,2.4931678295898436,False,1.0
TREX220218C00135000,135.0,USD,7.1,0.0,0.0,74,2.2,3.7,REGULAR,2022-02-18,2021-12-31 19:34:35,2.2563520153808594,False,20.0
TREX220218C00140000,140.0,USD,4.4,0.0,0.0,172,1.15,3.1,REGULAR,2022-02-18,2022-01-04 18:18:11,2.1591842895507813,False,4.0
TREX220218C00145000,145.0,USD,2.35,0.0,0.0,12,0.9,2.15,REGULAR,2022-02-18,2022-01-03 19:45:28,2.0815477648925778,False,5.0
TREX220218C00150000,150.0,USD,1.24,-0.80999994,-39.51219,18,0.65,2.6,REGULAR,2022-02-18,2022-01-05 18:02:32,2.2187544531249994,False,17.0
TREX220218C00155000,155.0,USD,0.6,0.0,0.0,16,0.05,3.9,REGULAR,2022-02-18,2021-12-21 19:44:10,2.4345742260742185,False,
