contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
DASH220211C00070000,70.0,USD,27.25,0.0,0.0,6,2,29.3,32.5,REGULAR,2022-02-11,2022-02-04 17:12:06,2.4335976660156247,True
DASH220211C00080000,80.0,USD,20.2,0.0,0.0,3,7,20.05,21.55,REGULAR,2022-02-11,2022-02-07 15:21:28,1.5664084179687499,True
DASH220211C00081000,81.0,USD,18.9,0.0,0.0,2,2,18.85,21.25,REGULAR,2022-02-11,2022-02-04 15:30:29,1.724610751953125,True
DASH220211C00084000,84.0,USD,14.5,0.0,0.0,3,2,15.7,18.8,REGULAR,2022-02-11,2022-02-04 14:46:17,1.6308612207031248,True
DASH220211C00085000,85.0,USD,11.0,-1.3999996,-11.29032,2,1,14.65,16.7,REGULAR,2022-02-11,2022-02-08 15:03:05,1.0859420703125,True
DASH220211C00088000,88.0,USD,10.9,0.0,0.0,3,4,12.4,13.75,REGULAR,2022-02-11,2022-02-07 16:19:29,1.2099648876953122,True
DASH220211C00090000,90.0,USD,11.1,2.17,24.300112,7,88,10.75,11.85,REGULAR,2022-02-11,2022-02-08 20:37:16,1.1767619287109374,True
DASH220211C00093000,93.0,USD,7.85,0.6999998,9.790207,1,211,8.25,9.15,REGULAR,2022-02-11,2022-02-08 17:03:44,1.0952193676757815,True
DASH220211C00094000,94.0,USD,8.05,2.0500002,34.16667,31,79,7.6,8.3,REGULAR,2022-02-11,2022-02-08 20:55:38,1.0957076464843751,True
DASH220211C00095000,95.0,USD,7.3,1.0,15.873014,334,141,6.85,7.55,REGULAR,2022-02-11,2022-02-08 20:55:38,1.083988955078125,True
DASH220211C00096000,96.0,USD,6.3,2.0500002,48.2353,215,57,5.9,6.8,REGULAR,2022-02-11,2022-02-08 20:52:49,1.0307665649414064,True
DASH220211C00097000,97.0,USD,5.25,0.4000001,8.247425,25,57,5.15,6.1,REGULAR,2022-02-11,2022-02-08 20:37:09,1.0087940185546875,True
DASH220211C00098000,98.0,USD,4.9,0.5999999,13.953486,149,138,4.7,5.35,REGULAR,2022-02-11,2022-02-08 20:46:04,1.0122119702148438,True
DASH220211C00099000,99.0,USD,3.58,-0.6700001,-15.764708,178,165,4.1,4.65,REGULAR,2022-02-11,2022-02-08 19:02:57,0.9897461962890625,True
DASH220211C00100000,100.0,USD,4.0,0.74,22.699387,264,859,3.4,4.1,REGULAR,2022-02-11,2022-02-08 20:56:16,0.9624027197265624,True
DASH220211C00101000,101.0,USD,2.65,-0.21999979,-7.6654987,7,109,2.98,3.55,REGULAR,2022-02-11,2022-02-08 20:20:38,0.9619144433593749,False
DASH220211C00102000,102.0,USD,2.81,0.15999985,6.03773,217,323,2.52,3.05,REGULAR,2022-02-11,2022-02-08 20:59:15,0.9501958105468749,False
DASH220211C00103000,103.0,USD,2.64,0.1500001,6.0241003,129,116,2.09,2.64,REGULAR,2022-02-11,2022-02-08 20:58:31,0.9428716650390624,False
DASH220211C00104000,104.0,USD,1.9,-0.19999993,-9.523807,27,98,1.83,2.24,REGULAR,2022-02-11,2022-02-08 20:37:09,0.9487309814453124,False
DASH220211C00105000,105.0,USD,1.88,0.22000003,13.253014,330,158,1.51,1.88,REGULAR,2022-02-11,2022-02-08 20:58:17,0.93945373046875,False
DASH220211C00106000,106.0,USD,1.34,-0.049999952,-3.597119,31,320,1.19,1.6,REGULAR,2022-02-11,2022-02-08 20:52:16,0.929688203125,False
