contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
MCFE220218C00025000,25.0,USD,1.15,0.0,0.0,3,0.35,1.1,REGULAR,2022-02-18,2021-12-27 20:55:54,0.32813171874999997,True
MCFE220218C00030000,30.0,USD,0.05,0.0,0.0,2,0.0,0.1,REGULAR,2022-02-18,2021-12-28 19:17:18,0.5390671093750001,False
