contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
XBI220211C00079000,79.0,USD,10.6,0.0,0.0,3.0,3,14.15,15.25,REGULAR,2022-02-11,2022-02-04 16:11:12,1.0615281298828125,True
XBI220211C00080000,80.0,USD,11.3,0.0,0.0,1.0,22,12.9,14.05,REGULAR,2022-02-11,2022-02-04 18:26:25,0.8457046679687499,True
XBI220211C00081500,81.5,USD,8.6,0.0,0.0,1.0,1,11.3,13.2,REGULAR,2022-02-11,2022-02-04 15:39:22,0.9335944140625,True
XBI220211C00082500,82.5,USD,11.2,0.0,0.0,,1,10.6,12.0,REGULAR,2022-02-11,2022-01-31 20:54:40,0.8955088574218748,True
XBI220211C00083000,83.0,USD,10.6,0.0,0.0,,3,10.2,11.5,REGULAR,2022-02-11,2022-01-31 20:50:01,0.8867198828124999,True
XBI220211C00083500,83.5,USD,9.6,0.0,0.0,,1,9.7,10.6,REGULAR,2022-02-11,2022-01-31 19:27:01,0.7578149218750001,True
XBI220211C00084000,84.0,USD,6.75,0.0,0.0,1.0,3,9.3,10.05,REGULAR,2022-02-11,2022-02-04 17:00:31,0.7402369726562499,True
XBI220211C00085000,85.0,USD,6.0,0.0,0.0,41.0,66,8.4,8.75,REGULAR,2022-02-11,2022-02-04 17:13:44,0.6289099609375001,True
XBI220211C00086000,86.0,USD,8.22,3.1200004,61.17648,4.0,8,7.5,7.8,REGULAR,2022-02-11,2022-02-07 20:11:23,0.6054726953125001,True
XBI220211C00086500,86.5,USD,4.7,0.0,0.0,9.0,14,7.05,7.7,REGULAR,2022-02-11,2022-02-04 15:29:56,0.6660189648437502,True
XBI220211C00087000,87.0,USD,5.25,0.0,0.0,7.0,7,6.6,6.95,REGULAR,2022-02-11,2022-02-04 18:45:28,0.594730615234375,True
XBI220211C00087500,87.5,USD,4.21,0.0,0.0,1.0,8,6.2,6.5,REGULAR,2022-02-11,2022-02-04 16:54:28,0.5893595751953126,True
XBI220211C00088000,88.0,USD,5.55,0.9000001,19.35484,1.0,80,5.7,6.4,REGULAR,2022-02-11,2022-02-07 16:32:19,0.6225623681640625,True
XBI220211C00089000,89.0,USD,5.31,1.81,51.714283,2.0,303,4.95,5.25,REGULAR,2022-02-11,2022-02-07 19:47:52,0.5644574804687501,True
XBI220211C00090000,90.0,USD,4.3,1.4300003,49.825798,46.0,793,4.2,4.45,REGULAR,2022-02-11,2022-02-07 20:39:34,0.5498091894531252,True
XBI220211C00091000,91.0,USD,3.7,1.4100001,61.572056,14.0,491,3.45,3.7,REGULAR,2022-02-11,2022-02-07 14:43:32,0.5288133056640626,True
XBI220211C00091500,91.5,USD,3.55,1.1199999,46.090527,6.0,221,3.15,3.4,REGULAR,2022-02-11,2022-02-07 20:08:12,0.532231240234375,True
