contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
QS220211C00020000,20.0,USD,3.45,0.0,0.0,22,22,2.91,3.25,REGULAR,2022-02-11,2021-12-31 20:58:41,7.015626230468751,False
QS220211C00021000,21.0,USD,3.38,0.0,0.0,4,4,2.14,2.69,REGULAR,2022-02-11,2021-12-31 17:36:58,6.339845825195313,False
QS220211C00021500,21.5,USD,3.0,0.0,0.0,5,0,2.09,2.47,REGULAR,2022-02-11,2021-12-31 16:08:56,6.314455231933594,False
QS220211C00022500,22.5,USD,1.8,-0.4000001,-18.181822,42,12,1.72,1.98,REGULAR,2022-02-11,2022-01-05 20:20:40,5.95312755859375,False
QS220211C00023000,23.0,USD,1.65,-0.29000008,-14.948458,41,8,1.61,1.86,REGULAR,2022-02-11,2022-01-05 20:17:03,5.925783842773438,False
QS220211C00023500,23.5,USD,1.48,-0.39999998,-21.276594,11,127,1.45,1.72,REGULAR,2022-02-11,2022-01-05 20:34:17,5.824221469726563,False
