contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
SCL220218C00120000,120.0,USD,5.1,0.0,0.0,3,5.2,8.4,REGULAR,2022-02-18,2021-12-27 14:30:03,1.4946314331054684,False
SCL220218C00125000,125.0,USD,3.3,0.0,0.0,2,2.1,5.3,REGULAR,2022-02-18,2021-12-30 19:25:56,1.2329139916992187,False
