contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
RIOT220211C00015000,15.0,USD,8.8,0.0,0.0,1,1,6.85,7.2,REGULAR,2022-02-11,2022-01-04 19:03:41,8.929691918945311,True
RIOT220211C00017000,17.0,USD,8.0,0.0,0.0,18,18,4.85,5.75,REGULAR,2022-02-11,2022-01-04 14:54:28,7.386719516601563,True
RIOT220211C00021000,21.0,USD,3.62,-0.08000016,-2.1621666,3,0,2.83,3.35,REGULAR,2022-02-11,2022-01-05 18:12:59,6.154299182128906,False
RIOT220211C00022000,22.0,USD,3.1,-0.5,-13.888889,5,1,2.52,3.2,REGULAR,2022-02-11,2022-01-05 19:32:51,6.238283452148437,False
RIOT220211C00023000,23.0,USD,2.47,-0.8799999,-26.268656,16,9,2.27,2.54,REGULAR,2022-02-11,2022-01-05 20:02:41,5.937502578125001,False
RIOT220211C00024000,24.0,USD,2.08,-1.47,-41.40845,20,8,1.78,2.26,REGULAR,2022-02-11,2022-01-05 20:47:41,5.697268503417969,False
RIOT220211C00025000,25.0,USD,1.71,-1.04,-37.81818,29,52,1.73,1.87,REGULAR,2022-02-11,2022-01-05 20:22:23,5.673831032714843,False
RIOT220211C00026000,26.0,USD,1.59,-1.0600001,-40.0,33,47,1.51,1.66,REGULAR,2022-02-11,2022-01-05 20:54:24,5.621096723632812,False
RIOT220211C00027000,27.0,USD,1.32,-0.92999995,-41.33333,7,13,1.29,1.59,REGULAR,2022-02-11,2022-01-05 20:56:30,5.652346684570313,False
RIOT220211C00028000,28.0,USD,1.17,-0.88,-42.92683,9,15,1.02,1.24,REGULAR,2022-02-11,2022-01-05 20:25:18,5.355472055664061,False
RIOT220211C00030000,30.0,USD,0.88,-0.72,-45.0,24,61,0.8,0.92,REGULAR,2022-02-11,2022-01-05 20:51:33,5.281253398437499,False
RIOT220211C00031000,31.0,USD,1.31,0.0,0.0,7,14,0.59,0.81,REGULAR,2022-02-11,2022-01-04 20:53:26,5.136722329101563,False
RIOT220211C00032000,32.0,USD,0.81,-0.24999994,-23.5849,3,24,0.57,0.9,REGULAR,2022-02-11,2022-01-05 18:42:28,5.406253242187499,False
RIOT220211C00035000,35.0,USD,0.53,-0.20000005,-27.397266,3,204,0.39,0.49,REGULAR,2022-02-11,2022-01-05 17:55:36,5.164066044921874,False
