contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
WERN220218C00040000,40.0,USD,6.2,0.0,0.0,2,2,1.7,6.5,REGULAR,2022-02-18,2022-01-24 16:59:57,0.543949873046875,True
WERN220218C00045000,45.0,USD,0.6,0.3,100.0,1,154,0.3,1.1,REGULAR,2022-02-18,2022-02-08 16:39:22,0.5576216113281252,False
WERN220218C00050000,50.0,USD,0.25,0.0,0.0,4,31,0.0,0.25,REGULAR,2022-02-18,2022-02-03 20:40:39,0.5371140039062501,False
