contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
MP220218C00017500,17.5,USD,18.9,0.0,0.0,1,0,22.7,27.2,REGULAR,2022-02-18,2021-10-22 19:46:12,7.211915047607421,True
MP220218C00020000,20.0,USD,24.08,0.0,0.0,50,67,24.7,26.4,REGULAR,2022-02-18,2021-12-22 18:06:52,8.632817104492187,True
MP220218C00022500,22.5,USD,21.6,0.0,0.0,25,28,22.5,23.7,REGULAR,2022-02-18,2021-12-08 17:43:16,7.583008333740235,True
MP220218C00025000,25.0,USD,21.1,0.0,0.0,5,43,20.1,21.2,REGULAR,2022-02-18,2021-12-27 14:46:10,6.68164227294922,True
MP220218C00030000,30.0,USD,22.5,4.9799995,28.424654,2,126,14.9,16.3,REGULAR,2022-02-18,2022-01-05 15:40:08,5.091800510253906,True
MP220218C00035000,35.0,USD,11.4,-4.17,-26.782274,11,202,11.1,11.5,REGULAR,2022-02-18,2022-01-05 20:54:56,4.080083024902344,True
MP220218C00040000,40.0,USD,7.5,-2.9300003,-28.092045,39,437,7.2,7.6,REGULAR,2022-02-18,2022-01-05 20:58:29,3.259767475585937,False
MP220218C00045000,45.0,USD,4.62,-2.4900002,-35.0211,76,852,4.2,4.5,REGULAR,2022-02-18,2022-01-05 20:55:23,2.67969080078125,False
MP220218C00050000,50.0,USD,2.4,-2.0,-45.454544,3689,2359,2.35,2.5,REGULAR,2022-02-18,2022-01-05 20:58:32,2.356449421386718,False
MP220218C00055000,55.0,USD,1.35,-1.2499999,-48.076923,1672,2449,1.3,1.35,REGULAR,2022-02-18,2022-01-05 20:58:27,2.1816451708984372,False
MP220218C00060000,60.0,USD,0.72,-0.73,-50.344826,408,457,0.65,0.75,REGULAR,2022-02-18,2022-01-05 20:51:10,2.068364204101562,False
MP220218C00065000,65.0,USD,0.45,-0.40000004,-47.058826,232,139,0.35,0.45,REGULAR,2022-02-18,2022-01-05 20:45:17,2.0351611621093753,False
MP220218C00070000,70.0,USD,0.3,-0.119999975,-28.571424,415,186,0.15,0.3,REGULAR,2022-02-18,2022-01-05 19:45:11,2.00781748046875,False
