contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
MMS220218C00085000,85.0,USD,1.3,0.0,0.0,3,0.7,0.85,REGULAR,2022-02-18,2021-12-30 15:45:21,0.639652041015625,False
MMS220218C00095000,95.0,USD,0.05,0.0,0.0,13,0.0,0.25,REGULAR,2022-02-18,2021-12-20 19:07:26,0.6953155468750001,False
